QNAME,ERROR,CHEMSC,CLASS,LENGTH,DB,NAME,SPECIE,MASS,PREC:mE531_POS_01.raw,PREC:mE531_POS_02.raw,PREC:mE531_POS_03.raw,PREC:mE531_POS_04.raw,PREC:mE531_POS_05.raw,SUMFA:mE531_POS_01.raw,SUMFA:mE531_POS_02.raw,SUMFA:mE531_POS_03.raw,SUMFA:mE531_POS_04.raw,SUMFA:mE531_POS_05.raw,MASSFRAG1,FRAG1:mE531_POS_01.raw,FRAG1:mE531_POS_02.raw,FRAG1:mE531_POS_03.raw,FRAG1:mE531_POS_04.raw,FRAG1:mE531_POS_05.raw,OH,MASSFRAG2,FRAG2:mE531_POS_01.raw,FRAG2:mE531_POS_02.raw,FRAG2:mE531_POS_03.raw,FRAG2:mE531_POS_04.raw,FRAG2:mE531_POS_05.raw,FA1,MASSFA1,FA1INTENS:mE531_POS_01.raw,FA1INTENS:mE531_POS_02.raw,FA1INTENS:mE531_POS_03.raw,FA1INTENS:mE531_POS_04.raw,FA1INTENS:mE531_POS_05.raw,FA2,MASSFA2,FA2INTENS:mE531_POS_01.raw,FA2INTENS:mE531_POS_02.raw,FA2INTENS:mE531_POS_03.raw,FA2INTENS:mE531_POS_04.raw,FA2INTENS:mE531_POS_05.raw,POS
PCOPosMS1MS2,-3.92ppm,H69 C44 N1 O7 P1 ,PCO-,36,11,PCO- 36:11,Keine,754.4777,0,0,0,2871.3,1510.1,10150.1,58931.6,235667.9,3079642.9,0,184.0735,10150.1,58931.6,235667.9,3079642.9,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,-5.49ppm,H71 C44 N1 O7 P1 ,PCO-,36,10,PCO- 36:10,Keine,756.4921,4829.9,0,30397.6,0,0,77487,389379.4,1969436.3,8366367.8,0,184.0735,77487,389379.4,1969436.3,8366367.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,-2.65ppm,H75 C44 N1 O7 P1 ,PCO-,36,8,PCO- 36:8,Keine,760.5256,25901.4,0,0,0,120879.3,892624.5,186353129.1,66297289,32317850.6,-1.7,184.0735,892624.5,186353129.1,66297289,32317850.6,-1.7,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,-0.80ppm,H77 C44 N1 O7 P1 ,PCO-,36,7,PCO- 36:7,Keine,762.5426,0,29815.9,0,4073.7,0,-1.7,-1.7,1080923.1,-1.7,-1.7,184.0734,-1.7,-1.7,1080923.1,-1.7,-1.7,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,3.20ppm,H79 C44 N1 O7 P1 ,PCO-,36,6,PCO- 36:6,Keine,764.5613,152668.8,56441.3,10767.6,2457569.2,90987.1,38999.6,1285604.1,1331485.2,1673929.7,7829.6,184.0734,38999.6,1285604.1,1331485.2,1673929.7,7829.6,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,-0.80ppm,H81 C44 N1 O7 P1 ,PCO-,36,5,PCO- 36:5,Keine,766.5739,16005.4,450465.7,803366.2,3268029,0,79573,-1.7,352793.8,2405808.4,1608,184.0732,79573,-1.7,352793.8,2405808.4,1608,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,-0.60ppm,H83 C44 N1 O7 P1 ,PCO-,36,4,PCO- 36:4,Keine,768.5897,247857,722887.7,2535134.5,2384689.2,0,171191.8,573406.3,2302232.8,1695859.8,0,184.0734,171191.8,573406.3,2302232.8,1695859.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,-0.26ppm,H85 C44 N1 O7 P1 ,PCO-,36,3,PCO- 36:3,Keine,770.6056,0,333323.5,93234.9,3154131.2,0,-1.7,220574.4,-1.7,3554140.4,0,184.0734,-1.7,220574.4,-1.7,3554140.4,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,-0.71ppm,H87 C44 N1 O7 P1 ,PCO-,36,2,PCO- 36:2,Keine,772.6209,38425.9,2182989.6,626486.9,2225310,40033.2,92749.3,1429092.9,2611670.2,6255781.6,5420,184.0734,92749.3,1429092.9,2611670.2,6255781.6,5420,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,-0.59ppm,H89 C44 N1 O7 P1 ,PCO-,36,1,PCO- 36:1,Keine,774.6367,0,2688741.7,116327.6,206255.8,7520.3,53187.2,2923116.8,1456329.6,2520557.1,1389.5,184.0734,53187.2,2923116.8,1456329.6,2520557.1,1389.5,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,-1.12ppm,H91 C44 N1 O7 P1 ,PCO-,36,0,PCO- 36:0,Keine,776.6519,0,4713.4,16215.7,0,0,17234.7,-1.7,251459,548715.5,4101.5,184.0734,17234.7,-1.7,251459,548715.5,4101.5,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,0.60ppm,H79 C46 N1 O7 P1 ,PCO-,38,8,PCO- 38:8,Keine,788.5593,0,0,0,8456.4,0,143214,55028659.3,4601645.7,4286339.4,3045,184.0735,143214,55028659.3,4601645.7,4286339.4,3045,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,-0.34ppm,H81 C46 N1 O7 P1 ,PCO-,38,7,PCO- 38:7,Keine,790.5742,0,17066.1,24521.9,538184.8,0,92865.3,-1.7,769717.9,-1.7,17907,184.0734,92865.3,-1.7,769717.9,-1.7,17907,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,-1.36ppm,H83 C46 N1 O7 P1 ,PCO-,38,6,PCO- 38:6,Keine,792.5891,610120.9,0,644401.7,3170882,0,484364.7,263854.1,649022.2,2884044.1,-1.7,184.0735,484364.7,263854.1,649022.2,2884044.1,-1.7,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,3.27ppm,H85 C46 N1 O7 P1 ,PCO-,38,5,PCO- 38:5,Keine,794.6084,145707.5,738760.4,3451627.2,2222327.7,357416.9,19302.4,608048.2,3269203.1,1725940.2,0,184.0734,19302.4,608048.2,3269203.1,1725940.2,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,0.64ppm,H87 C46 N1 O7 P1 ,PCO-,38,4,PCO- 38:4,Keine,796.622,0,47838.6,782259.4,443786.4,0,94118.9,372647.8,871614.1,758361.7,0,184.0734,94118.9,372647.8,871614.1,758361.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,0.31ppm,H89 C46 N1 O7 P1 ,PCO-,38,3,PCO- 38:3,Keine,798.6374,2968.4,0,2847.7,49920.2,0,73340.1,427068.6,951306.4,1554264.8,0,184.0734,73340.1,427068.6,951306.4,1554264.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,-1.18ppm,H91 C46 N1 O7 P1 ,PCO-,38,2,PCO- 38:2,Keine,800.6518,0,0,13757.3,5396.2,0,54627.6,701796.2,774197.4,2580021.1,0,184.0734,54627.6,701796.2,774197.4,2580021.1,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,1.66ppm,H93 C46 N1 O7 P1 ,PCO-,38,1,PCO- 38:1,Keine,802.6697,0,541550.2,-1.7,0,0,61946.5,810388,590335.1,1613904.2,0,184.0734,61946.5,810388,590335.1,1613904.2,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,-1.78ppm,H95 C46 N1 O7 P1 ,PCO-,38,0,PCO- 38:0,Keine,804.6826,0,34509.9,0,0,0,15382.2,208084.5,357608.7,1065976.5,5556.2,184.0735,15382.2,208084.5,357608.7,1065976.5,5556.2,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,5.63ppm,H79 C48 N1 O7 P1 ,PCO-,40,10,PCO- 40:10,Keine,812.5634,5011.6,10926.8,0,2236.2,3008.6,-1.7,-1.7,-1.7,2796588.9,0,184.0734,-1.7,-1.7,-1.7,2796588.9,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,-0.17ppm,H81 C48 N1 O7 P1 ,PCO-,40,9,PCO- 40:9,Keine,814.5744,0,0,0,2109.4,2530.6,470301.2,6147397.1,8898279,2133510.2,0,184.0735,470301.2,6147397.1,8898279,2133510.2,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,0.45ppm,H83 C48 N1 O7 P1 ,PCO-,40,8,PCO- 40:8,Keine,816.5905,2262.2,0,0,22002.3,0,55914.1,1256172.2,-1.8,-1.8,3807,184.0732,55914.1,1256172.2,-1.8,-1.8,3807,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,-0.14ppm,H85 C48 N1 O7 P1 ,PCO-,40,7,PCO- 40:7,Keine,818.6057,152554.7,67381.6,416080.4,325304.3,0,204097.4,170995.8,1041031.5,648366.4,523.2,184.0736,204097.4,170995.8,1041031.5,648366.4,523.2,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,0.06ppm,H87 C48 N1 O7 P1 ,PCO-,40,6,PCO- 40:6,Keine,820.6215,-1.8,70930.4,359237.7,1368344,0,-1.9,730420.2,229540.4,1217321,0,184.0734,-1.9,730420.2,229540.4,1217321,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,1.59ppm,H89 C48 N1 O7 P1 ,PCO-,40,5,PCO- 40:5,Keine,822.6384,0,1399627.4,400980.1,-1.8,0,101307.2,-1.8,871882.5,-1.8,0,184.0734,101307.2,-1.8,871882.5,-1.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,-3.28ppm,H91 C48 N1 O7 P1 ,PCO-,40,4,PCO- 40:4,Keine,824.6501,0,-1.8,340714.2,6668.4,0,146738.6,660142.8,630250.8,710155.5,198270,184.0734,146738.6,660142.8,630250.8,710155.5,198270,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,-1.59ppm,H97 C48 N1 O7 P1 ,PCO-,40,1,PCO- 40:1,Keine,830.6984,0,1175489.9,0,0,0,187319,1095658.7,1853584.9,777680.9,14869.6,184.0734,187319,1095658.7,1853584.9,777680.9,14869.6,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,5.76ppm,H81 C50 N1 O7 P1 ,PCO-,42,11,PCO- 42:11,Keine,838.5793,0,4669.1,0,0,0,22644.4,841984.8,215453.8,-1.8,415.3,184.0734,22644.4,841984.8,215453.8,-1.8,415.3,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,0.83ppm,H85 C50 N1 O7 P1 ,PCO-,42,9,PCO- 42:9,Keine,842.6065,64927.6,11824.4,3524.5,55968,264788.4,36255.8,1636321.9,379917.9,64209.1,0,184.0734,36255.8,1636321.9,379917.9,64209.1,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,-3.93ppm,H89 C50 N1 O7 P1 ,PCO-,42,7,PCO- 42:7,Keine,846.6338,0,0,18989.3,26655.2,0,79327.8,389107.5,517775,131633.5,5609.9,184.0732,79327.8,389107.5,517775,131633.5,5609.9,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,2.68ppm,H91 C50 N1 O7 P1 ,PCO-,42,6,PCO- 42:6,Keine,848.655,0,625770.8,4675.3,0,0,8048.6,73082.5,-1.9,194471.4,-1.9,184.0735,8048.6,73082.5,-1.9,194471.4,-1.9,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,3.20ppm,H93 C50 N1 O7 P1 ,PCO-,42,5,PCO- 42:5,Keine,850.6711,0,979225.3,44504.8,0,0,26130.7,311654.6,392263.5,196172.3,0,184.0733,26130.7,311654.6,392263.5,196172.3,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,-0.98ppm,H95 C50 N1 O7 P1 ,PCO-,42,4,PCO- 42:4,Keine,852.6832,0,-1.8,-1.8,0,0,20808.8,-1.8,-1.8,2480,0,184.0735,20808.8,-1.8,-1.8,2480,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,-1.09ppm,H89 C52 N1 O7 P1 ,PCO-,44,9,PCO- 44:9,Keine,870.6362,0,0,0,0,1586,58049.9,936029.1,442572.2,85614.9,2707.7,184.0733,58049.9,936029.1,442572.2,85614.9,2707.7,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,-3.99ppm,H91 C52 N1 O7 P1 ,PCO-,44,8,PCO- 44:8,Keine,872.6493,0,0,0,23681.3,0,-1.8,346234.9,168461.6,37578.1,22483.5,184.0735,-1.8,346234.9,168461.6,37578.1,22483.5,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,2.95ppm,H99 C52 N1 O7 P1 ,PCO-,44,4,PCO- 44:4,Keine,880.718,5778.9,315236,2662.6,1092489.8,0,7078.8,-2,38035.4,38845,0,184.0734,7078.8,-2,38035.4,38845,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,3.23ppm,H101 C54 N1 O7 P1 ,PCO-,46,5,PCO- 46:5,Keine,906.7339,0,0,0,3046,0,8014.7,68349.3,45272.4,22348.7,6732.3,184.0733,8014.7,68349.3,45272.4,22348.7,6732.3,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,-5.03ppm,H91 C56 N1 O7 P1 ,PCO-,48,12,PCO- 48:12,Keine,920.6481,0,0,0,0,1623.2,11846.2,63987.4,70107.9,29603.5,10636.2,184.0734,11846.2,63987.4,70107.9,29603.5,10636.2,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,0.18ppm,H93 C56 N1 O7 P1 ,PCO-,48,11,PCO- 48:11,Keine,922.6686,0,0,0,4159.9,0,312.9,7337.1,57719.4,13644.5,-1.9,184.0738,312.9,7337.1,57719.4,13644.5,-1.9,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,-0.44ppm,H97 C56 N1 O7 P1 ,PCO-,48,9,PCO- 48:9,Keine,926.6993,0,6859,0,2083.2,0,3331.2,44186.7,43821.8,25452.9,0,184.0733,3331.2,44186.7,43821.8,25452.9,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,2.95ppm,H105 C56 N1 O7 P1 ,PCO-,48,5,PCO- 48:5,Keine,934.7651,2680.5,0,0,0,1699.9,16654,53894.8,30631.5,23792.5,23866,184.0733,16654,53894.8,30631.5,23792.5,23866,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,-2.32ppm,H97 C58 N1 O7 P1 ,PCO-,50,11,PCO- 50:11,Keine,950.6975,23796.8,5171.1,2941,6923.8,33040.6,8715.2,51721,46281.4,46543.2,3589.1,184.0735,8715.2,51721,46281.4,46543.2,3589.1,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,5.71ppm,H107 C58 N1 O7 P1 ,PCO-,50,6,PCO- 50:6,Keine,960.7834,34974.6,0,0,7728.3,103100,71996.3,116697.9,79959.6,88769.8,94663,184.0734,71996.3,116697.9,79959.6,88769.8,94663,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCOPosMS1MS2,5.50ppm,H111 C58 N1 O7 P1 ,PCO-,50,4,PCO- 50:4,Keine,964.8146,0,7045.2,0,0,0,5778.3,43997.3,61669.1,48395.6,3539,184.0733,5778.3,43997.3,61669.1,48395.6,3539,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,PCPosMS1MS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCPosMS1MS2,3.05ppm,H67 C34 N1 O8 P1 ,PC,26,1,PC 26:1,Keine,648.4619,45042.6,4470011.2,727392.3,2389699,221690.5,1915619,1982212.9,641139.4,2015945.6,3332260.1,184.0734,1915619,1982212.9,641139.4,2015945.6,3332260.1,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCPosMS1MS2,-1.16ppm,H69 C34 N1 O8 P1 ,PC,26,0,PC 26:0,Keine,650.4748,3914.7,0,0,78622,4866.6,-1.5,98608.5,311608.1,239207.8,-1.5,184.0734,-1.5,98608.5,311608.1,239207.8,-1.5,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCPosMS1MS2,-1.33ppm,H67 C36 N1 O8 P1 ,PC,28,3,PC 28:3,Keine,672.459,0,0,1627.7,0,0,8509.7,37025.3,31075.9,60259.5,0,184.0732,8509.7,37025.3,31075.9,60259.5,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCPosMS1MS2,2.02ppm,H69 C36 N1 O8 P1 ,PC,28,2,PC 28:2,Keine,674.4769,0,0,0,3807.5,0,20164.5,61692.7,93196.6,212007.1,0,184.0734,20164.5,61692.7,93196.6,212007.1,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCPosMS1MS2,-0.42ppm,H71 C36 N1 O8 P1 ,PC,28,1,PC 28:1,Keine,676.4909,0,0,0,761226.8,0,20137.5,78489.9,181096.1,2032881.4,5578.2,184.0735,20137.5,78489.9,181096.1,2032881.4,5578.2,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCPosMS1MS2,-0.27ppm,H73 C36 N1 O8 P1 ,PC,28,0,PC 28:0,Keine,678.5066,3998.5,8488.1,0,3465147.8,0,17234.4,190951.6,234163.5,3647842.7,2939.2,184.0733,17234.4,190951.6,234163.5,3647842.7,2939.2,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCPosMS1MS2,5.93ppm,H69 C38 N1 O8 P1 ,PC,30,4,PC 30:4,Keine,698.4797,5197.4,4024.4,0,0,1418.6,13688.6,33002.9,33439.7,83012,4230.9,184.0735,13688.6,33002.9,33439.7,83012,4230.9,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCPosMS1MS2,-0.01ppm,H73 C38 N1 O8 P1 ,PC,30,2,PC 30:2,Keine,702.5068,0,0,0,1018049.8,0,175784.4,77780.8,697494.6,1531419.8,2449.4,184.0733,175784.4,77780.8,697494.6,1531419.8,2449.4,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCPosMS1MS2,-0.22ppm,H75 C38 N1 O8 P1 ,PC,30,1,PC 30:1,Keine,704.5223,0,0,0,8402410.3,0,564929.7,333921.5,4046781.2,13571783.1,0,184.0735,564929.7,333921.5,4046781.2,13571783.1,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCPosMS1MS2,-0.54ppm,H77 C38 N1 O8 P1 ,PC,30,0,PC 30:0,Keine,706.5378,0,2356503.7,1143994.5,11841074.3,0,-1.6,1415956.3,219566.7,9850894.6,4902.9,184.0733,-1.6,1415956.3,219566.7,9850894.6,4902.9,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCPosMS1MS2,3.29ppm,H69 C40 N1 O8 P1 ,PC,32,6,PC 32:6,Keine,722.4779,2646,0,0,0,0,-1.6,-1.6,-1.6,-1.6,0,184.0734,-1.6,-1.6,-1.6,-1.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCPosMS1MS2,-1.66ppm,H71 C40 N1 O8 P1 ,PC,32,5,PC 32:5,Keine,724.49,0,12321.1,52474.9,16091.3,1274.4,7176.6,33560.4,40018.2,146536.6,4630.3,184.0733,7176.6,33560.4,40018.2,146536.6,4630.3,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCPosMS1MS2,-0.40ppm,H73 C40 N1 O8 P1 ,PC,32,4,PC 32:4,Keine,726.5065,0,0,0,732757.1,0,6017.2,31160.3,26436.8,420782.3,0,184.0734,6017.2,31160.3,26436.8,420782.3,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCPosMS1MS2,-2.46ppm,H75 C40 N1 O8 P1 ,PC,32,3,PC 32:3,Keine,728.5207,0,0,2348.2,2881477.4,0,8867.9,40262.1,39590.8,1366376.2,0,184.0735,8867.9,40262.1,39590.8,1366376.2,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCPosMS1MS2,-0.04ppm,H77 C40 N1 O8 P1 ,PC,32,2,PC 32:2,Keine,730.5381,0,49466.6,312464.8,10341451.8,0,15593.6,495098.7,376277.2,5480153.8,2976.9,184.0734,15593.6,495098.7,376277.2,5480153.8,2976.9,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCPosMS1MS2,-0.01ppm,H79 C40 N1 O8 P1 ,PC,32,1,PC 32:1,Keine,732.5538,0,13653365.2,4732168,34325089.3,0,152325.6,10385136.8,3799846,19920872.1,3580.4,184.0735,152325.6,10385136.8,3799846,19920872.1,3580.4,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCPosMS1MS2,0.45ppm,H81 C40 N1 O8 P1 ,PC,32,0,PC 32:0,Keine,734.5698,3475038.1,184414958.8,132808235.5,5643576,0,1817236.2,83754125.5,90216738.4,204.4,2655,184.0737,1817236.2,83754125.5,90216738.4,204.4,2655,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCPosMS1MS2,-0.59ppm,H73 C42 N1 O8 P1 ,PC,34,6,PC 34:6,Keine,750.5064,0,0,0,125908.8,0,8878.9,21756.9,-1.7,286119.6,5239.1,184.0733,8878.9,21756.9,-1.7,286119.6,5239.1,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCPosMS1MS2,-0.94ppm,H75 C42 N1 O8 P1 ,PC,34,5,PC 34:5,Keine,752.5218,10630.8,5531.1,25137.3,1505133.2,84029.2,7749.3,46165.2,52031.8,840599.9,2044.1,184.0732,7749.3,46165.2,52031.8,840599.9,2044.1,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCPosMS1MS2,-0.97ppm,H77 C42 N1 O8 P1 ,PC,34,4,PC 34:4,Keine,754.5374,0,140990.8,301004.5,4818341.9,0,10150.1,58931.6,235667.9,3079642.9,0,184.0735,10150.1,58931.6,235667.9,3079642.9,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCPosMS1MS2,-1.80ppm,H79 C42 N1 O8 P1 ,PC,34,3,PC 34:3,Keine,756.5524,141533.7,4056129.2,4958980.6,14058982.8,0,77487,389379.4,1969436.3,8366367.8,0,184.0735,77487,389379.4,1969436.3,8366367.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCPosMS1MS2,0.00ppm,H81 C42 N1 O8 P1 ,PC,34,2,PC 34:2,Keine,758.5694,2516734.6,10601502.4,126844997,43504101.2,0,2017429.9,6388079.6,39002408.1,26261095.3,1070961.7,184.0734,2017429.9,6388079.6,39002408.1,26261095.3,1070961.7,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCPosMS1MS2,0.57ppm,H83 C42 N1 O8 P1 ,PC,34,1,PC 34:1,Keine,760.5855,2206087.5,389421972.8,90125740.5,58563442.6,0,892624.5,186353129.1,66297289,32317850.6,-1.7,184.0735,892624.5,186353129.1,66297289,32317850.6,-1.7,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCPosMS1MS2,-1.91ppm,H85 C42 N1 O8 P1 ,PC,34,0,PC 34:0,Keine,762.5993,13691.8,34961396,29031455.7,0,0,-1.7,-1.7,1080923.1,-1.7,-1.7,184.0734,-1.7,-1.7,1080923.1,-1.7,-1.7,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCPosMS1MS2,-2.44ppm,H75 C44 N1 O8 P1 ,PC,36,7,PC 36:7,Keine,776.5206,0,0,0,117885,0,17234.7,-1.7,251459,548715.5,4101.5,184.0734,17234.7,-1.7,251459,548715.5,4101.5,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCPosMS1MS2,-1.28ppm,H77 C44 N1 O8 P1 ,PC,36,6,PC 36:6,Keine,778.5371,0,84055.4,67358,2546263.2,0,18596,200393.7,174942.1,2091761.2,6993.7,184.0734,18596,200393.7,174942.1,2091761.2,6993.7,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCPosMS1MS2,-2.77ppm,H79 C44 N1 O8 P1 ,PC,36,5,PC 36:5,Keine,780.5516,79499.2,836554.8,3862218.1,9730148.5,1239.3,53955.3,468476.1,1491860.4,5900947.8,0,184.0735,53955.3,468476.1,1491860.4,5900947.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCPosMS1MS2,-0.44ppm,H81 C44 N1 O8 P1 ,PC,36,4,PC 36:4,Keine,782.5691,3754710.7,61410499.5,82406792.6,18920587,0,2036457.3,28649869.5,54044118.5,13174387.7,12701.7,184.0735,2036457.3,28649869.5,54044118.5,13174387.7,12701.7,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCPosMS1MS2,-0.08ppm,H83 C44 N1 O8 P1 ,PC,36,3,PC 36:3,Keine,784.585,775212.5,3202640,23064629,40128785.8,0,58049.9,-1.7,5711557.9,26801671.2,688.9,184.0735,58049.9,-1.7,5711557.9,26801671.2,688.9,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PCPosMS1MS2,-0.03ppm,H85 C44 N1 O8 P1 ,PC,36,2,PC 36:2,Keine,786.6007,1481226.2,35630062.9,45651258.8,58398029.5,0,1027735.6,18650363.2,35024846.1,31346793.5,4173.5,184.0733,1027735.6,18650363.2,35024846.1,31346793.5,4173.5,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
