QNAME,CHEMSC,ERROR,CLASS,LENGTH,DB,NAME,SPECIE,MASS,PREC:mE504_NEG_01.raw,PREC:mE504_NEG_02.raw,PREC:mE504_NEG_03.raw,PREC:mE504_NEG_04.raw,PREC:mE504_NEG_05.raw,SUMFA:mE504_NEG_01.raw,SUMFA:mE504_NEG_02.raw,SUMFA:mE504_NEG_03.raw,SUMFA:mE504_NEG_04.raw,SUMFA:mE504_NEG_05.raw,FA1,MASSFA1,FA1INTENS:mE504_NEG_01.raw,FA1INTENS:mE504_NEG_02.raw,FA1INTENS:mE504_NEG_03.raw,FA1INTENS:mE504_NEG_04.raw,FA1INTENS:mE504_NEG_05.raw,FA2,MASSFA2,FA2INTENS:mE504_NEG_01.raw,FA2INTENS:mE504_NEG_02.raw,FA2INTENS:mE504_NEG_03.raw,FA2INTENS:mE504_NEG_04.raw,FA2INTENS:mE504_NEG_05.raw,MASSFRAG1,FRAG1:mE504_NEG_01.raw,FRAG1:mE504_NEG_02.raw,FRAG1:mE504_NEG_03.raw,FRAG1:mE504_NEG_04.raw,FRAG1:mE504_NEG_05.raw,MASSFRAG2,FRAG2:mE504_NEG_01.raw,FRAG2:mE504_NEG_02.raw,FRAG2:mE504_NEG_03.raw,FRAG2:mE504_NEG_04.raw,FRAG2:mE504_NEG_05.raw,MASSNLS,NLS:mE504_NEG_01.raw,NLS:mE504_NEG_02.raw,NLS:mE504_NEG_03.raw,NLS:mE504_NEG_04.raw,NLS:mE504_NEG_05.raw,FAO,MASSFAO,FAOINTENS:mE504_NEG_01.raw,FAOINTENS:mE504_NEG_02.raw,FAOINTENS:mE504_NEG_03.raw,FAOINTENS:mE504_NEG_04.raw,FAOINTENS:mE504_NEG_05.raw,NEG
PINegMS2,H78 C45 O13 P1 ,2.2,PI,36,4,PI 36:4,PI 20:4-16:0,857.5204,16360323.2,10916781.7,2786454.6,4385618.4,0,148698.8,-3.5,-3.5,-3.5,1716.2,20:05,303.233,126724.6,-1.7,-1.7,-1.7,0,16:01,255.233,21974.2,-1.7,-1.7,-1.7,1716.2,152.9949,148266,-1.7,-1.7,-1.7,-1.7,241.0118,1248212.2,876349.5,250266.9,278305.9,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H78 C45 O13 P1 ,2.2,PI,36,4,PI 36:4,PI 18:2-18:2,857.5204,16360323.2,10916781.7,2786454.6,4385618.4,0,-3.5,-3.5,-3.5,-3.5,0,18:03,279.2331,-1.7,-1.7,-1.7,-1.7,0,18:03,279.2331,-1.7,-1.7,-1.7,-1.7,0,152.9949,148266,-1.7,-1.7,-1.7,-1.7,241.0118,1248212.2,876349.5,250266.9,278305.9,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H80 C45 O13 P1 ,-1.4,PI,36,3,PI 36:3,PI 16:0-20:3,859.533,-1.7,202395.4,-1.7,189113.5,0,-3.5,-3.5,83971,49570.6,1696,16:01,255.233,-1.7,-1.7,83972.7,49572.4,1696,20:04,305.2481,-1.7,-1.7,-1.7,-1.7,0,152.995,-1.7,-1.7,4806.1,-1.7,0,241.0117,138641.5,119187.4,46587.4,58784.1,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H80 C45 O13 P1 ,-1.4,PI,36,3,PI 36:3,PI 18:1-18:2,859.533,-1.7,202395.4,-1.7,189113.5,0,123270.1,25000.4,22851,-3.5,0,18:02,281.2486,1557.3,-1.7,-1.7,-1.7,0,18:03,279.233,121712.8,25002.1,22852.7,-1.7,0,152.995,-1.7,-1.7,4806.1,-1.7,0,241.0117,138641.5,119187.4,46587.4,58784.1,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H80 C45 O13 P1 ,-1.4,PI,36,3,PI 36:3,PI 18:0-18:3,859.533,-1.7,202395.4,-1.7,189113.5,0,92839.4,94007.1,90159.3,69308.4,5844.6,18:01,283.2643,88951.7,90775.5,85956.9,69308.4,5844.6,18:04,277.2181,3887.7,3231.6,4202.4,0,0,152.995,-1.7,-1.7,4806.1,-1.7,0,241.0117,138641.5,119187.4,46587.4,58784.1,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H82 C45 O13 P1 ,2.7,PI,36,2,PI 36:2,PI 16:1-20:1,861.5522,2665220.5,1569972.2,982253.5,1500421.7,0,12540.1,11012.6,5792.9,0,0,16:02,253.2171,5917.4,0,5792.9,0,0,20:02,309.28,6622.7,11012.6,0,0,0,152.9949,155343.6,140172.4,31575.8,39598.6,0,241.0117,199457.8,145016.5,78278,92831.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H82 C45 O13 P1 ,2.7,PI,36,2,PI 36:2,PI 16:0-20:2,861.5522,2665220.5,1569972.2,982253.5,1500421.7,0,52722,42760.8,25493.6,22544.7,6035.3,16:01,255.2329,48145.9,42762.5,23747.1,22546.5,6035.3,20:03,307.2636,4576.1,-1.7,1746.4,-1.7,0,152.9949,155343.6,140172.4,31575.8,39598.6,0,241.0117,199457.8,145016.5,78278,92831.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H82 C45 O13 P1 ,2.7,PI,36,2,PI 36:2,PI 18:1-18:1,861.5522,2665220.5,1569972.2,982253.5,1500421.7,0,263486.8,240228.5,97735.2,83285.1,7648.4,18:02,281.2489,131743.4,120114.2,48867.6,41642.6,3824.2,18:02,281.2489,131743.4,120114.2,48867.6,41642.6,3824.2,152.9949,155343.6,140172.4,31575.8,39598.6,0,241.0117,199457.8,145016.5,78278,92831.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H82 C45 O13 P1 ,2.7,PI,36,2,PI 36:2,PI 18:0-18:2,861.5522,2665220.5,1569972.2,982253.5,1500421.7,0,609683.5,371998.7,99071.5,198688.9,13086.7,18:01,283.2644,359965.5,225868.6,76342.5,124102,13086.7,18:03,279.2329,249718,146130.1,22729,74587,0,152.9949,155343.6,140172.4,31575.8,39598.6,0,241.0117,199457.8,145016.5,78278,92831.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H84 C45 O13 P1 ,1.6,PI,36,1,PI 36:1,PI 16:1-20:0,863.5669,344591,225075.1,10939.3,4691.5,0,5588.1,5974.7,18849.4,8522.7,0,16:02,253.2174,0,0,18849.4,8522.7,0,20:01,311.2954,5588.1,5974.7,0,0,0,152.995,140639.5,104457.6,29522,24007,7429.5,241.0117,50762.1,35555.1,18425,13540.4,16111.3,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H84 C45 O13 P1 ,1.6,PI,36,1,PI 36:1,PI 16:0-20:1,863.5669,344591,225075.1,10939.3,4691.5,0,148684.5,136616.7,38054.6,38911.1,15182.9,16:01,255.233,113785.7,102134,33507.6,38911.1,15182.9,20:02,309.2801,34898.8,34482.7,4547,0,0,152.995,140639.5,104457.6,29522,24007,7429.5,241.0117,50762.1,35555.1,18425,13540.4,16111.3,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H84 C45 O13 P1 ,1.6,PI,36,1,PI 36:1,PI 18:0-18:1,863.5669,344591,225075.1,10939.3,4691.5,0,624692.7,560427.6,265903.5,226757.8,46183.4,18:01,283.2645,241893.2,214526.4,99339.2,88555.8,16924.4,18:02,281.2486,382799.5,345901.2,166564.3,138201.9,29259,152.995,140639.5,104457.6,29522,24007,7429.5,241.0117,50762.1,35555.1,18425,13540.4,16111.3,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H86 C45 O13 P1 ,0.4,PI,36,0,PI 36:0,PI 16:0-20:0,865.5815,102086.2,14039.8,-1.7,-1.7,0,-3.6,3366.4,-1.8,-1.8,20424.1,16:01,255.2329,-1.8,3368.2,-1.8,-1.8,20424.1,20:01,311.2946,-1.8,-1.8,0,0,0,152.9949,62949.9,35957.2,29225.7,14291.8,32674.9,241.0117,164307.9,93391,80921.9,66901.7,156173.4,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H86 C45 O13 P1 ,0.4,PI,36,0,PI 36:0,PI 18:0-18:0,865.5815,102086.2,14039.8,-1.7,-1.7,0,156638.1,101798.7,-3.6,-3.6,15067.7,18:01,283.2661,78319.1,50899.4,-1.8,-1.8,7533.8,18:01,283.2661,78319.1,50899.4,-1.8,-1.8,7533.8,152.9949,62949.9,35957.2,29225.7,14291.8,32674.9,241.0117,164307.9,93391,80921.9,66901.7,156173.4,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H76 C47 O13 P1 ,-0.4,PI,38,7,PI 38:7,PI 16:1-22:6,879.5025,8838.8,-1.8,0,3221.6,0,27319.7,33443.6,52057.7,33822.5,0,16:02,253.2173,-1.8,-1.8,5237.3,3808.9,0,22:07,327.2332,27321.5,33445.4,46820.3,30013.6,0,152.995,-1.8,-1.8,-1.8,300.7,0,241.0114,3287.2,0,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H78 C47 O13 P1 ,2.7,PI,38,6,PI 38:6,PI 16:1-22:5,881.5209,1085008,753492.2,68374.4,259249,0,7136.4,4321.1,10810.9,0,0,16:02,253.2186,1917.1,0,4421.3,0,0,22:06,329.2484,5219.4,4321.1,6389.6,0,0,152.9949,-1.8,-1.8,-1.8,-1.8,0,241.0116,81273.3,75056.6,9356,16797.2,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H78 C47 O13 P1 ,2.7,PI,38,6,PI 38:6,PI 22:6-16:0,881.5209,1085008,753492.2,68374.4,259249,0,-3.5,-3.5,-3.5,-3.5,14264.4,22:07,327.2329,-1.8,-1.8,-1.8,-1.8,0,16:01,255.2329,-1.8,-1.8,-1.8,-1.8,14264.4,152.9949,-1.8,-1.8,-1.8,-1.8,0,241.0116,81273.3,75056.6,9356,16797.2,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H78 C47 O13 P1 ,2.7,PI,38,6,PI 38:6,PI 18:2-20:4,881.5209,1085008,753492.2,68374.4,259249,0,38825.6,42359.5,20585,10222.6,0,18:03,279.233,15556.9,5775.2,-1.8,-1.8,0,20:05,303.2329,23268.7,36584.2,20586.8,10224.3,0,152.9949,-1.8,-1.8,-1.8,-1.8,0,241.0116,81273.3,75056.6,9356,16797.2,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H80 C47 O13 P1 ,2.4,PI,38,5,PI 38:5,PI 20:3-18:2,883.5363,5624661.1,3773911.1,1240799.4,2160869.6,0,-3.5,-3.5,-3.5,1972.4,0,20:04,305.2478,-1.8,-1.8,-1.8,1974.2,0,18:03,279.2329,-1.8,-1.8,-1.8,-1.8,0,152.9953,110380,66661.1,-1.8,29180,2947.4,241.0117,508221.9,414952.8,103122.1,148725.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H80 C47 O13 P1 ,2.4,PI,38,5,PI 38:5,PI 22:5-16:0,883.5363,5624661.1,3773911.1,1240799.4,2160869.6,0,-3.5,-3.5,28073.5,30598.2,-1.8,22:06,329.2483,-1.8,-1.8,-1.8,-1.8,0,16:01,255.2328,-1.8,-1.8,28075.2,30600,-1.8,152.9953,110380,66661.1,-1.8,29180,2947.4,241.0117,508221.9,414952.8,103122.1,148725.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H80 C47 O13 P1 ,2.4,PI,38,5,PI 38:5,PI 20:5-18:0,883.5363,5624661.1,3773911.1,1240799.4,2160869.6,0,111138.8,113547.5,101862.7,67199.4,6846.7,20:06,301.2172,5505.7,2874.8,6976.7,600.8,0,18:01,283.2645,105633.1,110672.7,94886.1,66598.6,6846.7,152.9953,110380,66661.1,-1.8,29180,2947.4,241.0117,508221.9,414952.8,103122.1,148725.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H80 C47 O13 P1 ,2.4,PI,38,5,PI 38:5,PI 18:1-20:4,883.5363,5624661.1,3773911.1,1240799.4,2160869.6,0,664505.5,552537.3,4975.9,14405.3,0,18:02,281.2487,331106.1,261683.1,-1.8,-1.8,0,20:05,303.233,333399.4,290854.3,4977.6,14407.1,0,152.9953,110380,66661.1,-1.8,29180,2947.4,241.0117,508221.9,414952.8,103122.1,148725.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H82 C47 O13 P1 ,2.1,PI,38,4,PI 38:4,PI 20:3-18:1,885.5517,52331371.4,31727577.4,35462001.6,51117784.9,0,74429.7,48444.8,80997.7,74245.1,0,20:04,305.2477,23593.2,26224.7,43748.6,42782.8,0,18:02,281.2487,50836.5,22220.1,37249,31462.2,0,152.9949,1827082.5,1242719.8,1219996,1362178.5,0,241.0117,4303876.7,2793089.1,2701481.5,3307108.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H82 C47 O13 P1 ,2.1,PI,38,4,PI 38:4,PI 16:0-22:4,885.5517,52331371.4,31727577.4,35462001.6,51117784.9,0,66779.5,29046,18051.7,36238,4913.3,16:01,255.2328,66013.3,29047.8,18051.7,36238,4913.3,22:05,331.2641,766.2,-1.8,0,0,0,152.9949,1827082.5,1242719.8,1219996,1362178.5,0,241.0117,4303876.7,2793089.1,2701481.5,3307108.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H82 C47 O13 P1 ,2.1,PI,38,4,PI 38:4,PI 18:0-20:4,885.5517,52331371.4,31727577.4,35462001.6,51117784.9,0,9962080.8,6352005.2,6448344.6,7342668.8,6544.5,18:01,283.2643,6245769.5,3961380.1,3992580.2,4560203,6544.5,20:05,303.233,3716311.3,2390625.1,2455764.4,2782465.8,0,152.9949,1827082.5,1242719.8,1219996,1362178.5,0,241.0117,4303876.7,2793089.1,2701481.5,3307108.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H86 C47 O13 P1 ,0.9,PI,38,2,PI 38:2,PI 16:1-22:1,889.5819,0,0,0,23731,0,96589.7,44654.9,80717.1,58366.1,11223.8,16:02,253.2171,91119.4,44654.9,80717.1,58366.1,11223.8,22:02,337.3102,5470.4,0,0,0,0,152.9949,112106.6,101147.5,18617.2,17191,0,241.0117,18332.6,10534.7,10919.5,10684.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H86 C47 O13 P1 ,0.9,PI,38,2,PI 38:2,PI 20:2-18:0,889.5819,0,0,0,23731,0,70842.1,43647.7,49819.3,59731.4,5220.5,20:03,307.2622,20268.3,10505.2,22577.2,18391.8,0,18:01,283.2645,50573.8,33142.5,27242.2,41339.6,5220.5,152.9949,112106.6,101147.5,18617.2,17191,0,241.0117,18332.6,10534.7,10919.5,10684.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H86 C47 O13 P1 ,0.9,PI,38,2,PI 38:2,PI 20:1-18:1,889.5819,0,0,0,23731,0,50738.6,29075.7,17066.9,21715.1,0,20:02,309.2805,5839.2,0,0,0,0,18:02,281.2483,44899.4,29075.7,17066.9,21715.1,0,152.9949,112106.6,101147.5,18617.2,17191,0,241.0117,18332.6,10534.7,10919.5,10684.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H88 C47 O13 P1 ,0.2,PI,38,1,PI 38:1,PI 16:0-22:1,891.597,-1.8,0,-1.8,-1.8,0,1280208.8,897055.1,420336.2,375965.3,738776.6,16:01,255.2329,1280210.6,897055.1,420336.2,375965.3,738776.6,22:02,337.3132,-1.8,0,0,0,0,152.9949,19922.9,15240.1,4011.2,8451.8,0,241.0121,1465.5,2470.4,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H88 C47 O13 P1 ,0.2,PI,38,1,PI 38:1,PI 20:1-18:0,891.597,-1.8,0,-1.8,-1.8,0,36925.1,24612,12171.9,4132.2,12664.1,20:02,309.2818,2351.2,0,0,0,0,18:01,283.2647,34573.9,24612,12171.9,4132.2,12664.1,152.9949,19922.9,15240.1,4011.2,8451.8,0,241.0121,1465.5,2470.4,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H88 C47 O13 P1 ,0.2,PI,38,1,PI 38:1,PI 18:1-20:0,891.597,-1.8,0,-1.8,-1.8,0,21629.4,19363.4,32164.5,29220.7,0,18:02,281.2487,16011.1,19363.4,32164.5,29220.7,0,20:01,311.2961,5618.3,0,0,0,0,152.9949,19922.9,15240.1,4011.2,8451.8,0,241.0121,1465.5,2470.4,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H78 C49 O13 P1 ,3.3,PI,40,8,PI 40:8,PI 18:2-22:6,905.5215,538301.4,426859.7,0,22371.9,0,29275.4,30071.7,39305.4,40237.3,0,18:03,279.233,24228.3,23845.8,29020.6,33814.6,0,22:07,327.2325,5047.1,6225.8,10284.8,6422.7,0,152.9949,93867.9,82796.4,12525.9,11629,0,241.0116,65833.4,49578.2,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H78 C49 O13 P1 ,3.3,PI,40,8,PI 40:8,PI 20:4-20:4,905.5215,538301.4,426859.7,0,22371.9,0,281058.5,213932.2,19812.6,13593.7,0,20:05,303.233,140529.2,106966.1,9906.3,6796.9,0,20:05,303.233,140529.2,106966.1,9906.3,6796.9,0,152.9949,93867.9,82796.4,12525.9,11629,0,241.0116,65833.4,49578.2,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H80 C49 O13 P1 ,0.3,PI,40,7,PI 40:7,PI 20:3-20:4,907.5344,424850.2,306052.1,183902.1,226222.6,0,58816.8,41197.6,3153,5530.1,0,20:04,305.2483,20869,17190.3,0,0,0,20:05,303.2327,37947.9,24007.3,3153,5530.1,0,152.9949,38321.7,-1.8,18559.8,13802.2,0,241.0118,37507.4,20841.6,4467.4,4788,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H80 C49 O13 P1 ,0.3,PI,40,7,PI 40:7,PI 22:5-18:2,907.5344,424850.2,306052.1,183902.1,226222.6,0,20932.3,7787.4,1618.3,7476.7,0,22:06,329.2482,5661.5,0,0,0,0,18:03,279.2329,15270.8,7787.4,1618.3,7476.7,0,152.9949,38321.7,-1.8,18559.8,13802.2,0,241.0118,37507.4,20841.6,4467.4,4788,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H80 C49 O13 P1 ,0.3,PI,40,7,PI 40:7,PI 22:6-18:1,907.5344,424850.2,306052.1,183902.1,226222.6,0,50226.2,24144.6,44552,21922.1,0,22:07,327.2332,16286.5,13783.3,21290.9,10376.3,0,18:02,281.2487,33939.7,10361.3,23261.1,11545.8,0,152.9949,38321.7,-1.8,18559.8,13802.2,0,241.0118,37507.4,20841.6,4467.4,4788,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H82 C49 O13 P1 ,0.5,PI,40,6,PI 40:6,PI 20:3-20:3,909.5503,1150980.3,705584.7,200757.9,418556.4,3843.6,-3.6,3583.4,0,0,0,20:04,305.2487,-1.8,1791.7,0,0,0,20:04,305.2487,-1.8,1791.7,0,0,0,152.9949,83009,87283.5,27421.8,28211.7,0,241.0118,118456.4,79199.8,16060.9,27230.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H82 C49 O13 P1 ,0.5,PI,40,6,PI 40:6,PI 20:2-20:4,909.5503,1150980.3,705584.7,200757.9,418556.4,3843.6,30913.7,26981,9731.2,14566,0,20:03,307.2641,9987.2,7266.3,5464.1,4651.6,0,20:05,303.2333,20926.5,19714.7,4267.1,9914.4,0,152.9949,83009,87283.5,27421.8,28211.7,0,241.0118,118456.4,79199.8,16060.9,27230.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H82 C49 O13 P1 ,0.5,PI,40,6,PI 40:6,PI 22:5-18:1,909.5503,1150980.3,705584.7,200757.9,418556.4,3843.6,63628.5,48394.4,21445.7,16646.4,0,22:06,329.2479,9263.8,6032.5,7787.4,0,0,18:02,281.2485,54364.7,42361.9,13658.3,16646.4,0,152.9949,83009,87283.5,27421.8,28211.7,0,241.0118,118456.4,79199.8,16060.9,27230.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H82 C49 O13 P1 ,0.5,PI,40,6,PI 40:6,PI 18:0-22:6,909.5503,1150980.3,705584.7,200757.9,418556.4,3843.6,312477.3,252254.2,247176.3,186993.2,15448.2,18:01,283.2649,252799.3,207509,206349.4,153572.9,15448.2,22:07,327.2333,59678,44745.2,40826.9,33420.3,0,152.9949,83009,87283.5,27421.8,28211.7,0,241.0118,118456.4,79199.8,16060.9,27230.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H82 C49 O13 P1 ,0.5,PI,40,6,PI 40:6,PI 18:2-22:4,909.5503,1150980.3,705584.7,200757.9,418556.4,3843.6,46041.1,35439.5,5406.6,5238.3,0,18:03,279.233,33572.9,27281.2,5406.6,5238.3,0,22:05,331.2646,12468.2,8158.3,0,0,0,152.9949,83009,87283.5,27421.8,28211.7,0,241.0118,118456.4,79199.8,16060.9,27230.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H84 C49 O13 P1 ,2.3,PI,40,5,PI 40:5,PI 22:5-18:0,911.5676,767053.1,513217.6,72289.6,163308.6,0,133588.7,106482.1,24099.4,39617.2,3131.8,22:06,329.2485,41626.9,29509.8,827.4,4253.6,0,18:01,283.2644,91961.8,76972.3,23272,35363.7,3131.8,152.9949,51255.8,36417.6,8522.1,12624.3,0,241.0115,95875.4,73123.5,12373.6,18389.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H84 C49 O13 P1 ,2.3,PI,40,5,PI 40:5,PI 20:1-20:4,911.5676,767053.1,513217.6,72289.6,163308.6,0,41319.2,38254.9,11143,14376.3,0,20:02,309.2802,14463.7,17308,1939.7,4111,0,20:05,303.2331,26855.6,20946.9,9203.3,10265.2,0,152.9949,51255.8,36417.6,8522.1,12624.3,0,241.0115,95875.4,73123.5,12373.6,18389.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H84 C49 O13 P1 ,2.3,PI,40,5,PI 40:5,PI 18:1-22:4,911.5676,767053.1,513217.6,72289.6,163308.6,0,89541.8,73759.2,9302,6609.5,0,18:02,281.2484,61795.4,46883.2,9302,6609.5,0,22:05,331.2643,27746.4,26876,0,0,0,152.9949,51255.8,36417.6,8522.1,12624.3,0,241.0115,95875.4,73123.5,12373.6,18389.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H86 C49 O13 P1 ,2.8,PI,40,4,PI 40:4,PI 20:0-20:4,913.5837,1591003,944713.7,97704.5,231555.7,1753.1,20834.9,15552.4,10380.2,5268.4,0,20:01,311.2954,4743.8,4186,4554.1,0,0,20:05,303.2331,16091.1,11366.5,5826.1,5268.4,0,152.9949,75589.1,53315.7,9961.6,12303.5,0,241.0114,146713.2,97726.3,11720.3,15634.2,5132.2,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H86 C49 O13 P1 ,2.8,PI,40,4,PI 40:4,PI 24:4-16:0,913.5837,1591003,944713.7,97704.5,231555.7,1753.1,17120.4,16760,8452.1,7111.4,3211,24:05:00,359.2957,-1.8,0,0,0,0,16:01,255.2328,17122.2,16760,8452.1,7111.4,3211,152.9949,75589.1,53315.7,9961.6,12303.5,0,241.0114,146713.2,97726.3,11720.3,15634.2,5132.2,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H86 C49 O13 P1 ,2.8,PI,40,4,PI 40:4,PI 22:4-18:0,913.5837,1591003,944713.7,97704.5,231555.7,1753.1,394750,257170,36656.9,50581.6,3415.2,22:05,331.2642,154030.3,98723.6,11441.4,16243.9,0,18:01,283.2642,240719.7,158446.3,25215.5,34337.8,3415.2,152.9949,75589.1,53315.7,9961.6,12303.5,0,241.0114,146713.2,97726.3,11720.3,15634.2,5132.2,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H86 C49 O13 P1 ,2.8,PI,40,4,PI 40:4,PI 18:1-22:3,913.5837,1591003,944713.7,97704.5,231555.7,1753.1,20417.2,11810.8,4654.1,5414.3,0,18:02,281.2489,15998.3,11810.8,4654.1,5414.3,0,22:04,333.2802,4419,0,0,0,0,152.9949,75589.1,53315.7,9961.6,12303.5,0,241.0114,146713.2,97726.3,11720.3,15634.2,5132.2,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H88 C49 O13 P1 ,5.4,PI,40,3,PI 40:3,PI 18:0-22:3,915.6017,0,6211.7,7743.3,28046.2,575317.7,-1.8,6117.3,5853.7,8677.9,4318.6,18:01,283.2642,-1.8,-1.8,5853.7,8677.9,4318.6,22:04,333.2799,0,6119.2,0,0,0,152.9949,35483.9,33353.8,7634.5,2351.9,0,241.0117,-1.8,-1.8,1803.2,-1.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H80 C51 O13 P1 ,-2.6,PI,42,9,PI 42:9,PI 22:5-20:4,931.5318,0,2527.3,0,0,0,15032.8,10802.5,2658.2,0,0,22:06,329.2494,5555.6,0,0,0,0,20:05,303.2324,9477.2,10802.5,2658.2,0,0,152.9949,5619.9,207.5,-1.8,-1.8,6622,241.0116,51457.9,28453,11253.7,6409.1,23960.5,None, None, None, None, None, None, None, None, None, None, None, None, None,
PINegMS2,H90 C51 O13 P1 ,-1.4,PI,42,4,PI 42:4,PI 24:4-18:0,941.6111,3799.2,0,0,0,0,26749.1,15177.3,4081,3212.9,0,24:05:00,359.2957,5047.2,0,0,0,0,18:01,283.2635,21701.9,15177.3,4081,3212.9,0,152.995,33269.1,39153.8,12787.5,10496,4626.8,241.0114,8460.4,3918.3,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,PSONegMS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,PSNegMS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSNegMS2,H61 C36 N1 O10 P1 ,-0.1,PS,30,4,PS 30:4,PS 16:1-14:3,698.4038,3349.6,1936.1,0,0,0,27254.2,22888.4,-3.1,3963.5,0,16:01,253.2171,23171,19233.2,-1.6,-1.6,0,14:03,221.1537,4083.2,3655.2,-1.6,3965.1,0,,26305,27958,5781.7,4352.3,0,None, None, None, None, None, None,87.0323,4934,4091.3,0,0,0,None, None, None, None, None, None, None,
PSNegMS2,H73 C38 N1 O10 P1 ,1.9,PS,32,0,PS 32:0,PS 16:0-16:0,734.4992,147422.9,112217.3,0,0,0,272474.9,204841.3,64817.6,117809.6,-3.2,16:00,255.2328,136237.4,102420.6,32408.8,58904.8,-1.6,16:00,255.2328,136237.4,102420.6,32408.8,58904.8,-1.6,,72098.2,57078.3,13191.3,23352.2,0,None, None, None, None, None, None,87.0336,51639.3,46105.9,0,0,0,None, None, None, None, None, None, None,
