QNAME,ERROR,CHEMSC,CLASS,LENGTH,DB,OH,NAME,SPECIE,MASS,PREC:mE504_POS_01.raw,PREC:mE504_POS_02.raw,PREC:mE504_POS_03.raw,PREC:mE504_POS_04.raw,PREC:mE504_POS_05.raw,SUMFA:mE504_POS_01.raw,SUMFA:mE504_POS_02.raw,SUMFA:mE504_POS_03.raw,SUMFA:mE504_POS_04.raw,SUMFA:mE504_POS_05.raw,MASSFRAG1,FRAG1:mE504_POS_01.raw,FRAG1:mE504_POS_02.raw,FRAG1:mE504_POS_03.raw,FRAG1:mE504_POS_04.raw,FRAG1:mE504_POS_05.raw,MASSFRAG2,FRAG2:mE504_POS_01.raw,FRAG2:mE504_POS_02.raw,FRAG2:mE504_POS_03.raw,FRAG2:mE504_POS_04.raw,FRAG2:mE504_POS_05.raw,FA1,MASSFA1,FA1INTENS:mE504_POS_01.raw,FA1INTENS:mE504_POS_02.raw,FA1INTENS:mE504_POS_03.raw,FA1INTENS:mE504_POS_04.raw,FA1INTENS:mE504_POS_05.raw,FA2,MASSFA2,FA2INTENS:mE504_POS_01.raw,FA2INTENS:mE504_POS_02.raw,FA2INTENS:mE504_POS_03.raw,FA2INTENS:mE504_POS_04.raw,FA2INTENS:mE504_POS_05.raw,POS
LPCPosMS1MS2,0.66ppm,H55 C26 N1 O7 P1 ,LPC,18,0,None, LPC 18:0,Keine,524.3714,92949174.5,83883635,133738162.1,154244973.5,0,48661806.6,33250713.5,52125974.9,59025728.9,36054.1,184.0734,48661806.6,33250713.5,52125974.9,59025728.9,36054.1,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,4.39ppm,H37 C28 N1 O7 P1 ,LPC,20,11,None, LPC 20:11,Keine,530.2325,0,0,3023.5,0,0,12874.5,7759.3,15434.4,12113.2,2813.1,184.0734,12874.5,7759.3,15434.4,12113.2,2813.1,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-2.09ppm,H39 C28 N1 O7 P1 ,LPC,20,10,None, LPC 20:10,Keine,532.2448,0,1921.8,0,0,2006.7,19725.2,12108,13534.7,13452.7,0,184.0735,19725.2,12108,13534.7,13452.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-2.46ppm,H41 C28 N1 O7 P1 ,LPC,20,9,None, LPC 20:9,Keine,534.2602,0,1943.3,0,0,7924.6,100923,90108.5,55614.2,85871.4,0,184.0733,100923,90108.5,55614.2,85871.4,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,0.22ppm,H43 C28 N1 O7 P1 ,LPC,20,8,None, LPC 20:8,Keine,536.2773,0,1736.8,0,0,4407.5,256378.4,210198,165303.2,186807.3,4292.3,184.0733,256378.4,210198,165303.2,186807.3,4292.3,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-4.18ppm,H49 C28 N1 O7 P1 ,LPC,20,5,None, LPC 20:5,Keine,542.3218,2564698,2431708.8,27234342,36716506.7,0,127086.8,90597.1,229719.2,228496.5,2654.5,184.0733,127086.8,90597.1,229719.2,228496.5,2654.5,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-0.36ppm,H51 C28 N1 O7 P1 ,LPC,20,4,None, LPC 20:4,Keine,544.3396,11449252.7,10988302.1,83773222.9,102624461.2,0,6926854.4,6039932.6,41741726.5,48291538.6,2867.3,184.0735,6926854.4,6039932.6,41741726.5,48291538.6,2867.3,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-3.57ppm,H53 C28 N1 O7 P1 ,LPC,20,3,None, LPC 20:3,Keine,546.3535,15288226.7,12387821.5,46885654.2,54145557.9,0,477730.4,678388,2941168.1,4186792.4,0,184.0734,477730.4,678388,2941168.1,4186792.4,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,0.54ppm,H55 C28 N1 O7 P1 ,LPC,20,2,None, LPC 20:2,Keine,548.3714,188815.8,278851.4,1130023.1,1816095.6,0,218811.9,171036,539941.4,770313.5,4123.9,184.0736,218811.9,171036,539941.4,770313.5,4123.9,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,0.14ppm,H57 C28 N1 O7 P1 ,LPC,20,1,None, LPC 20:1,Keine,550.3868,540056.9,596918,1899266.2,2761888.6,0,265903.5,325513.6,807275.1,1103506.9,1977.2,184.0733,265903.5,325513.6,807275.1,1103506.9,1977.2,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-1.59ppm,H59 C28 N1 O7 P1 ,LPC,20,0,None, LPC 20:0,Keine,552.4015,491421.5,470405.1,613172.5,752288.5,1590,344390.6,361551,325218.3,405848.4,3159.5,184.0735,344390.6,361551,325218.3,405848.4,3159.5,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,2.86ppm,H39 C30 N1 O7 P1 ,LPC,22,12,None, LPC 22:12,Keine,556.2475,11524.9,18175.6,0,0,0,20745.7,15379.4,12919.7,13268,4855.6,184.0733,20745.7,15379.4,12919.7,13268,4855.6,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-1.97ppm,H41 C30 N1 O7 P1 ,LPC,22,11,None, LPC 22:11,Keine,558.2604,10889.9,11829.6,0,0,0,48793.4,48072.3,33832.3,28298.5,0,184.0735,48793.4,48072.3,33832.3,28298.5,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-3.62ppm,H47 C30 N1 O7 P1 ,LPC,22,8,None, LPC 22:8,Keine,564.3064,0,0,11331.8,9208.2,0,32271.7,28686.4,27148.6,24635.5,3448.2,184.0735,32271.7,28686.4,27148.6,24635.5,3448.2,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-4.45ppm,H49 C30 N1 O7 P1 ,LPC,22,7,None, LPC 22:7,Keine,566.3216,1597177,1343220,22916480.3,26773759.5,227989.8,109076.1,69623.8,112888.1,100437.4,3418.6,184.0734,109076.1,69623.8,112888.1,100437.4,3418.6,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-0.01ppm,H51 C30 N1 O7 P1 ,LPC,22,6,None, LPC 22:6,Keine,568.3398,2677804.9,2657287.3,21754746.3,27079324.9,0,1889964.6,1594773.5,11882435.6,14203413.1,5887.6,184.0735,1889964.6,1594773.5,11882435.6,14203413.1,5887.6,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,0.47ppm,H53 C30 N1 O7 P1 ,LPC,22,5,None, LPC 22:5,Keine,570.3557,161986.7,189214.4,2047486.7,2372547.7,0,-1.5,-1.5,-1.5,-1.5,0,184.0734,-1.5,-1.5,-1.5,-1.5,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-1.32ppm,H55 C30 N1 O7 P1 ,LPC,22,4,None, LPC 22:4,Keine,572.3703,36085.9,52189.5,980899.4,1369981.7,0,237066.1,175353.7,591817.6,648724.8,0,184.0734,237066.1,175353.7,591817.6,648724.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-3.56ppm,H57 C30 N1 O7 P1 ,LPC,22,3,None, LPC 22:3,Keine,574.3847,9153.4,851.5,-1.4,1819.9,0,8497.5,10138.6,-1.5,-1.5,0,184.0734,8497.5,10138.6,-1.5,-1.5,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-1.48ppm,H61 C30 N1 O7 P1 ,LPC,22,1,None, LPC 22:1,Keine,578.4172,30267.4,20599.5,25126.3,48425.3,1834.3,64188.4,52209.5,96099.5,116441.3,0,184.0734,64188.4,52209.5,96099.5,116441.3,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-0.25ppm,H63 C30 N1 O7 P1 ,LPC,22,0,None, LPC 22:0,Keine,580.4335,43400,100791,122686.7,170389,0,379418.3,383768.9,273501.4,253369.7,0,184.0734,379418.3,383768.9,273501.4,253369.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-1.28ppm,H45 C32 N1 O7 P1 ,LPC,24,11,None, LPC 24:11,Keine,586.2921,0,26076,0,0,4148.8,5722.6,8907.8,13012.2,9870.9,1220,184.0731,5722.6,8907.8,13012.2,9870.9,1220,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-4.08ppm,H49 C32 N1 O7 P1 ,LPC,24,9,None, LPC 24:9,Keine,590.3217,375116.3,336201.9,6767069.2,8031204,0,50589.7,39741.6,71208.5,68264.2,0,184.0734,50589.7,39741.6,71208.5,68264.2,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-3.19ppm,H51 C32 N1 O7 P1 ,LPC,24,8,None, LPC 24:8,Keine,592.3379,2532.2,0,556511.4,611512.7,0,109211.2,87544.8,102307.8,107179.3,2849.5,184.0736,109211.2,87544.8,102307.8,107179.3,2849.5,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-3.58ppm,H53 C32 N1 O7 P1 ,LPC,24,7,None, LPC 24:7,Keine,594.3533,2292,0,58339.6,89064.9,3966.7,432440.8,467144.5,332332.3,271321.7,14928.3,184.0735,432440.8,467144.5,332332.3,271321.7,14928.3,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,1.59ppm,H57 C32 N1 O7 P1 ,LPC,24,5,None, LPC 24:5,Keine,598.3877,0,2129.9,3552.2,0,0,54115.3,34074.5,65662.7,62636.6,4364.7,184.0735,54115.3,34074.5,65662.7,62636.6,4364.7,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,0.72ppm,H59 C32 N1 O7 P1 ,LPC,24,4,None, LPC 24:4,Keine,600.4028,0,0,0,7074.8,0,87758.1,65847.9,82666.3,87028.6,0,184.0734,87758.1,65847.9,82666.3,87028.6,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-4.61ppm,H61 C32 N1 O7 P1 ,LPC,24,3,None, LPC 24:3,Keine,602.4152,6159.9,1813.9,20455.2,29787,4080.1,21002.7,13174.5,27483.1,19595.7,0,184.0734,21002.7,13174.5,27483.1,19595.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-0.76ppm,H65 C32 N1 O7 P1 ,LPC,24,1,None, LPC 24:1,Keine,606.4489,8644.6,14168.6,19426.1,31696.6,6160.7,165617.1,130828.8,147387.7,141521.1,4807.7,184.0733,165617.1,130828.8,147387.7,141521.1,4807.7,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-0.78ppm,H67 C32 N1 O7 P1 ,LPC,24,0,None, LPC 24:0,Keine,608.4645,171180.9,314415.5,266100.9,251124,0,439860.4,368045.4,402177.8,362468,5887.9,184.0734,439860.4,368045.4,402177.8,362468,5887.9,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-3.78ppm,H53 C34 N1 O7 P1 ,LPC,26,9,None, LPC 26:9,Keine,618.3531,610254.5,578905.5,407995.8,157348.3,15361.1,65640.5,50737.9,45018.8,42223.1,3068.1,184.0734,65640.5,50737.9,45018.8,42223.1,3068.1,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,1.62ppm,H55 C34 N1 O7 P1 ,LPC,26,8,None, LPC 26:8,Keine,620.3721,2437.2,0,0,0,0,168718.5,151992.8,177969.4,145311,19990.5,184.0734,168718.5,151992.8,177969.4,145311,19990.5,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-4.78ppm,H63 C34 N1 O7 P1 ,LPC,26,4,None, LPC 26:4,Keine,628.4307,0,0,4403.8,3929.6,0,41361.8,28390.3,27545.7,29831.9,3753.5,184.0735,41361.8,28390.3,27545.7,29831.9,3753.5,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-3.38ppm,H65 C34 N1 O7 P1 ,LPC,26,3,None, LPC 26:3,Keine,630.4472,30755.1,0,9117.2,20275.9,0,42887.9,27970.4,27877.1,24507.6,11905.5,184.0734,42887.9,27970.4,27877.1,24507.6,11905.5,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
