mol%,HCC202 cells,HCC202 cells,SUM149 cells,SUM149 cells,CAL51 cells,CAL51 cells,HCC38 cells,HCC38 cells,MDA MB 157  cells,MDA MB 157  cells,HCC202 CM,HCC202 CM,SUM149 CM,SUM149 CM,CAL51 CM,CAL51 CM,HCC38 CM,HCC38 CM,MDA MB 157  CM,MDA MB 157  CM
PE O-36:3,0.229405014,0.2171118,0.479801779,0.447954542,0.850818626,0.815545201,0.50504153,0.508555601,0.221977839,0.206082368,0.185213492,0.21446696,0.381663178,0.325831195,1.058547223,0.988039084,0.504003896,0.445846611,0.224502773,0.227297976
PE O-36:2,0.117993892,0.102144622,0.315824464,0.259937632,0.299511111,0.365072239,0.416457634,0.420002044,0.039136038,0,0.11863862,0.135200633,0.366869647,0.326137858,0.67786457,0.630722664,0.496026989,0.424317231,0.066346287,0.047060323
PE O-38:6,0.638541777,0.586981446,0.748568716,0.716867701,0.937201571,0.89462522,1.139322721,1.137481356,0.795636656,0.792296774,0.623207381,0.703954538,0.881567315,0.773581008,1.38668373,1.253722089,1.070550561,0.944968176,1.131910405,1.125980186
PE O-38:5,0.290325907,0.310376111,0.752824582,0.709226618,0.755856036,0.744818336,1.483006866,1.508663732,0.303214523,0.300231957,0.244325495,0.283226012,0.798701199,0.719529427,1.163756866,1.048151017,1.482112138,1.348132902,0.399459227,0.420327962
PE O-38:4,0.134031693,0.125011722,0.157793243,0.143594892,0.702379682,0.696298417,0.145400331,0.147998319,0.122694511,0.124911174,0.106600712,0.12156808,0.027189194,0.042166583,0.84968113,0.788215222,0.143952119,0.134063793,0.150251627,0.153335362
PE O-40:8,0.106999047,0.116749729,0.247350199,0.237800386,0.339659375,0.338675206,0.41389017,0.442698104,0.132553819,0.144467093,0.085765395,0.090076932,0.211191054,0.203294046,0.694868105,0.600796473,0.495370685,0.492768098,0.159452236,0.161231964
PE O-40:7,0.12726591,0.136475628,0.314517575,0.297861291,0.338979092,0.344871863,0.521333773,0.522755877,0.193144153,0.181569072,0.145040066,0.173425791,0.290603939,0.232371397,0.634700062,0.673021861,0.658583929,0.629187115,0.246616523,0.253201182
PE O-40:6,0.145338551,0.11831031,0.247119861,0.223889768,0.265000605,0.262964069,0.692949233,0.698635821,0.084420139,0.081336325,0.127128736,0.140775408,0.301735805,0.258665961,0.304915435,0.297864218,0.622937187,0.554538081,0.122660439,0.124674037
PE O-40:5,0.026503348,0.036288412,0.144386224,0.124761214,0.383911579,0.375862529,0.637583246,0.644888246,0.058951356,0.060507133,0.039970764,0.049205235,0.098345632,0.074302959,0.424103324,0.405685233,0.593284111,0.538571817,0.067883028,0.07303321
PE O-42:9,0,0.001028202,0.004261831,0.012376538,0,0,0.045164076,0.050736088,0,0,0,0.01168831,0,0,0,0,0,0,0,0
PE O-42:8,0,0,0.005306516,0.001454238,0.023465332,0.025517256,0.04408943,0.049450233,0,0,0,0,0,0,0,0,0,0,0,0
PE O-42:7,0,0,0,0,0,0,0.033292806,0,0,0,0,0,0,0,0,0,0,0,0,0
PE O-44:8,0,0,0,0,0,0,0.003309098,0,0,0,0,0,0,0,0,0,0,0,0,0
PE 28:0,0,0,0.00619506,0.006549201,0.00306087,0.004325903,0,0,0.006564896,0.007469802,0,0,0.013267874,0,0,0,0,0,0.001565086,0.001841639
PE 30:1,0,0.001956452,0.003278577,0.00582987,0.008167898,0.007120655,0,0,0.022079476,0.022841337,0,0,0,0,0,0,0,0,0.014352745,0.015416991
PE 30:0,0,0,0,0,0.001675446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE 32:1,0.150188059,0.229756101,0.204821573,0.204915972,0.266255976,0.251703163,0.048474217,0.047621462,0.508566594,0.485253431,0.073588081,0.086128591,0.024378634,0.021754868,0.17454681,0.178204221,0.007154378,0,0.331768323,0.337871644
PE 32:0,0.02160893,0.245865909,0.064147603,0.064119387,0.248920763,0.23194164,0.16519305,0.161281701,0.168913679,0.155568492,0.009083962,0.006005667,0.004192644,0.00696858,0.047946439,0.049720832,0.110291483,0,0.079351736,0.082053309
PE 34:3,0.029980508,0.049495269,0.076350919,0.07499382,0.058967906,0.063511373,0.021057461,0.023282024,0.126976943,0.131374993,0.01009818,0.01072243,0,0,0.002314284,0,0,0,0.075217506,0.076233742
PE 34:2,0.456573864,0.561570588,0.777276477,0.745151206,0.619005702,0.589506488,0.13360019,0.134190659,0.979161073,0.924345097,0.200539572,0.231621539,0.300432434,0.275395716,0.492745706,0.444845396,0.037236869,0.021831079,0.613521679,0.622011777
PE 34:1,0.910819749,1.315774364,1.494112163,1.416086807,1.695516795,1.620805703,0.646078515,0.651690155,2.436469008,2.318881626,0.462156057,0.540085869,1.006202885,0.881979625,1.068942778,1.001519481,0.49660018,0.441782588,1.591834486,1.606412585
PE 36:5,0.174744136,0.204651837,0.252583301,0.246003207,0.118079226,0.136048799,0.033285342,0.037885578,0.236916574,0.301279622,0.075751681,0.084602121,0.052499844,0.063031287,0.10638026,0.07628868,0,0,0.157070899,0.15837973
PE 36:4,0.465613662,0.554599259,0.497636084,0.478884839,0.351167826,0.36762742,0.17750492,0.185044515,0.527515213,0.665869233,0.219516055,0.254644293,0.260930248,0.264301597,0.383754214,0.354520138,0.090243176,0.065984855,0.399718222,0.39447105
PE 36:3,0.393431537,0.48921943,0.44214301,0.403897224,0.428975552,0.428963053,0.2454584,0.255220741,0.541672231,0.548041157,0.181114741,0.205178609,0.209700796,0.166609767,0.246079721,0.265871112,0.192923639,0.191122338,0.359340872,0.364110467
PE 36:2,1.790366435,2.040400801,3.077639269,2.907855551,2.679472127,2.581221039,1.08181948,1.084257576,2.063424656,1.990069268,0.843072068,0.96680844,2.033556096,1.778712709,2.131159035,1.976415947,0.726121103,0.633099299,1.333293468,1.366378868
PE 36:1,2.508942438,3.136017345,4.021577427,3.772692383,3.747708692,3.604185264,3.289683247,3.311136318,4.242594026,4.041442064,1.344861736,1.549866186,4.136908534,3.589554589,2.57744304,2.447496839,3.1334694,2.808841761,3.203200982,3.294811571
PE 38:6,0.354474349,0.368052149,0.246046345,0.232723089,0.137190853,0.136197105,0.110457925,0.105293766,0.279870312,0.290678835,0.159733518,0.180542846,0.071563632,0.056039688,0.058695469,0.03269489,0.011040612,0.007545422,0.186119766,0.194541501
PE 38:5,1.130390251,1.177593833,1.310479083,1.258109784,0.685770795,0.723923684,0.467596055,0.486773391,0.777307298,0.862148854,0.511185904,0.579623756,0.868652327,0.723657769,1.033748632,0.869618965,0.432836513,0.445586458,0.517721544,0.532200691
PE 38:4,2.248777393,2.490136109,2.410808361,2.233051351,1.08614211,1.102221369,1.359889624,1.395641572,1.58429351,1.730620464,0.951468929,1.092120553,1.339175635,1.196287331,0.961730349,0.897136392,0.825912684,0.802486509,1.095612429,1.096532657
PE 38:3,0.970617444,1.075887186,0.502296742,0,0.791607043,0.765800349,0,0,0.560964793,0.570422149,0.448619561,0.513217955,0.361849204,0.302245356,0.475446893,0.455503284,0,0,0.385092565,0.392562485
PE 38:2,0.371215818,0.389846677,0.72491212,0.679962414,0.666943303,0.625226605,0.630979319,0.628935704,0.445601263,0.423808918,0.191780239,0.217995393,0.629598407,0.51665474,0.331327562,0.331356528,0.486226857,0.436287724,0.318664574,0.336708465
PE 38:1,0,0,0,0,0,0.892855819,0,0,0,0,0.461586011,0,1.785273918,1.491794906,0,0,1.560609677,1.400334601,0,0
PE 40:7,0.654457126,0.704250613,0.568958024,0.536598751,0.246032039,0.256855615,0.244181821,0.266896028,0.323393801,0.424720044,0.310621757,0.336273799,0.222695375,0.175515409,0.328548179,0.252589223,0.1619121,0.15707001,0.223774586,0.225766834
PE 40:6,1.195359954,1.212990672,0.771159435,0.738763587,0.348096614,0.355214233,0.386372118,0.380107548,0.840836993,0.833323638,0.505772949,0.586428771,0.363081778,0.314274078,0.300742426,0.289862437,0.251005073,0.222349584,0.494315216,0.509421185
PE 40:5,0.752785164,0.684319443,0.617942919,0.55151014,0.290593865,0.295330616,0.57080697,0.600683375,0.250063747,0.281900508,0.375133586,0.422999232,0.435202553,0.365982849,0.244421108,0.17734734,0.353272839,0.322493599,0.198310955,0.191866582
PE 40:4,0.226117006,0.262226968,0.338617998,0.300213348,0.365861815,0.361290324,0.692852968,0.722141082,0.162135559,0.193867042,0.151850512,0.169473622,0.35334079,0.270449672,0.261190901,0.197483377,0.522880983,0.469817274,0.155259133,0.155529992
PE 40:3,0.242462524,0.251694832,0.193413608,0.186111989,0.374106779,0.352628491,0,0,0.124050068,0.119056659,0.120838073,0.133539418,0.045720904,0.031886962,0.110105344,0.116868689,0,0,0.099808989,0.101351674
PE 40:2,0,0,0.421159739,0.397847015,0.375107,0.362892566,0.465164262,0.472280154,0.156069805,0.154875594,0,0,0.388601302,0.297502086,0.120411933,0.145974625,0.279269117,0,0.12421226,0.127131753
PE 40:1,0.033602115,0.021299482,0.064943844,0.058379489,0.094203657,0.079885613,0.130050247,0.12372168,0.083676607,0.078189938,0.040994644,0.050385216,0.062002496,0.058534228,0,0,0,0,0.0690246,0.072245479
PE 42:8,0.105725521,0.108973657,0.054919373,0.067806079,0.001535178,0.010510671,0.060923478,0.065954381,0.014626252,0.035906361,0.070461804,0.069542174,0.004653265,0,0.001828912,0.020357153,0.011386437,0,0.016679718,0.014599931
PE 42:7,0.019898482,0.022374022,0.013385043,0.003881388,0.015228695,0.025073149,0.106595624,0.114742734,0.01626582,0.026253317,0.02304029,0.028097322,0,0,0,0,0,0,0.008629665,0.007900102
PE 42:6,0.018020468,0.093554624,0.012865238,0.1264539,0.031692206,0.03413889,0.161839112,0.158557592,0.023084818,0.024982975,0.031167971,0.050502654,0.007950391,0.004879387,0,0.54989952,0,0,0.029914673,0.030857333
PE 42:5,0.076364845,0.051836261,0.040400012,0.091791894,0.09205789,0.09604595,0.282299466,0.296701231,0.031833884,0.042610188,0.042070502,0.05216803,0,0,0.023219163,0,0,0,0.025194665,0.031664133
PE 42:2,0,0,0.045239049,0.039130459,0.043761478,0.042088826,0.025288795,0.026875593,0.009934715,0.007700964,0.001431526,0,0.001424518,0,0,0.001012431,0,0,0.003675889,0.004368516
PE 42:1,0,0,0.029003978,0.031984506,0.024547499,0.021347074,0.009120789,0.01018836,0.01958951,0.017446911,0,0.001005405,0.007816272,0.001994912,0,0,0,0,0.004060841,0.003932361
PE 44:10,0,0,0,0,0,0,0,0.002011499,0,0,0,0,0,0,0,0,0,0,0,0
PE 44:9,0,0.01875811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE 44:8,0,0,0,0,0,0,0.008711417,0.009026968,0,0,0,0,0,0,0,0,0,0,0,0
PE 44:7,0,0,0,0,0,0,0.019308888,0.019064587,0,0,0,0,0,0,0,0,0,0,0,0
PE 44:6,0,0,0.002320021,0,0,0,0.029721751,0.030445548,0,0,0,0,0,0,0,0,0,0,0,0
PE 44:5,0,0,0.015684866,0.013496659,0.020743974,0.013325897,0.077724011,0.081904195,0.008808683,0.007496261,0,0,0,0,0,0,0,0,0.002299738,0.001154912
PE 44:4,0,0,0.00823451,0.005888754,0.014990981,0.015341233,0.030355357,0.030484986,0.005170701,0.010252525,0,0,0,0,0,0,0,0,0.00234547,0
PE 44:3,0,0,0,0,0.003848311,0.001498488,0.002855929,0.002401659,0,0,0,0,0,0,0,0,0,0,0,0
PE 44:2,0,0.009587367,0.001330226,0.002208583,0.015549438,0.015265339,0.011152083,0.007360923,0,0,0.001705052,0,0,0,0,0,0,0,0,0
PE 44:1,0,0,0,0,0,0,0.002447728,0.001919148,0,0,0,0,0,0,0,0,0,0,0,0
LPA,0.594491645,0.597804773,0.149889762,0.139830545,0.019862339,0.019729105,0.013123449,0.013496388,0.01522684,0.0144955,0.240963192,0.289017995,0.005137844,0.015084879,0.008424708,0.00353483,0,0.001340006,0.008911558,0.00911123
LPI O-,0,0,0,0,0.002508091,0.002364362,0.012280969,0.007368737,0,0.001430476,0,0,0.007349332,0.017373974,0.026883719,0.034653149,0.021422048,0.028760231,0,0.001392589
LPI,0.340500965,0.313571971,0.783145138,0.781843756,0.291827878,0.289736329,0.497537722,0.490208271,0.570511966,0.551115878,0.09389571,0,0.144260465,0.289124809,0.193420049,0.105917319,0.031977546,0.065728958,0.199139131,0.191883023
LPS O-,0,0,0,0,0,0,0,0.001474766,0,0,0,0,0,0,0,0,0,0,0.001112995,0.007077494
LPS,0.056346,0.057208229,0.065046928,0.064670652,0.050410637,0.050233711,0.031570766,0.033251053,0.049886424,0.048933948,0.014089828,0.016677721,0,0,0,0,0,0,0.133284242,0.137136753
PA,0.424935712,0.439703745,0.457242116,0.452104296,0.240505501,0.232076864,0.328761464,0.272593122,0.079206343,0.089265423,0.326353019,0.368107095,0.028415666,0.068981206,0.040724534,0.04447436,0.09725606,0.096305453,0.063633358,0.059408636
PA O-,0,0,0,0,0.006149857,0.004022435,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PI O-,0.099900873,0.095563712,0.086731132,0.083892463,0.118810937,0.127498857,0.166297062,0.111993412,0.055343719,0.055357398,0.111056136,0,0.003400547,0,0,0.050027959,0.014520092,0.038443379,0.076471314,0.076133214
PI,9.733427424,9.311662278,7.956240576,7.720052333,5.60659201,6.237222451,7.763706992,7.582524861,6.928624043,7.463025083,12.6418606,0,5.483634689,7.615290743,9.123555609,9.460309612,10.25730872,9.943201482,9.247401571,7.851072013
PS,1.265474501,1.210966899,1.834053328,1.812841595,1.917364194,2.006519832,1.966800218,1.956914778,1.154918692,1.214110774,1.79287246,1.721098105,1.989599694,3.084675497,2.564717718,2.609857184,2.718748705,2.698476467,2.675950351,2.404249602
diHexCer,0.049176942,0.051572009,0.805970769,0.68910447,0.21364287,0.202717056,0.21986495,0.273424927,0.217702179,0.208557189,0.03952915,0.038790989,0.712192242,0.724322611,0.119348068,0,0.237939258,0.211496424,0.08172625,0.094531948
triHexCer,0,0,0.508397854,1.417458802,0.598600748,0.566681619,0.453174693,0.466294226,0.332055998,0.383189585,0,0,5.944923395,4.732928999,0,0,0,0,0.079675356,1.872376687
LPC O-,0.005558456,0.013990294,0.02096145,0.0343922,0.057600172,0.047179348,0.084327179,0.08421845,0.03167488,0.055311258,0.025215181,0.032835763,0.017996256,0.026612768,0.208077759,0.21537892,0.080610834,0.120469106,0.063631591,0.068617245
LPC,0.474789732,0.75554416,0.529224803,0.606189406,0.673923088,0.613021718,0.795724621,0.838689964,0.490548754,0.548971233,0.452018539,0.526791758,0.038515511,0.045856224,0.193043687,0.272660928,2.154016213,2.705093897,0.77527071,0.824879397
LPE O-,0.038480802,0.054030773,0.172731662,0.149573679,0.173920605,0.17046258,0.117568178,0.11982162,0.17483297,0.164297139,0.021760653,0.033612138,0.001456979,0.010070894,0.105270064,0.060321374,0.022856929,0.115241242,0.167323383,0.180496739
LPE,2.229535736,2.408299166,3.073313603,3.158257481,1.652012678,1.612679205,1.238703546,1.26121645,1.418740152,1.399081981,1.896410851,2.269960899,2.787577558,2.617832621,5.499151537,6.211978794,8.250260037,8.755585191,1.958223763,2.077880581
LPG,0,0,0,0,0.001113712,0,0.011344366,0.012165852,0.007641036,0.008700704,0,0,0,0.005499838,0.014848277,0.020935392,0,0.017723688,0,0
PG,0.262018477,0.256985823,0.139333482,0.140106446,0.371435134,0.364033733,0.414037379,0.402054367,0.683007903,0.630636694,0.327035652,0.362212612,0.170201532,0.175077325,1.155397368,1.326935326,1.567393401,1.657834278,2.579904021,3.119749839
Chol,5.388634394,5.984962776,13.82118957,13.71586826,24.28684236,24.62439296,25.25576543,25.56260156,11.93669239,11.97536648,12.24519271,13.05704864,21.89829623,17.50069732,24.93682942,25.47952759,28.34324146,29.97999466,27.15778249,26.26234637
Cer,0.594231487,0.623250161,0.907693436,0.855321963,0.329839185,0.32046479,0.272256368,0.271023602,0.517824214,0.494515783,0.630056246,0.714913508,1.425832161,1.282091832,1.967230134,1.927013696,0.43440725,0.419353308,0.565871892,0.579978542
CE,0.168880636,0.190837532,0.199959633,0.198378201,0.966353623,0.9503132,1.883836028,1.858532105,4.100052797,4.042737457,0.551688361,0.426613835,0.254060997,0.526679323,2.40010661,2.110076163,2.28013977,2.297388733,3.499845552,3.426989507
DAG,2.262941178,1.947164512,1.695257704,1.584742711,1.830838098,1.777345637,0.863418668,0.890010294,1.903543888,1.808213762,0.850884926,1.050147582,1.536909454,1.492645844,0.946354705,0.781119387,0.52478891,0.777253003,1.311619066,1.176047811
HexCer,0.26741328,0.40996616,0.596178227,0.58261709,0.553371184,0.545267929,0.308956743,0.313907547,0.503696488,0.48240965,0.156565074,0.220249429,0.756266283,0.629695671,0.823882749,0.546877875,0.475769667,0.49868474,0.79382952,0.817038095
PC O-,0.527541423,0.585120227,2.597595635,2.677295631,5.170804143,5.064906672,4.115638983,4.026873052,2.451114917,2.40530069,0.471636664,0.553576248,2.069931054,1.994886932,3.915973227,4.069213994,3.518684209,3.436995808,1.922214629,1.913819815
PC,15.03242657,15.36760739,24.11256802,24.74216493,22.63408799,21.74531408,18.57796728,18.1693334,21.15559564,20.61778038,9.366467998,11.05145468,15.86047747,16.27923791,12.44135661,12.95300522,12.15998007,11.89996461,16.51479458,16.39090259
SM,1.508160656,2.30528779,4.71962336,4.549383226,5.965571307,5.809630519,2.921535395,2.922451826,1.617180791,1.512998508,1.66939895,1.994290504,8.578534372,7.958777019,6.030240831,5.980003263,4.223620023,4.050044293,3.183974144,3.256001227
TAG,39.17381112,36.30162531,10.24424864,11.03980491,2.743474898,2.704742256,11.59024921,11.613207,19.64299075,19.87174089,45.00745851,53.0819916,10.4750726,14.72101839,4.851485158,4.361777335,4.77589275,4.384060917,6.766989571,6.741265503
PE O-,4.198784208,2.944584949,5.211521167,4.921212315,7.569950454,7.439524345,8.366701789,8.512623929,6.382953723,6.223757868,3.248344626,3.77102901,4.819284916,5.329529257,10.9509483,10.24181283,8.118772922,7.373927021,8.050465681,8.109283593
PE,15.30253778,17.77268936,19.311882,17.88289264,15.9525863,16.4719184,11.72885056,11.93172443,17.57843251,17.72869827,7.81924496,8.41957989,14.99067276,12.85600811,11.48272916,11.1325875,9.690393119,8.426633103,12.12095328,12.35032996
