NAME,ERROR,MASS,SPECIE,MODE,LENGTH,DB,OH_GROUP,PREC_01,PREC_02,PREC_03,PREC_04,PREC_05,PREC_06,PREC_07,PREC_08,PREC_09,PREC_10,PREC_11,PREC_12,MASSFRAG1,FRAG1_01,FRAG1_02,FRAG1_03,FRAG1_04,FRAG1_05,FRAG1_06,FRAG1_07,FRAG1_08,FRAG1_09,FRAG1_10,FRAG1_11,FRAG1_12,FRAG2_01,FRAG2_02,FRAG2_03,FRAG2_04,FRAG2_05,FRAG2_06,FRAG2_07,FRAG2_08,FRAG2_09,FRAG2_10,FRAG2_11,FRAG2_12,MASSFRAG2,FA1,MASSFA1,FA1_01,FA1_02,FA1_03,FA1_04,FA1_05,FA1_06,FA1_07,FA1_08,FA1_09,FA1_10,FA1_11,FA1_12,FA2,MASSFA2,FA2_01,FA2_02,FA2_03,FA2_04,FA2_05,FA2_06,FA2_07,FA2_08,FA2_09,FA2_10,FA2_11,FA2_12,FA3,MASSFA3,FA3_01,FA3_02,FA3_03,FA3_04,FA3_05,FA3_06,FA3_07,FA3_08,FA3_09,FA3_10,FA3_11,FA3_12,MASSNLS,NLS_01,NLS_02,NLS_03,NLS_04,NLS_05,NLS_06,NLS_07,NLS_08,NLS_09,NLS_10,NLS_11,NLS_12,QUAN_SCAN,SPECIE.GLOBAL,SPECIE.ALL
PG 40:4,3.2,825.5678,PG 20:1-20:3,0,40,4,0,0,0,19924.8,0,15050.9,0,0,0,0,0,0,0,152.9953,0,0,1699.7,0,0,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20:01,309.28,0,0,10467.5,0,0,0,0,0,0,0,0,0,20:03,305.2492,4706.9,4781.1,5016.2,4226.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PG 20:1-20:3|PG 20:2-20:2|PG 22:3-18:1
PG 40:3,2.9,827.5832,PG 20:0-20:3,0,40,3,0,0,0,-1.7,0,0,0,0,0,0,0,0,0,152.9956,-1.7,-1.7,-1.7,-1.7,0,0,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20:00,311.2955,0,0,4376.4,0,0,0,0,0,0,0,0,0,20:03,305.2477,0,0,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PG 20:0-20:3
PG 42:7,4.9,847.5536,PG 22:4-20:3,0,42,7,0,0,0,1003.8,0,0,0,0,0,0,0,0,0,152.9951,2489.2,3089.2,-1.7,2746.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22:04,331.2647,0,0,5524.9,4316.3,0,0,0,0,0,0,0,0,20:03,305.2494,0,0,2251.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PG 22:4-20:3
PI 32:1,3,807.5053,PI 14:0-18:1,0,32,1,0,435592.9,461676.5,195387.5,278814.5,227199.5,0,0,0,0,0,0,0,152.995,2259.4,4290.3,8842.8,-1.7,-1.7,0,-1.7,0,0,0,0,0,6741.5,5215.6,8528.1,6186,3411.5,0,0,0,0,0,0,0,241.0119,14:01,227.2019,-1.7,0,-1.7,0,-1.7,-1.7,-1.7,0,0,0,0,0,18:02,281.2486,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PI 16:0-16:1,PI 14:0-18:1|PI 16:0-16:1
PI 32:0,1.3,809.5196,PI 16:0-16:0,0,32,0,0,309778.4,299863.7,211939.4,202227.1,0,0,0,0,0,0,0,0,152.9951,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,0,0,0,0,0,3970.9,2519.8,6258.5,2011.7,0,0,0,0,0,0,0,0,241.0118,16:01,255.2329,13192.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,2389.3,0,0,0,0,16:01,255.2329,13192.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,2389.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PI 14:0-18:0,PI 16:0-16:0
PI 34:2,3.4,833.5214,PI 16:1-18:1,0,34,2,0,3675337.8,3783433.2,1599979.9,2181929.6,1067031.1,1133706.8,998718.8,718429,0,0,0,0,152.995,5774.6,21085,-1.7,5153,-1.7,-1.7,-1.7,0,0,0,0,0,56572.9,44619.8,86225.9,40895.3,11155.3,13464.5,10810.4,4694.4,0,0,0,0,241.012,16:02,253.2174,-1.7,2431,-1.7,-1.7,-1.7,-1.7,-1.7,873.8,0,0,0,0,18:02,281.2489,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PI 16:1-18:1,PI 16:1-18:1|PI 16:0-18:2
PI 34:1,3.6,835.5372,PI 16:1-18:0,0,34,1,0,3795576.9,3615133.8,1856578.8,2267259.7,1273571.9,1400277,1157864.7,884384.6,0,0,0,0,152.9951,8953.1,18902.4,-1.7,9267.3,-1.7,-1.7,-1.7,-1.7,3757.8,0,2928.6,0,42950.6,32517.6,89830.1,37919.8,16950,11954.1,7538.2,2485.6,0,0,0,0,241.0118,16:02,253.2175,11254.5,9317.3,25089.4,4005.9,3633.7,4773,2803.3,0,0,0,0,0,18:01,283.2642,-1.7,-1.7,19429,3111.8,-1.7,471.7,10032.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PI 16:0-18:1,PI 16:1-18:0|PI 16:0-18:1
PI 34:0,-0.6,837.5494,PI 16:0-18:0,0,34,0,0,180683.8,151057.2,-1.7,101943.2,-1.7,11688,0,0,0,0,0,0,152.995,-1.7,3462.8,-1.7,-1.7,145.4,252.7,0,0,0,0,0,0,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,0,0,0,0,0,0,241.0119,16:01,255.2329,5524.6,1627.8,27474.2,7219.6,5600.2,148.6,1471.5,3421.6,3313.3,0,0,0,18:01,283.2641,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,1710.3,933.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PI 16:0-18:0,PI 16:0-18:0
PI 36:5,2.5,855.5051,PI 18:2-18:3,0,36,5,0,476685.1,0,173795.8,280013.2,0,0,0,0,0,0,0,0,152.9948,4908.3,4219.9,-1.7,-1.7,-1.7,0,-1.7,0,0,0,0,0,5363.3,0,12342.5,5449.9,0,0,0,0,0,0,0,0,241.0118,18:03,279.2331,-1.7,-1.7,-1.7,-1.7,0,0,0,0,0,0,0,0,18:04,277.2175,-1.7,-1.7,-1.7,145.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PI 16:0-20:5,PI 18:2-18:3
PI 36:4,3.3,857.5214,PI 16:1-20:3,0,36,4,0,1780568.4,1829842.9,718411,1025624.5,627805.8,680952.8,576716.7,0,0,0,0,0,152.9951,14535.1,10904,3481.6,5115.9,-1.8,0,3781.2,0,0,0,0,0,23484.9,26404.1,37722.8,22267.5,7444.3,5143.4,4621.4,0,0,0,0,0,241.0116,16:02,253.2171,-1.8,5449.9,431.8,0,0,0,0,0,0,0,0,0,20:04,305.2495,0,0,2775.1,-1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PI 16:0-20:4,PI 16:1-20:3|PI 16:0-20:4|PI 18:1-18:3|PI 18:2-18:2
PI 36:3,3.3,859.537,PI 20:3-16:0,0,36,3,0,5318027.1,5445798,2468142.9,3288813.7,2050888,2153844.5,1840788.5,1386238.6,0,0,0,0,152.995,41413.5,31804.9,16997.6,25084.7,2111.5,3268.5,8331.6,3710.6,0,0,0,0,77293.7,71249.7,113710.1,73322.9,24846.5,24194.4,23365.6,10793.1,0,0,0,0,241.0118,20:04,305.249,60958.3,44837.5,54295.3,46531.1,10814.7,11743.2,10518.8,4361.1,0,0,0,0,16:01,255.2329,39531.8,43834.6,-1.7,47900.5,12510.4,8681.3,7162.2,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PI 16:0-20:3,PI 20:3-16:0|PI 16:1-20:2|PI 18:1-18:2|PI 18:0-18:3
PI 36:2,3.2,861.5526,PI 20:2-16:0,0,36,2,0,10491234.9,10248430.8,5170200.3,6362052.8,5212043.4,5725009.6,4793448.3,3732572,0,0,0,0,152.995,83652.1,56779.7,140460.7,71119.9,15081.9,33139,25435.5,11388.2,0,0,0,0,168773.2,127077.5,259298.6,139513.4,71642.5,57132.3,52008.3,20610.5,0,0,0,0,241.0119,20:03,307.2641,71268.3,41618.8,97075.4,56893.5,5944.2,5579,5087.9,0,0,0,0,0,16:01,255.2332,71149.6,53984.2,73543.5,64984.4,6340.9,10655,7529.7,6612.7,0,0,0,4543.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PI 18:0-18:2,PI 20:2-16:0|PI 18:1-18:1|PI 18:0-18:2
PI 36:1,4,863.5689,PI 16:0-20:1,0,36,1,0,3065764.8,2892501.8,1722625.3,1825784.7,1106195.4,1237459.7,954955.7,822765.1,0,0,0,0,152.995,25806.8,22020.8,32120.1,22028.2,13070.9,5018.7,9919.6,3379.7,0,0,0,0,60836.5,46090.3,85403,63604,25215.4,23188.4,16837.2,11768.4,0,0,0,0,241.0119,16:01,255.2331,4490.3,5000.4,17894.3,2130.3,-1.7,-1.7,-1.7,0,0,0,0,0,20:02,309.2784,4438,0,2667.7,4081.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PI 18:0-18:1,PI 16:0-20:1|PI 18:1-18:0
PI 38:6,3.1,881.5213,PI 20:3-18:3,0,38,6,0,0,470340.3,184236.5,267201.7,0,686928,591176,0,0,0,0,0,152.9953,-1.8,3761.5,6539.5,0,-1.8,3347.6,3551.5,0,0,0,0,0,5944.6,4791.5,10263.4,6321,5652.2,6527.2,9196.6,0,0,0,0,0,241.0116,20:04,305.2492,0,5046.1,1260.5,5764.6,0,0,0,0,0,0,0,0,18:04,277.2177,0,5460.2,7391.6,4129.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PI 16:0-22:6,PI 20:3-18:3|PI 20:5-18:1
PI 38:5,3.3,883.5371,PI 20:3-18:2,0,38,5,0,1937702.8,2045125.3,822053.6,1152528.2,4161818.4,4422573.7,3856288.1,2965324,0,0,0,0,152.9951,12889.7,9474.8,27201.7,12047.3,31026.3,19630.3,18343.2,9416,0,0,0,0,27755.6,27414.7,46141.8,21515,56333.4,57711.1,46022.5,17628.9,0,0,0,0,241.0119,20:04,305.2489,7756.9,11278.4,8071.4,10322.5,0,0,0,0,0,0,0,0,18:03,279.2331,-1.8,11403.7,-1.8,2702.9,0,0,3367.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PI 16:1-22:4,PI 20:3-18:2|PI 20:5-18:0|PI 20:2-18:3|PI 16:0-22:5|PI 18:1-20:4
PI 38:4,3.3,885.5528,PI 20:3-18:1,0,38,4,0,6503823.2,6346562.1,2956198.6,3890882.6,8506490.3,9340399,7848495.8,6222127.5,0,0,0,0,152.9951,47123.8,31808.5,61704.5,32938.9,54880,46793.8,37198.5,12240.3,0,0,0,0,100845.4,83962.3,153532.5,72217.5,113630.2,120808,82152.6,33564.1,0,0,0,0,241.0118,20:04,305.2487,24320.1,25130.7,44080,16867.5,51507.1,52751.1,38865.6,12621.7,0,0,0,0,18:02,281.2488,15283.7,18083.4,-1.8,15153.2,61056.4,59740.3,40026.9,16917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PI 18:0-20:4,PI 20:3-18:1|PI 20:2-18:2|PI 16:0-22:4|PI 18:0-20:4
PI 38:3,3.3,887.5684,PI 20:3-18:0,0,38,3,0,7617004.2,7367286.5,3872751.7,4642533.9,12454848.8,13718257,11100612.7,9113711,0,0,0,0,152.9951,58118,48370.2,87236.2,48839.9,64592.6,62862.5,69133.2,19241.5,0,3271.8,0,0,142965.7,110901.2,212148,122461.8,147841.8,144851.7,145300,46217.3,0,0,0,0,241.0119,20:04,305.2489,145071,110225.6,221435.9,121123.6,178962.3,166527.2,166659.4,53127.6,0,0,0,0,18:01,283.2645,174597.6,139823.9,265387.5,154270.3,222666.7,213751.3,211184.2,64254.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PI 18:0-20:3,PI 20:3-18:0|PI 20:2-18:1|PI 20:1-18:2
PI 38:2,2,889.5829,PI 20:2-18:0,0,38,2,0,5397768.6,5098480.9,3022011.8,3314614,253515.7,273947.8,168123,289153.8,0,0,0,0,152.9951,45271.7,36308.6,73635.3,32283.8,6313.6,4740.8,1351,-1.8,0,0,0,0,99197.1,87256.3,173957.2,86106.9,18584.7,13544.1,9816.1,4188.5,0,0,0,0,241.0118,20:03,307.2645,163925.9,134429.4,278415.4,139797.3,50635.2,43481.8,41251,16341,0,0,0,0,18:01,283.2646,168047.9,142878.2,289047.3,136941.6,35161.9,34305.4,19731.7,9185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PI 18:0-20:2,PI 20:2-18:0|PI 20:1-18:1
PI 40:7,2,907.536,PI 20:3-20:4,0,40,7,0,0,0,44354.9,0,0,0,0,0,0,0,0,0,152.9951,2341.8,3791.7,2494.1,4783.3,0,0,0,0,0,0,0,0,0,0,6459.9,0,0,0,0,0,0,0,0,0,241.0125,20:04,305.2487,0,0,5291.8,0,0,0,0,0,0,0,0,0,20:05,303.2328,0,0,3937.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PI 18:1-22:6,PI 20:3-20:4
PI 40:6,3.1,909.5527,PI 20:3-20:3,0,40,6,0,558980.7,548311.1,235231.9,321049,810390,0,737628.4,0,0,0,0,0,152.9951,5928.5,0,19388.1,3190.3,7121.9,0,4952.2,0,0,0,0,0,8018.6,5639.1,15965,4762.3,9821.3,8490.2,6145.1,0,0,0,0,0,241.0119,20:04,305.2492,15682,11835.4,13274.9,4298.4,0,0,0,0,0,0,0,0,20:04,305.2492,15682,11835.4,13274.9,4298.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PI 18:0-22:6,PI 20:3-20:3|PI 22:5-18:1
PI 40:5,3.3,911.5685,PI 20:3-20:2,0,40,5,0,1338759.8,1308061.6,644236,773865.8,1546676.7,1677242.9,1394661.9,0,0,0,0,0,152.995,16722.6,11131.1,11545.6,10098.3,10306.4,12356.8,7264.4,0,0,0,0,0,25422.7,21419,29846.4,10733.9,18082.8,22599,24644.2,6600.8,0,0,0,0,241.0118,20:04,305.2481,7732.1,6112.9,14885.5,9988.6,0,0,0,0,0,0,0,0,20:03,307.2645,16155.1,7841.1,12250.9,6768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PI 18:0-22:5,PI 20:3-20:2|PI 22:5-18:0
PI 40:4,3.6,913.5845,PI 20:3-20:1,0,40,4,0,751196.2,752865.2,393024.3,457662.3,0,0,269898.2,0,0,0,0,0,152.995,5076.5,4526.2,584.1,3952.7,4806.2,1519.7,7873.3,0,0,0,0,0,18579.8,12743.9,23521.9,13216.5,8642,3836.5,2208.1,0,0,0,0,0,241.0117,20:04,305.2478,0,3978.9,499.8,0,0,0,0,0,0,0,0,0,20:02,309.2792,0,0,6527.7,0,0,0,5033.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PI 18:0-22:4,PI 20:3-20:1|PI 20:2-20:2|PI 22:4-18:0|PI 18:1-22:3
PI 40:3,4.5,915.6009,PI 18:0-22:3,0,40,3,0,0,0,138853.7,0,809870.8,0,753715,0,0,0,0,0,152.9949,1807.8,2055.6,4975.9,0,4052,2730.3,772.4,0,0,0,0,0,0,-1.8,927.9,-1.8,798.1,10432,3284.5,0,0,0,0,0,241.0117,18:01,283.2641,0,0,4225.6,0,8274.4,12945.1,6374.4,0,0,0,0,0,22:04,333.279,0,0,4456.3,0,4770.9,0,3946.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 18:0-22:3
PS 34:2,3.3,758.5003,PS 18:1-16:1,0,34,2,0,1228689.1,1115241.7,391292.7,708348.7,422967.2,489312.5,448687.9,0,0,0,0,0,0,28779.8,21743.1,31590.2,23790.9,8939.3,8739.3,5653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18:01,281.2487,14332.4,10466.5,25328.5,12841.4,21332.6,19965.7,17439.6,0,0,0,0,0,16:01,253.2165,0,0,0,0,5056.9,5395,4219.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0335,32051.4,21232.5,36600,24279.4,9925.1,7569.1,5198.3,0,0,0,0,0,PREC,PS 16:0-18:2,PS 18:1-16:1|PS 18:2-16:0
PS 34:1,3.1,760.5158,PS 18:1-16:0,0,34,1,0,3642890.9,3263031,1275974.6,2060130.2,1688443,1878134.9,1588323.6,1144470,0,0,0,0,0,74009.4,52380.5,82454.6,47124.8,26917.7,26843.6,22920.8,8150.2,0,0,0,3432,0,0,0,0,0,0,0,0,0,0,0,0,0,18:01,281.2486,56482.2,42476,60266.7,41761.7,11654,12109.1,5056,3581.1,0,0,0,0,16:00,255.2331,149911.7,105792.2,155913.6,99497.3,31993.4,29546.3,24490.8,9828.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0338,73969.3,53148.9,77376.2,59443.8,23870.8,28647.8,24857.8,9690.2,0,0,0,0,PREC,PS 16:0-18:1,PS 18:1-16:0|PS 16:1-18:0
PS 36:4,2.4,782.4996,PS 18:3-18:1,0,36,4,0,466256.1,390718.9,109492,224436.9,0,0,0,0,0,0,0,0,0,10195,4689.3,11631.4,8143.3,2576.1,1528.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18:03,277.2178,1915.9,3111.5,7645.8,4800.4,0,0,0,0,0,0,0,0,18:01,281.2487,10011.5,9564.3,12131.5,7586.8,3101.8,3243,4405.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0319,5263.7,4485,8622,6095.9,0,0,0,0,0,0,0,0,PREC,PS 16:0-20:4,PS 18:3-18:1|PS 18:2-18:2
PS 36:3,3.4,784.5161,PS 16:0-20:3,0,36,3,0,2143700.9,1963782.5,694146.2,1216255.1,687225.3,758661,661447.1,0,0,0,0,0,0,55557.8,38706,51467.5,43113.8,18119.2,13167.4,8530,4319.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16:00,255.2333,8409.6,3235.9,10730.2,7296.2,2810.1,0,4094.6,0,0,0,0,0,20:03,305.2491,0,3109.3,0,2752.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0339,52905.6,35747.5,52581.3,38399,13940.7,9651.3,7002.7,0,0,0,0,0,PREC,PS 16:0-20:3,PS 16:0-20:3|PS 18:2-18:1|PS 18:3-18:0
PS 36:2,3.2,786.5315,PS 18:1-18:1,0,36,2,0,18299824.8,15886344.9,6294181.7,10243359.1,3002101.9,3378172.5,2731474.9,2070977.2,0,0,0,0,0,376547.1,256054.4,383266.7,299755.1,47379.8,54909.5,39149.8,16031.7,3087.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18:01,281.2489,66476.1,47497.2,76867.7,55625,62008.1,69798.6,46137,17293,0,0,0,0,18:01,281.2489,66476.1,47497.2,76867.7,55625,62008.1,69798.6,46137,17293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0338,388500.8,274629,399070.8,270311.8,47400.4,46468.4,38560.9,12921.1,0,0,0,0,PREC,PS 18:0-18:2,PS 18:1-18:1|PS 18:2-18:0
PS 36:1,3.5,788.5475,PS 18:0-18:1,0,36,1,0,11575816.1,9564297.7,4329792.6,6506302.8,3341944.8,3831245.2,3083138.6,2454075,0,0,0,0,0,199854.6,158529.7,262408.7,134018.9,62710.7,55453.4,41816,11173.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18:00,283.2646,590074.4,424270.6,716837.3,392294.6,161095.7,146473.5,108576.4,31858.1,0,0,0,0,18:01,281.249,255269.8,166858.6,283924.3,172913,59488.1,47735.4,40340.3,11726.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0347,220265.3,157268.4,246408,140157.4,69662.6,55355.7,48979.6,11676.4,0,0,0,0,PREC,PS 16:0-20:1,PS 18:0-18:1
PS 38:5,1.8,808.5148,PS 18:2-20:3,0,38,5,0,1338029.8,937098.2,265124.8,568870.1,0,0,0,0,0,0,0,0,0,20046.3,9966.7,29401.4,16560.3,14273.1,14602.8,3296.4,3356.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18:02,279.2331,15070.1,10484.4,25069.6,8409.5,0,0,0,0,0,0,0,0,20:03,305.2487,11912.5,7474.6,16264.7,5467.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0333,9247.5,9138,15380.4,8392.8,8187.7,6460.3,3632.7,3565.6,0,0,0,0,PREC,PS 16:0-22:5,PS 18:2-20:3|PS 22:5-16:0|PS 20:4-18:1
PS 38:4,3,810.5315,PS 18:1-20:3,0,38,4,0,1487723.3,1185981,422094.4,750700.5,0,0,0,0,0,0,0,0,0,33011.9,22914.4,49411.3,22974.8,-1.7,-1.7,9760.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18:01,281.2486,15159.3,13176.8,26286.6,10738.3,5310.6,4198.1,4118,0,0,0,0,0,20:03,305.2489,20756.4,18711.4,34044,18257.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0327,22448.4,13806.2,21572.1,19476.3,-1.7,811.3,0,0,0,0,0,0,PREC,PS 16:0-22:4,PS 18:1-20:3|PS 18:2-20:2|PS 20:4-18:0
PS 38:3,3.8,812.5478,PS 18:0-20:3,0,38,3,0,1307720.5,1174410.4,497110.2,769359.3,475675.1,562206.5,0,0,0,0,0,0,0,27587.3,20488.9,36851.8,19104.4,12022.4,11460.8,446.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18:00,283.2647,52027.4,38666.8,70092.5,39635.6,17124.4,16476.2,12202.6,5821.3,0,0,0,0,20:03,305.2494,15499.7,8734.2,22333.4,7529.8,4032.3,3468.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0341,25922.9,21687.7,46827.8,18551.4,13087.6,9415.9,5089.7,3624.2,0,0,0,0,PREC,PS 18:0-20:3,PS 18:0-20:3|PS 18:1-20:2|PS 18:2-20:1
PS 38:2,4.6,814.5641,PS 22:1-16:1,0,38,2,0,1517233.9,1420395.8,586191.2,955907.8,581138.8,663857.8,523635.8,0,0,0,0,0,0,36538.1,23481.3,40421.9,22736.3,11242.6,9032.8,6945.3,-1.7,0,0,0,3617.9,0,0,0,0,0,0,0,0,0,0,0,0,0,22:01,337.3108,0,0,0,0,0,4305.8,0,0,0,0,0,0,16:01,253.2183,4317.9,4924.4,5448.5,4472.1,3826.8,5135.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0355,34632.8,22563.4,34616.8,23057.9,7072.7,4825.9,4063.6,0,0,0,0,0,PREC,PS 18:0-20:2,PS 22:1-16:1|PS 18:0-20:2|PS 18:1-20:1|PS 18:2-20:0
PS 38:1,3.9,816.5792,PS 18:0-20:1,0,38,1,0,1770065.7,2014635.3,1003657.1,1311534.7,0,0,0,0,0,0,0,0,0,11698.1,8964.8,12938.1,11581.4,-1.7,1467.3,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18:00,283.2647,14812.9,4963.1,17236.2,11343,0,4674.1,3624.1,0,0,0,0,0,20:01,309.2798,-1.7,1660.2,6055.6,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0354,12877.9,5704.4,9214,9770.6,3126.7,0,0,0,0,0,0,0,PREC,PS 16:1-22:0,PS 18:0-20:1|PS 20:0-18:1
PS 40:6,-5.1,834.5248,PS 20:3-20:3,0,40,6,0,0,0,-1.7,0,0,0,0,0,0,0,0,0,0,12191.4,-1.7,38802.7,6666.1,9727.2,8223.9,6687.5,3943.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20:03,305.2484,0,0,4881.4,0,0,0,0,0,0,0,0,0,20:03,305.2484,0,0,4881.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0301,5423.3,0,7292.1,4721.2,0,0,0,0,0,0,0,0,PREC,PS 18:0-22:6,PS 20:3-20:3
PS 42:4,4.8,866.5958,PS 24:3-18:1,0,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6035.8,2088,8341.5,4569.3,0,0,3080,0,989.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24:03:00,361.3115,0,0,0,4404.2,0,0,0,0,0,0,0,0,18:01,281.2488,4849.3,3238.7,12074.8,6530.9,4600.6,892.1,9008.5,3322.1,5372,2396,5919.2,678.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.031,0,0,4884.5,0,0,0,0,0,0,0,0,0,PREC,none,PS 24:3-18:1
PS 42:1,3.1,872.6413,PS 18:1-24:0,0,42,1,0,179230.3,173360.6,76945,107064,0,0,0,0,0,0,0,0,0,2450.1,1749.2,7144.3,1794.6,1868.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18:01,281.2482,5466.8,6061.6,7242,6401.4,2897.9,2150.8,0,0,0,0,0,0,24:00:00,367.3576,3821.8,5106,15422.4,3054.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0342,7124.9,4651.7,5811.3,5984.3,0,0,0,0,0,0,0,0,PREC,PS 18:1-24:0,PS 18:1-24:0
