NAME,ERROR,MASS,SPECIE,MODE,LENGTH,DB,OH_GROUP,PREC_01,PREC_02,PREC_03,PREC_04,PREC_05,PREC_06,PREC_07,PREC_08,PREC_09,PREC_10,PREC_11,PREC_12,MASSFRAG1,FRAG1_01,FRAG1_02,FRAG1_03,FRAG1_04,FRAG1_05,FRAG1_06,FRAG1_07,FRAG1_08,FRAG1_09,FRAG1_10,FRAG1_11,FRAG1_12,FRAG2_01,FRAG2_02,FRAG2_03,FRAG2_04,FRAG2_05,FRAG2_06,FRAG2_07,FRAG2_08,FRAG2_09,FRAG2_10,FRAG2_11,FRAG2_12,MASSFRAG2,FA1,MASSFA1,FA1_01,FA1_02,FA1_03,FA1_04,FA1_05,FA1_06,FA1_07,FA1_08,FA1_09,FA1_10,FA1_11,FA1_12,FA2,MASSFA2,FA2_01,FA2_02,FA2_03,FA2_04,FA2_05,FA2_06,FA2_07,FA2_08,FA2_09,FA2_10,FA2_11,FA2_12,FA3,MASSFA3,FA3_01,FA3_02,FA3_03,FA3_04,FA3_05,FA3_06,FA3_07,FA3_08,FA3_09,FA3_10,FA3_11,FA3_12,MASSNLS,NLS_01,NLS_02,NLS_03,NLS_04,NLS_05,NLS_06,NLS_07,NLS_08,NLS_09,NLS_10,NLS_11,NLS_12,QUAN_SCAN,SPECIE.GLOBAL,SPECIE.ALL
PA 38:3,2.8,725.5147,PA 20:3-18:0,0,38,3,0,96593.7,38950.7,7684.9,14342.9,3530.1,1048.5,1477,3072.3,0,0,0,0,152.995,6475.7,4384,12724.8,3990.6,22196.9,21441.2,12169.6,2592.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20:03,305.2488,-1.5,-1.5,314.8,-1.5,-1.5,-1.5,-1.5,-1.5,0,0,0,0,18:00,283.2635,4978,1654,11117.3,3078.2,2866.7,2690.5,3478.2,2714.6,2780.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PA 18:0-20:3,PA 20:3-18:0|PA 20:2-18:1|PA 20:1-18:2
PA 38:2,3.3,727.5307,PA 20:2-18:0,0,38,2,0,83159.5,4591.5,0,3371.6,0,0,0,0,0,0,0,0,152.995,3646.6,5573.2,379.4,1453.5,-1.7,-1.7,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20:02,307.2635,-1.7,-1.7,-1.7,-1.7,-1.7,0,-1.7,0,0,0,0,0,18:00,283.2638,10867.5,5460.9,10717.3,3208.1,4401.9,2230.3,3496.4,0,0,0,3722.8,3424.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PA 18:1-20:1,PA 20:2-18:0
PA 40:6,-5,747.4933,PA 18:2-22:4,0,40,6,0,0,0,0,0,0,0,0,0,0,0,0,0,152.9949,4866.4,2845.3,7641,3487.7,16004.4,7342,14826.3,4155.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18:02,279.2331,4272.6,3913.5,4316.7,3110.8,0,0,0,0,0,0,0,0,22:04,331.2636,0,0,4351.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PA 18:0-22:6,PA 18:2-22:4
PA 44:6,-4.3,803.5562,PA 20:0-24:6,0,44,6,0,0,0,0,0,0,0,0,0,0,0,0,0,152.9949,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20:00,311.2954,3584.4,3708.4,6405.1,0,0,0,0,0,0,0,0,0,24:06:00,355.2607,0,0,0,0,0,0,0,0,0,0,4032.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PA 20:0-24:6
PG 30:0,3.7,693.4738,PG 14:0-16:0,0,30,0,0,0,0,0,0,0,0,-1.5,0,0,0,0,0,152.9954,4190.7,3678.8,-1.6,0,3514.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14:00,227.2014,0,0,0,0,0,0,2944,0,0,0,0,0,16:00,255.2331,14855.1,9283.6,37493.5,9719.4,5096.6,3893.4,1363.9,3830,0,0,2862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PG 14:0-16:0
PG 32:2,4.1,717.4741,PG 16:1-16:1,0,32,2,0,0,0,0,0,0,4827.2,7175.8,3339.5,0,0,0,0,152.9961,3122.7,0,2469.8,0,2627.6,2865.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16:01,253.2173,-1.6,0,-1.6,0,-1.6,-1.6,-1.6,-1.6,0,0,0,0,16:01,253.2173,-1.6,0,-1.6,0,-1.6,-1.6,-1.6,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PG 16:1-16:1,PG 16:1-16:1|PG 18:2-14:0
PG 32:1,3.6,719.4895,PG 16:0-16:1,0,32,1,0,0,0,0,0,305544.9,347513,272163.8,184185.5,0,0,0,0,152.9948,2941.7,3079.1,851.6,0,2175.8,0,3135.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16:00,255.2329,3732.3,3712.4,9678.1,2840.3,6967.7,2864.6,4068.6,0,2189.1,0,4013,0,16:01,253.2182,0,0,0,0,4870.2,3313.6,4757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PG 16:0-16:1,PG 16:0-16:1|PG 18:1-14:0
PG 32:0,0.1,721.5026,PG 16:0-16:0,0,32,0,0,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,0,0,0,0,152.9949,6552.7,3152.7,7292.4,6485.1,3216.8,2958.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16:00,255.233,2435.8,3359.5,6509.4,3488.3,10903.5,8349.8,4676.8,3351.2,0,0,0,0,16:00,255.233,2435.8,3359.5,6509.4,3488.3,10903.5,8349.8,4676.8,3351.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PG 16:0-16:0,PG 16:0-16:0
PG 34:3,3.2,743.4892,PG 18:2-16:1,0,34,3,0,154720.6,169731.2,54023,92324.5,78047,0,62841.6,0,0,0,0,0,152.9958,-1.7,0,-1.7,2759.1,2962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18:02,279.233,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,0,0,0,0,16:01,253.2175,0,3866.7,-1.7,0,3615.5,0,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PG 18:1-16:2,PG 18:2-16:1|PG 18:3-16:0
PG 34:2,3.4,745.5051,PG 18:1-16:1,0,34,2,0,232762.2,250667.2,107275.7,145622.5,769010.3,816136.5,713427,478322.2,0,0,0,0,152.9953,5574.2,4359.2,5007.9,2392.2,3248.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18:01,281.249,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,0,0,0,0,16:01,253.2171,3367.5,2417.1,5667,3689.9,25625.8,24852.9,21213.8,5109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PG 16:1-18:1,PG 18:1-16:1|PG 18:2-16:0
PG 34:1,2.8,747.5203,PG 18:0-16:1,0,34,1,0,736783.3,699499.2,298008.7,446215.8,2952614.4,3293405.2,2702765.8,1951862.7,0,0,0,0,152.9949,4866.4,2845.3,7641,3487.7,16004.4,7342,14826.3,4155.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18:00,283.2642,5951.1,7305.7,8309.1,4507.9,4476.6,5106.1,5111.6,0,2359.9,2560.7,3076.4,0,16:01,253.2174,0,0,0,2728.1,807.8,0,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PG 16:0-18:1,PG 18:0-16:1|PG 18:1-16:0
PG 34:0,0.9,749.5345,PG 18:0-16:0,0,34,0,0,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,-1.6,0,0,0,0,0,152.9949,20982.2,10679,12948.7,16445.5,-1.6,611,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18:00,283.2625,3905,2256.3,8812.4,3416.3,5966.1,3861.6,3268.6,0,0,0,0,0,16:00,255.233,-1.6,-1.6,3844.5,1879.6,-1.6,-1.6,-1.6,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PG 16:0-18:0,PG 18:0-16:0
PG 36:5,3.4,767.4894,PG 20:4-16:1,0,36,5,0,651195.3,735591,264262.8,392359.5,16361.9,14243.8,0,0,0,0,0,0,152.9954,5503.3,2822.4,2512,3226.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20:04,303.2334,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,0,0,0,0,0,16:01,253.2175,0,0,0,0,0,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PG 20:4-16:1|PG 18:3-18:2
PG 36:4,3,769.5048,PG 16:1-20:3,0,36,4,0,1397258,1650680.8,617259.5,886674.5,359331.5,372210.1,321763,0,0,0,0,0,152.9951,3198.1,5713.1,4835.3,4174.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16:01,253.2179,3788.3,0,0,3117.1,0,1558.3,-1.7,0,0,0,0,0,20:03,305.2489,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PG 16:0-20:4,PG 16:1-20:3|PG 18:3-18:1|PG 18:2-18:2
PG 36:3,3.3,771.5207,PG 16:0-20:3,0,36,3,0,1912861.7,1988907,830702,1155374.8,797842,881981,726608.7,518445.3,0,0,0,0,152.9948,9971.6,5587.7,11140.6,3320.7,4038.6,2782.1,4708.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16:00,255.2334,24856.1,17463.6,27513.2,16880.6,-1.7,5269.1,372.1,0,0,0,0,0,20:03,305.2489,44125,34667.9,53025.4,28877,0,2987.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PG 18:1-18:2,PG 16:0-20:3|PG 20:2-16:1|PG 18:2-18:1|PG 18:3-18:0
PG 36:2,3.5,773.5365,PG 16:0-20:2,0,36,2,0,1147739.5,1186766.7,556647,680120.8,4120501.4,4561061.5,3809850.9,2727777.6,0,0,0,0,152.995,10034.4,7616.8,15845.8,9828.2,14087.6,12543.5,7036.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16:00,255.2331,3264,-1.6,4186.5,3667.1,-1.6,26.4,-1.6,0,3280.2,0,0,0,20:02,307.2637,11195.1,7154.7,10949.7,8295,0,3376.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PG 18:1-18:1,PG 16:0-20:2|PG 18:1-18:1|PG 18:2-18:0
PG 36:1,3.8,775.5524,PG 18:0-18:1,0,36,1,0,610140.6,594764.1,359723.3,382643,611650.5,702219.5,576769.9,428700.1,0,0,0,0,152.995,4671.2,3030.4,7922.1,4748,6208.6,2591.9,4092.5,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18:00,283.2641,29155.9,29136.4,34525,23595.9,45042.2,30829.3,30799.9,7647.9,0,0,0,0,18:01,281.2488,35486,30851.9,37381.3,28841.9,20388,-1.7,7227.6,6551.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PG 18:0-18:1,PG 18:0-18:1
PG 38:7,3,791.4892,PG 18:3-20:4,0,38,7,0,0,117269.8,17531.5,0,0,0,0,0,0,0,0,0,152.9949,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,771.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18:03,277.2175,4004.6,3917.4,-1.7,-1.7,0,0,0,0,0,0,0,0,20:04,303.2324,0,5816.5,5695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PG 18:3-20:4
PG 38:6,3.6,793.5053,PG 18:3-20:3,0,38,6,0,832857.8,996034.3,360517.2,542530.1,0,0,0,0,0,0,0,0,152.995,779.7,-1.7,-1.7,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18:03,277.2175,30438.7,27995.1,36604.9,26474.3,0,0,0,0,0,0,0,0,20:03,305.2489,35187.5,29671.1,30357.8,30245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PG 16:0-22:6,PG 18:3-20:3|PG 22:5-16:1|PG 20:4-18:2
PG 38:5,3.3,795.5208,PG 18:2-20:3,0,38,5,0,927761.5,1052385.5,409801.3,561161,264068.9,266542.1,260784.6,0,0,0,0,0,152.9949,3729.6,3831.9,7563.7,3834.2,3657.4,2947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18:02,279.2336,37422.1,29728.9,57608.1,30342.5,0,993.7,0,0,0,0,0,0,20:03,305.2491,37354.1,36900.6,60943,35435.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PG 18:1-20:4,PG 18:2-20:3|PG 22:4-16:1|PG 18:3-20:2|PG 20:4-18:1
PG 38:4,3,797.5362,PG 18:1-20:3,0,38,4,0,1234830.3,1372309.7,521844.1,738835.7,467404.9,486408.1,416248.8,266434.7,0,0,0,0,152.995,4315.1,2969.1,4691.4,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18:01,281.2489,59458.9,48749.1,66909,39586.2,19779.2,14672.8,12738.4,2915.7,0,0,0,0,20:03,305.2485,51280.5,43552.5,55170,38653.3,22403.8,19994.7,15911.9,4419.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PG 18:0-20:4,PG 18:1-20:3|PG 18:2-20:2|PG 18:3-20:1|PG 20:4-18:0
PG 38:3,3.9,799.5526,PG 18:0-20:3,0,38,3,0,659958.5,647632.7,312032.3,402670.4,513450.2,555143.9,480020.6,339430.4,0,0,0,0,152.9951,9589.5,4708.4,7925.6,2434,-1.7,4475.2,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18:00,283.264,27642.3,17769.6,37835.4,18419.7,2342.3,1377.3,3411.8,3344.8,0,0,0,0,20:03,305.2483,25636.7,20925.7,43501.8,20049.7,-1.7,0,292.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PG 18:1-20:2,PG 18:0-20:3|PG 18:1-20:2|PG 18:2-20:1|PG 18:3-20:0
PG 40:7,0.8,819.5188,PG 20:4-20:3,0,40,7,0,169925.2,0,60087.7,0,0,0,0,0,0,0,0,0,152.9952,3518.7,3385.7,8249.9,0,-1.7,4509.9,3287.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20:04,303.2321,4679.6,0,11764.2,0,0,0,0,0,0,0,0,0,20:03,305.2478,5350.8,-1.7,594.3,5258.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PG 20:4-20:3|PG 18:3-22:4
PG 40:6,4.3,821.5373,PG 20:3-20:3,0,40,6,0,511424.4,590248.8,221620.5,312547.2,381851.8,392228.3,353399.6,226582.9,0,0,0,0,152.9951,1635.9,1622.1,9867.9,4157.7,3123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20:03,305.2489,49549.4,45785.3,93180.4,49812.9,4063.6,0,0,0,0,0,0,0,20:03,305.2489,49549.4,45785.3,93180.4,49812.9,4063.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,PG 18:0-22:6,PG 20:3-20:3|PG 20:4-20:2|PG 18:1-22:5|PG 22:4-18:2
PG 40:5,3.2,823.5521,PG 20:2-20:3,0,40,5,0,140907.6,159077.6,49648.4,85262.6,47558.7,0,70217,0,0,0,0,0,152.9952,0,5583.2,4187.6,3337.8,2725.6,0,3870.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20:02,307.2636,9344.1,6605.7,18590.5,8716.7,0,0,0,0,0,0,0,0,20:03,305.249,4221.2,664.2,13844.6,761.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PG 20:2-20:3|PG 18:0-22:5|PG 22:4-18:1
