NAME,ERROR,MASS,SPECIE,MODE,LENGTH,DB,OH_GROUP,PREC_01,PREC_02,PREC_03,MASSFRAG1,FRAG1_01,FRAG1_02,FRAG1_03,MASSFRAG2,FRAG2_01,FRAG2_02,FRAG2_03,FA1,MASSFA1,FA1_01,FA1_02,FA1_03,FA2,MASSFA2,FA2_01,FA2_02,FA2_03,FA3,MASSFA3,FA3_01,FA3_02,FA3_03,MASSNLS,NLS_01,NLS_02,NLS_03,QUAN_SCAN,SPECIE.GLOBAL,SPECIE.ALL,PMOL_PREC_01,PMOL_PREC_02,PMOL_BLNK_PREC_03,SUBT_PMOL_PREC_01,SUBT_PMOL_PREC_02,LOQ_SUBT_PMOL_PREC_01,LOQ_SUBT_PMOL_PREC_02,MOL_PCT_SPECIES_SUBT_PMOL_PREC_01,MOL_PCT_SPECIES_SUBT_PMOL_PREC_02,FILTERED_MOL_PCT_SPECIES_SUBT_PMOL_PREC_01,FILTERED_MOL_PCT_SPECIES_SUBT_PMOL_PREC_02,CLASS_PMOL_SUBT_PMOL_PREC_01,CLASS_PMOL_SUBT_PMOL_PREC_02,MOL_PCT_CLASS_SUBT_PMOL_PREC_01,MOL_PCT_CLASS_SUBT_PMOL_PREC_02
LPE 22:5,1.1,526.2945,LPE 22:5,0,22,5,0,19068,29834.7,0,196.0374,0,2895.2,0,0,0,0,0,22:5,329.2485,16158.0,24606.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,LPE 22:5,0.119463414548574,0.199387163173653,0,0.119463414548574,0.199387163173653,0,0,0,0,NA,NA,1.48239762847454,3.4368998609923,0.046044369318695,0.110770954198025
LPE 22:4,0.3,528.3097,LPE 22:4,0,22,4,0,964.6,428.5,0,196.0372,5414.5,8442.4,0,0,0,0,0,22:4,331.2643,8738.6,12893.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,LPE 22:4,0.00604334013391831,0.00286369225834046,0,0.00604334013391831,0.00286369225834046,0,0,0,0,NA,NA,1.48239762847454,3.4368998609923,0.046044369318695,0.110770954198025
LPG 16:1,-0.1,481.2571,LPG 16:1,0,16,1,0,1979.3,1627.3,0,0,2333.3,6723.3,6061.4,0,0,0,0,16:1,253.2170,6463.2,8996.1,2630.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,LPG 16:1,0.00672632024665553,0.00543655591916315,0,0.00672632024665553,0.00543655591916315,0,0,0,0,NA,NA,0.348065287617709,0.357370092463434,0.010811165872263,0.0115180039410813
LPG 16:0,0.2,483.2729,LPG 16:0,0,16,0,0,3407.5,5445.5,0,0,12195.7,10377.4,2066.3,0,0,0,0,16:0,255.2325,28646.4,55787.0,161360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,LPG 16:0,0.0115798192494714,0.0181925676014275,0,0.0115798192494714,0.0181925676014275,0,0,0,0,NA,NA,0.348065287617709,0.357370092463434,0.010811165872263,0.0115180039410813
LPG 18:2,-1.0,507.2723,LPG 18:2,0,18,2,0,5709.7,3961.2,0,0,3547.2,2245,3777,0,0,0,0,18:2,279.2328,14911.8,12573.3,1802.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,LPG 18:2,0.019403461179371,0.0132337524162656,0,0.019403461179371,0.0132337524162656,0,0,0,0,NA,NA,0.348065287617709,0.357370092463434,0.010811165872263,0.0115180039410813
LPG 18:1,-2.3,509.2873,LPG 18:1,0,18,1,0,48866.9,57398.3,167.1,0,-1.3,-1.3,-1.3,0,0,0,0,18:1,281.2482,57174.7,68955.9,16413.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,LPG 18:1,0.166065992452529,0.191758783023967,0.000211497079100034,0.165854495373429,0.191547285944867,0,0,0,0,NA,NA,0.348065287617709,0.357370092463434,0.010811165872263,0.0115180039410813
LPG 18:0,-0.8,511.3037,LPG 18:0,0,18,0,0,617.1,1292.4,0,0,-1.3,445.5,-1.3,0,0,0,0,18:0,283.2640,43999.5,51349.3,166452.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,LPG 18:0,0.00209711121316179,0.00431770716519785,0,0.00209711121316179,0.00431770716519785,0,0,0,0,NA,NA,0.348065287617709,0.357370092463434,0.010811165872263,0.0115180039410813
LPG 20:4,-0.1,531.2728,LPG 20:4,0,20,4,0,4079.6,2298.2,0,0,-1.4,-1.4,-1.4,0,0,0,0,20:4,303.2329,4191.3,10030.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,LPG 20:4,0.0138638387704016,0.00767792835581684,0,0.0138638387704016,0.00767792835581684,0,0,0,0,NA,NA,0.348065287617709,0.357370092463434,0.010811165872263,0.0115180039410813
LPG 22:5,1.3,557.2892,LPG 22:5,0,22,5,0,37824.5,35010.4,0,0,4263.6,5728.4,3340.3,0,0,0,0,22:5,329.2488,17905.3,25925.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,LPG 22:5,0.128540241585218,0.116964295060695,0,0.128540241585218,0.116964295060695,0,0,0,0,NA,NA,0.348065287617709,0.357370092463434,0.010811165872263,0.0115180039410813
LPIO- 18:0,-0.2,585.3408,LPIO- 18:0,0,18,0,0,0,5696.1,0,152.9947,83220.2,112771,156489.3, 241.0114,196979.7,238448.2,357517.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,LPIO- 18:0,0,0.0156530062051703,0,0,0.0156530062051703,0,0,0,0,NA,NA,0,0.0156530062051703,0,0.000504494894685034
LPI 16:1,-0.7,569.2728,LPI 16:1,0,16,1,0,0,36144.1,0,152.9948,6275.2,12208.3,3552.8,241.0111,0,2321.4,0,16:1,253.2168,2246.8,10248.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,LPI 16:1,0,0.0993247698566206,0,0,0.0993247698566206,0,0,0,0,NA,NA,1.92639499179202,4.97000218330321,0.0598352565816178,0.160182695591199
LPI 16:0,-0.1,571.2888,LPI 16:0,0,16,0,0,37276.4,203679.5,0,152.9947,11502.7,61062.2,2562.4,241.0115,3996.9,25983.3,0,16:0,255.2326,9028.4,85105.7,44031.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,LPI 16:0,0.115148502395902,0.559715678686468,0,0.115148502395902,0.559715678686468,0,0,0,0,NA,NA,1.92639499179202,4.97000218330321,0.0598352565816178,0.160182695591199
LPI 18:2,-0.9,595.2884,LPI 18:2,0,18,2,0,0,2867.2,0,152.9947,17378,21193.7,2761.5,241.0117,0,2571.8,0,18:2,279.2324,2310.3,5799.0,1375.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,LPI 18:2,0,0.0078791277174671,0,0,0.0078791277174671,0,0,0,0,NA,NA,1.92639499179202,4.97000218330321,0.0598352565816178,0.160182695591199
LPI 18:1,-0.5,597.3043,LPI 18:1,0,18,1,0,78249.1,198807.9,0,152.9947,20971.3,66576.1,9668.1,241.0114,7776.9,27375.7,0,18:1,281.2483,22447.7,72401.8,8866.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,LPI 18:1,0.241715044339776,0.546328416343969,0,0.241715044339776,0.546328416343969,0,0,0,0,NA,NA,1.92639499179202,4.97000218330321,0.0598352565816178,0.160182695591199
LPI 18:0,-1.3,599.3194,LPI 18:0,0,18,0,0,333297,1172267.8,0,152.9947,58227.5,262928.4,5193.4,241.0114,40274.4,173688.4,0,18:0,283.2639,88359.0,412301.3,35191.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,LPI 18:0,1.02956965809593,3.2214173114098,0,1.02956965809593,3.2214173114098,1,1,0,0,NA,NA,1.92639499179202,4.97000218330321,0.0598352565816178,0.160182695591199
LPI 20:4,0.2,619.289,LPI 20:4,0,20,4,0,174798.9,192136.1,0,152.9948,35515.4,73367.6,2388.1,241.0114,12895.3,19693.7,0,20:4,303.2327,30260.5,38316.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,LPI 20:4,0.539961786960412,0.527994165400401,0,0.539961786960412,0.527994165400401,0,0,0,0,NA,NA,1.92639499179202,4.97000218330321,0.0598352565816178,0.160182695591199
LPI 22:5,0.7,645.305,LPI 22:5,0,22,5,0,0,2672,0,152.9947,22178.3,17058.5,-1.5,241.0114,1744.8,1236.8,1078.0,22:5,329.2487,0,1907.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,LPI 22:5,0,0.00734271388848775,0,0,0.00734271388848775,0,0,0,0,NA,NA,1.92639499179202,4.97000218330321,0.0598352565816178,0.160182695591199
LPS 18:1,-2.5,522.2824,LPS 18:1,0,18,1,0,17584.2,40298.9,0,0,20201.6,45629.9,-1.4,0,0,0,0,18:1,281.2473,1196.4,1302.1,0,0,0,0,0,0,0,0,0,0,0, 87.0314,7381.5,13309.5,0,PREC,none,LPS 18:1,0.0603478697322446,0.152656730513078,0,0.0603478697322446,0.152656730513078,0,0,0,0,NA,NA,0.549906157967778,1.45829909432881,0.0170804929404458,0.0470008405011482
LPS 18:0,0.1,524.2994,LPS 18:0,0,18,0,0,142647.8,344668.4,0,0,125473.7,309441.5,1385.8,0,0,0,0,18:0,283.2639,3352.3,9738.4,4488.8,0,0,0,0,0,0,0,0,0,0, 87.0326,50478.5,124962.5,0,PREC,none,LPS 18:0,0.489558288235534,1.30564236381573,0,0.489558288235534,1.30564236381573,0,1,0,0,NA,NA,0.549906157967778,1.45829909432881,0.0170804929404458,0.0470008405011482
PA 30:0,0,619.4344,PA 16:0-14:0,0,30,0,0,14074.9,3195.1,0,152.9948,35515.4,73367.6,2388.1,0,0,0,0,16:0,255.2326,9593.3,9544.9,13975.3, 14:0,227.2010,10405.9,8377.2,2234.6,0,0,0,0,0,0,0,0,0,PREC,none,PA 16:0-14:0|PA 12:0-18:0,0.0576255123282215,0.0136676116914781,0,0.0576255123282215,0.0136676116914781,0,0,0,0,NA,NA,4.67443041708999,3.87598112688726,0.145191274152614,0.124922501453061
PA 32:1,2.6,645.4518,PA 16:1-16:0,0,32,1,0,72908,40493.6,0,152.9947,22178.3,17058.5,-1.5,0,0,0,0,16:1,253.2170,21617.1,16197.1,0, 16:0,255.2326,23283.6,20649.4,36811.5,0,0,0,0,0,0,0,0,0,PREC,PA 16:1-16:0,PA 16:1-16:0|PA 14:0-18:1,0.29850022755586,0.173218616253024,0,0.29850022755586,0.173218616253024,0,0,0,0,NA,NA,4.67443041708999,3.87598112688726,0.145191274152614,0.124922501453061
PA 32:0,0.8,647.4662,PA 16:0-16:0,0,32,0,0,96638.5,101737.7,0,152.9947,24709.3,31128.1,7076.7,0,0,0,0,16:0,255.2326,73447.1,89179.7,25873.2, 16:0,255.2326,73447.1,89179.7,25873.2,0,0,0,0,0,0,0,0,0,PREC,PA 16:0-16:0,PA 16:0-16:0|PA 14:0-18:0,0.395657736334243,0.435201207468964,0,0.395657736334243,0.435201207468964,0,0,0,0,NA,NA,4.67443041708999,3.87598112688726,0.145191274152614,0.124922501453061
PA 34:2,0.6,671.4661,PA 16:1-18:1,0,34,2,0,47589.4,24070.3,0,152.9947,11258.7,11989.1,827.3,0,0,0,0,16:1,253.2171,15592.5,12794.1,0, 18:1,281.2481,11472.6,10256.3,1919.3,0,0,0,0,0,0,0,0,0,PREC,PA 16:1-18:1,PA 16:1-18:1|PA 18:2-16:0|PA 16:2-18:0,0.194840713354458,0.102965013206906,0,0.194840713354458,0.102965013206906,0,0,0,0,NA,NA,4.67443041708999,3.87598112688726,0.145191274152614,0.124922501453061
PA 34:1,0.6,673.4818,PA 16:1-18:0,0,34,1,0,270217.6,228424.6,0,152.9947,46746.5,65645,2191,0,0,0,0,16:1,253.2169,6606.9,10960.8,0, 18:0,283.2640,11681.3,18452.1,32893.6,0,0,0,0,0,0,0,0,0,PREC,PA 16:0-18:1,PA 16:1-18:0|PA 16:0-18:1,1.10632598740328,0.977127080085506,0,1.10632598740328,0.977127080085506,1,1,0,0,NA,NA,4.67443041708999,3.87598112688726,0.145191274152614,0.124922501453061
PA 34:0,2.2,675.4985,PA 16:0-18:0,0,34,0,0,265.8,22417.1,0,152.9946,1848.2,14213,1825.6,0,0,0,0,16:0,255.2326,22778.5,33971.8,26739.3, 18:0,283.2642,12936.6,38299.1,25414.8,0,0,0,0,0,0,0,0,0,PREC,PA 16:0-18:0,PA 16:0-18:0,0.00108823943167207,0.0958931545332017,0,0.00108823943167207,0.0958931545332017,0,0,0,0,NA,NA,4.67443041708999,3.87598112688726,0.145191274152614,0.124922501453061
PA 36:4,0.7,695.4662,PA 18:2-18:2,0,36,4,0,7654.2,8208.5,0,152.9947,10794.3,15470.1,0,0,0,0,0,18:2,279.2330,2311.1,4567.2,0, 18:2,279.2330,2311.1,4567.2,0,0,0,0,0,0,0,0,0,0,PREC,PA 16:0-20:4,PA 18:2-18:2|PA 16:0-20:4,0.031337856500769,0.0351133268346836,0,0.031337856500769,0.0351133268346836,0,0,0,0,NA,NA,4.67443041708999,3.87598112688726,0.145191274152614,0.124922501453061
PA 36:3,2.0,697.4828,PA 20:3-16:0,0,36,3,0,1400.1,0,0,152.9947,8519.1,13817.9,2766.6,0,0,0,0,20:3,305.2489,2570.9,2987.0,0, 16:0,255.2325,7049.3,13107.6,17749.0,0,0,0,0,0,0,0,0,0,PREC,PA 18:1-18:2,PA 20:3-16:0|PA 18:2-18:1|PA 18:0-18:3,0.0057322950650266,0,0,0.0057322950650266,0,0,0,0,0,NA,NA,4.67443041708999,3.87598112688726,0.145191274152614,0.124922501453061
PA 36:2,0.5,699.4974,PA 18:1-18:1,0,36,2,0,60741.3,28931.7,0,152.9947,32177.3,33884.4,0,0,0,0,0,18:1,281.2482,102110.0,115450.3,2381.1, 18:1,281.2482,102110.0,115450.3,2381.1,0,0,0,0,0,0,0,0,0,PREC,PA 18:0-18:2,PA 18:1-18:1|PA 18:0-18:2,0.24868727536126,0.123760521165014,0,0.24868727536126,0.123760521165014,0,0,0,0,NA,NA,4.67443041708999,3.87598112688726,0.145191274152614,0.124922501453061
PA 36:1,3.9,701.5154,PA 18:1-18:0,0,36,1,0,51350.9,24906.8,516.6,152.9947,32687.5,51901.5,8980.2,0,0,0,0,18:1,281.2485,24666.1,40653.3,1521.1, 18:0,283.2640,60413.9,74783.2,33177.0,0,0,0,0,0,0,0,0,0,PREC,PA 16:0-20:1,PA 18:1-18:0,0.210241061820352,0.106543291564366,0.00227117095349085,0.207969890866861,0.104272120610875,0,0,0,0,NA,NA,4.67443041708999,3.87598112688726,0.145191274152614,0.124922501453061
PA 38:5,-1.8,721.4801,PA 20:3-18:2,0,38,5,0,34926.2,17886.7,0,152.9947,19488.2,29863.3,5191.8,0,0,0,0,20:3,305.2489,2336.6,4805.0,0, 18:2,279.2324,-1.6,-1.6,0,0,0,0,0,0,0,0,0,0,PREC,PA 18:1-20:4,PA 20:3-18:2|PA 22:5-16:0|PA 20:5-18:0|PA 18:1-20:4,0.142994988858033,0.0765135582742201,0,0.142994988858033,0.0765135582742201,0,0,0,0,NA,NA,4.67443041708999,3.87598112688726,0.145191274152614,0.124922501453061
PA 38:4,1.4,723.4981,PA 20:3-18:1,0,38,4,0,275533.9,183107.8,0,152.9947,89085.4,116264.5,1340,0,0,0,0,20:3,305.2483,6674.8,5234.2,0, 18:1,281.2483,15169.4,17542.4,0,0,0,0,0,0,0,0,0,0,PREC,PA 18:0-20:4,PA 20:3-18:1|PA 18:0-20:4,1.12809200429793,0.783276363206418,0,1.12809200429793,0.783276363206418,1,1,0,0,NA,NA,4.67443041708999,3.87598112688726,0.145191274152614,0.124922501453061
PA 42:8,4.6,771.5006,PA 20:2-22:6,0,42,8,0,0,365.7,0,152.9948,4850.5,10316.1,2246.6,0,0,0,0,20:2,307.2643,-1.7,-1.7,0, 22:6,327.2341,0,-1.7,0,0,0,0,0,0,0,0,0,0,PREC,none,PA 20:2-22:6,0,0.00156434715519812,0,0,0.00156434715519812,0,0,0,0,NA,NA,4.67443041708999,3.87598112688726,0.145191274152614,0.124922501453061
PA 42:6,5.9,775.5329,PA 20:1-22:5,0,42,6,0,101200.8,129700.2,0,152.9947,15790.6,25448,0,0,0,0,0,20:1,309.2806,0,2297.6,0, 22:5,329.2485,7046.2,5425.1,0,0,0,0,0,0,0,0,0,0,PREC,none,PA 20:1-22:5|PA 18:0-24:6,0.414336723388861,0.554815802293212,0,0.414336723388861,0.554815802293212,0,0,0,0,NA,NA,4.67443041708999,3.87598112688726,0.145191274152614,0.124922501453061
PA 42:5,5.7,777.5484,PA 18:0-24:5,0,42,5,0,8225,16688.8,0,152.9948,55.6,2011.6,0,0,0,0,0,18:0,283.2653,-1.7,-1.7,14961.1, 24:5,357.2798,-1.7,-1.7,0,0,0,0,0,0,0,0,0,0,PREC,none,PA 18:0-24:5,0.0336748281621626,0.0713893267806138,0,0.0336748281621626,0.0713893267806138,0,0,0,0,NA,NA,4.67443041708999,3.87598112688726,0.145191274152614,0.124922501453061
PA 42:4,5.2,779.5637,PA 24:4-18:0,0,42,4,0,99547.1,76490.8,0,152.9948,-1.7,5705.4,459,0,0,0,0,24:4,359.2951,-1.7,2163.4,0, 18:0,283.2642,8114.1,6898.3,20680.6,0,0,0,0,0,0,0,0,0,PREC,none,PA 24:4-18:0,0.407566138181351,0.327203077327943,0,0.407566138181351,0.327203077327943,0,0,0,0,NA,NA,4.67443041708999,3.87598112688726,0.145191274152614,0.124922501453061
PG 32:0,-1.5,721.5014,PG 16:0-16:0,0,32,0,0,216677.4,351923.9,0,152.9947,19488.2,29863.3,5191.8,0,0,0,0,16:0,255.2326,26145.6,34410.8,8750.9, 16:0,255.2326,26145.6,34410.8,8750.9,0,0,0,0,0,0,0,0,0,PREC,PG 16:0-16:0,PG 16:0-16:0,0.53103435711958,0.874685985279232,0,0.53103435711958,0.874685985279232,0,1,0,0,NA,NA,15.2913849498757,19.4535548181345,0.47496175284019,0.626986213420307
PG 34:2,0.9,745.5032,PG 18:1-16:1,0,34,2,0,42706.1,63077.2,0,152.9947,7964.9,10715.1,0,0,0,0,0,18:1,281.2482,467515.7,991881.4,1698.5, 16:1,253.2171,15976.8,36720.0,0,0,0,0,0,0,0,0,0,0,PREC,PG 16:1-18:1,PG 18:1-16:1|PG 18:2-16:0,0.104664382896345,0.156774640286309,0,0.104664382896345,0.156774640286309,0,0,0,0,NA,NA,15.2913849498757,19.4535548181345,0.47496175284019,0.626986213420307
PG 34:1,-0.8,747.5175,PG 18:0-16:1,0,34,1,0,1218707.8,1443359.4,0,152.9947,32067.6,33401.6,0,0,0,0,0,18:0,283.2649,5204.0,-1.6,18405.3, 16:1,253.2170,9441.2,14192.1,0,0,0,0,0,0,0,0,0,0,PREC,PG 16:0-18:1,PG 18:0-16:1|PG 18:1-16:0,2.98681686733189,3.58738420124646,0,2.98681686733189,3.58738420124646,1,1,0,0,NA,NA,15.2913849498757,19.4535548181345,0.47496175284019,0.626986213420307
PG 34:0,-1.4,749.5328,PG 18:0-16:0,0,34,0,0,1546831.9,1911359.2,0,152.9947,21449.7,16978.2,0,0,0,0,0,18:0,283.2642,31529.8,30588.4,8466.2, 16:0,255.2327,6317.9,13222.7,14181.7,0,0,0,0,0,0,0,0,0,PREC,PG 16:0-18:0,PG 18:0-16:0,3.79098550928043,4.75056995297712,0,3.79098550928043,4.75056995297712,1,1,0,0,NA,NA,15.2913849498757,19.4535548181345,0.47496175284019,0.626986213420307
