NAME,ERROR,MASS,SPECIE,MODE,LENGTH,DB,OH_GROUP,PREC_01,PREC_02,PREC_03,MASSFRAG1,FRAG1_01,FRAG1_02,FRAG1_03,MASSFRAG2,FRAG2_01,FRAG2_02,FRAG2_03,FA1,MASSFA1,FA1_01,FA1_02,FA1_03,FA2,MASSFA2,FA2_01,FA2_02,FA2_03,FA3,MASSFA3,FA3_01,FA3_02,FA3_03,MASSNLS,NLS_01,NLS_02,NLS_03,QUAN_SCAN,SPECIE.GLOBAL,SPECIE.ALL,PMOL_PREC_01,PMOL_PREC_02,PMOL_BLNK_PREC_03,SUBT_PMOL_PREC_01,SUBT_PMOL_PREC_02,LOQ_SUBT_PMOL_PREC_01,LOQ_SUBT_PMOL_PREC_02,MOL_PCT_SPECIES_SUBT_PMOL_PREC_01,MOL_PCT_SPECIES_SUBT_PMOL_PREC_02,FILTERED_MOL_PCT_SPECIES_SUBT_PMOL_PREC_01,FILTERED_MOL_PCT_SPECIES_SUBT_PMOL_PREC_02,CLASS_PMOL_SUBT_PMOL_PREC_01,CLASS_PMOL_SUBT_PMOL_PREC_02,MOL_PCT_CLASS_SUBT_PMOL_PREC_01,MOL_PCT_CLASS_SUBT_PMOL_PREC_02
PG 36:5,1.4,767.4879,PG 20:4-16:1,0,36,5,0,0,651.2,0,152.9947,1845.4,3448.4,0,0,0,0,0,20:4,303.2327,357534.8,507633.0,0, 16:1,253.2169,9584.8,15936.9,0,0,0,0,0,0,0,0,0,0,PREC,none,PG 20:4-16:1|PG 16:0-20:5|PG 22:5-14:0,0,0.0016185189855359,0,0,0.0016185189855359,0,0,0,0,NA,NA,15.2913849498757,19.4535548181345,0.47496175284019,0.626986213420307
PG 36:4,0.4,769.5028,PG 16:1-20:3,0,36,4,0,19101.7,21194.5,0,152.9951,6260.5,8203.3,0,0,0,0,0,16:1,253.2175,757.0,4710.6,0, 20:3,305.2488,-1.7,14607.1,0,0,0,0,0,0,0,0,0,0,PREC,PG 16:0-20:4,PG 16:1-20:3|PG 20:4-16:0|PG 18:3-18:1|PG 18:2-18:2,0.0468145684754898,0.052677672971346,0,0.0468145684754898,0.052677672971346,0,0,0,0,NA,NA,15.2913849498757,19.4535548181345,0.47496175284019,0.626986213420307
PG 36:3,1.1,771.519,PG 16:0-20:3,0,36,3,0,73276.7,78734.2,0,152.9948,4850.5,10316.1,2246.6,0,0,0,0,16:0,255.2325,-1.7,5992.3,9072.2, 20:3,305.2487,5955.4,8118.8,0,0,0,0,0,0,0,0,0,0,PREC,PG 18:1-18:2,PG 16:0-20:3|PG 20:2-16:1|PG 18:2-18:1,0.179587004811505,0.195689185366984,0,0.179587004811505,0.195689185366984,0,0,0,0,NA,NA,15.2913849498757,19.4535548181345,0.47496175284019,0.626986213420307
PG 36:2,-0.7,773.5333,PG 20:0-16:2,0,36,2,0,570504.6,638672.1,0,152.9947,22520,22394.6,2665.8,0,0,0,0,20:0,311.2961,0,959.3,0, 16:2,251.2023,0,861.1,0,0,0,0,0,0,0,0,0,0,PREC,PG 18:1-18:1,PG 20:0-16:2|PG 20:1-16:1|PG 16:0-20:2|PG 18:1-18:1|PG 18:2-18:0,1.39819632086578,1.58738163295774,0,1.39819632086578,1.58738163295774,1,1,0,0,NA,NA,15.2913849498757,19.4535548181345,0.47496175284019,0.626986213420307
PG 36:1,-0.5,775.5491,PG 20:1-16:0,0,36,1,0,1069861.1,1157494.3,0,152.9947,15790.6,25448,0,0,0,0,0,20:1,309.2806,0,2297.6,0, 16:0,255.2325,12442.4,36713.9,53294.3,0,0,0,0,0,0,0,0,0,PREC,PG 18:0-18:1,PG 20:1-16:0|PG 18:0-18:1,2.62202242340801,2.87688344625243,0,2.62202242340801,2.87688344625243,1,1,0,0,NA,NA,15.2913849498757,19.4535548181345,0.47496175284019,0.626986213420307
PG 38:7,1.9,791.4884,PG 22:5-16:2,0,38,7,0,69138.5,118761.3,0,152.9947,664.7,14020.2,5041.5,0,0,0,0,22:5,329.2484,-1.7,6911.8,0, 16:2,251.2012,2051.1,1313.7,0,0,0,0,0,0,0,0,0,0,PREC,none,PG 22:5-16:2|PG 22:6-16:1|PG 18:2-20:5,0.169445077796356,0.295174168914196,0,0.169445077796356,0.295174168914196,0,0,0,0,NA,NA,15.2913849498757,19.4535548181345,0.47496175284019,0.626986213420307
PG 38:6,-1.4,793.5014,PG 22:5-16:1,0,38,6,0,123045.8,226164,0,152.9947,6950,12832.1,106.7,0,0,0,0,22:5,329.2484,70279.2,179465.9,0, 16:1,253.2169,13700.5,2916.3,0,0,0,0,0,0,0,0,0,0,PREC,PG 16:0-22:6,PG 22:5-16:1|PG 18:1-20:5|PG 16:0-22:6|PG 18:2-20:4,0.301561433260988,0.56211721106379,0,0.301561433260988,0.56211721106379,0,0,0,0,NA,NA,15.2913849498757,19.4535548181345,0.47496175284019,0.626986213420307
PG 38:5,2.4,795.5201,PG 18:2-20:3,0,38,5,0,50350.2,68971.4,0,152.9947,3405.2,9315.2,2408.8,0,0,0,0,18:2,279.2327,4791.5,10121.7,0, 20:3,305.2483,5009.8,7244.8,0,0,0,0,0,0,0,0,0,0,PREC,PG 18:1-20:4,PG 18:2-20:3|PG 22:4-16:1|PG 18:0-20:5|PG 22:5-16:0|PG 20:4-18:1,0.123398592044405,0.1714243248756,0,0.123398592044405,0.1714243248756,0,0,0,0,NA,NA,15.2913849498757,19.4535548181345,0.47496175284019,0.626986213420307
PG 38:4,-2.1,797.5322,PG 18:1-20:3,0,38,4,0,40186.2,58597.9,0,152.9948,5172.6,3422.5,0,0,0,0,0,18:1,281.2483,5221.1,29058.7,0, 20:3,305.2485,9869.2,39307.7,0,0,0,0,0,0,0,0,0,0,PREC,PG 18:0-20:4,PG 18:1-20:3|PG 22:3-16:1|PG 18:2-20:2|PG 22:4-16:0|PG 20:4-18:0,0.0984885958668457,0.145641605747134,0,0.0984885958668457,0.145641605747134,0,0,0,0,NA,NA,15.2913849498757,19.4535548181345,0.47496175284019,0.626986213420307
PG 38:3,1.3,799.5505,PG 18:0-20:3,0,38,3,0,789.6,7665.3,0,152.9948,10489.7,-1.7,0,0,0,0,0,18:0,283.2641,-1.7,16825.1,5683.9, 20:3,305.2484,7253.5,10489.8,0,0,0,0,0,0,0,0,0,0,PREC,PG 18:1-20:2,PG 18:0-20:3|PG 18:1-20:2,0.00193515672784342,0.0190516486176724,0,0.00193515672784342,0.0190516486176724,0,0,0,0,NA,NA,15.2913849498757,19.4535548181345,0.47496175284019,0.626986213420307
PG 40:7,-1.2,819.5172,PG 20:4-20:3,0,40,7,0,740767.2,1028865.6,0,152.9947,10630.7,48528.9,2905.9,0,0,0,0,20:4,303.2325,5096.3,6405.8,0, 20:3,305.2480,2878.1,7093.6,0,0,0,0,0,0,0,0,0,0,PREC,none,PG 20:4-20:3|PG 24:6-16:1|PG 18:1-22:6|PG 22:5-18:2,1.81547698941962,2.55718443974936,0,1.81547698941962,2.55718443974936,1,1,0,0,NA,NA,15.2913849498757,19.4535548181345,0.47496175284019,0.626986213420307
PG 40:6,1.3,821.5349,PG 20:3-20:3,0,40,6,0,168753.7,260469.9,0,152.9946,28506.4,57783.4,3730.5,0,0,0,0,20:3,305.2490,2156.8,4696.6,0, 20:3,305.2490,2156.8,4696.6,0,0,0,0,0,0,0,0,0,0,PREC,PG 18:0-22:6,PG 20:3-20:3|PG 24:5-16:1|PG 22:4-18:2|PG 20:4-20:2|PG 22:6-18:0|PG 18:1-22:5,0.413582646787577,0.647382491263262,0,0.413582646787577,0.647382491263262,0,0,0,0,NA,NA,15.2913849498757,19.4535548181345,0.47496175284019,0.626986213420307
PG 40:5,3.0,823.5519,PG 20:2-20:3,0,40,5,0,4237.4,755.5,0,152.9947,-1.7,2745,854,0,0,0,0,20:2,307.2638,0,2617.0,0, 20:3,305.2483,0,2783.4,0,0,0,0,0,0,0,0,0,0,PREC,none,PG 20:2-20:3|PG 24:4-16:1|PG 22:5-18:0|PG 22:4-18:1,0.0103850470093259,0.00187775045081752,0,0.0103850470093259,0.00187775045081752,0,0,0,0,NA,NA,15.2913849498757,19.4535548181345,0.47496175284019,0.626986213420307
PG 42:9,4.0,843.5215,PG 22:6-20:3,0,42,9,0,117158.9,178496.8,0,152.9947,-1.8,-1.8,1338.4,0,0,0,0,22:6,327.2326,21485.1,40971.3,0, 20:3,305.2486,45410.0,51050.6,0,0,0,0,0,0,0,0,0,0,PREC,none,PG 22:6-20:3|PG 22:4-20:5|PG 22:5-20:4,0.287133781106554,0.443643212004612,0,0.287133781106554,0.443643212004612,0,0,0,0,NA,NA,15.2913849498757,19.4535548181345,0.47496175284019,0.626986213420307
PG 42:8,2.7,845.5361,PG 22:5-20:3,0,42,8,0,52835.4,61110.1,0,152.9948,43903,4887.4,1904.4,0,0,0,0,22:5,329.2486,9133.7,14894.6,0, 20:3,305.2483,15047.6,26027.9,0,0,0,0,0,0,0,0,0,0,PREC,none,PG 22:5-20:3|PG 22:6-20:2|PG 22:4-20:4,0.12948933609207,0.151885529880217,0,0.12948933609207,0.151885529880217,0,0,0,0,NA,NA,15.2913849498757,19.4535548181345,0.47496175284019,0.626986213420307
PG 44:10,0.1,869.5339,PG 22:5-22:5,0,44,10,0,114397.8,148700.6,0,152.9947,3397.8,22113.6,3075.7,0,0,0,0,22:5,329.2487,32789.2,77085.7,0, 22:5,329.2487,32789.2,77085.7,0,0,0,0,0,0,0,0,0,0,PREC,none,PG 22:5-22:5|PG 22:4-22:6,0.280366859575084,0.369586523741675,0,0.280366859575084,0.369586523741675,0,0,0,0,NA,NA,15.2913849498757,19.4535548181345,0.47496175284019,0.626986213420307
PG 44:8,4.6,873.5691,PG 22:5-22:3,0,44,8,0,0,1979.8,0,152.9946,1303.5,-1.7,-1.7,0,0,0,0,22:5,329.2476,0,577.3,0, 22:3,333.2798,0,804.3,0,0,0,0,0,0,0,0,0,0,PREC,none,PG 22:5-22:3,0,0.00492067550301592,0,0,0.00492067550301592,0,0,0,0,NA,NA,15.2913849498757,19.4535548181345,0.47496175284019,0.626986213420307
PI 30:0,0.4,781.4875,PI 16:0-14:0,0,30,0,0,0,1068.3,0,152.9948,1295.7,5591.1,-1.6,241.0115,0,3919.8,0,16:1,255.2327,12783.9,6589.5,9482.1, 14:1,227.2011,-1.6,-1.6,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 16:0-14:0|PI 12:0-18:0,0,0.00186545336820589,0,0,0.00186545336820589,0,0,0,0,NA,NA,37.5705568354088,41.4890203148099,1.16696934831091,1.33718716136403
PI 32:1,-0.0,807.5029,PI 16:1-16:0,0,32,1,0,120193.9,250011.4,0,152.9948,2860.4,-1.7,4415,241.0113,32374.5,71158.4,3636.9,16:2,253.2169,9051.9,62108.7,0, 16:1,255.2325,-1.7,10651.2,21766.7,0,0,0,0,0,0,0,0,0,PREC,PI 16:0-16:1,PI 16:1-16:0|PI 14:0-18:1,0.206432655799873,0.43656707686967,0,0.206432655799873,0.43656707686967,0,0,0,0,NA,NA,37.5705568354088,41.4890203148099,1.16696934831091,1.33718716136403
PI 32:0,0.7,809.5191,PI 14:0-18:0,0,32,0,0,90847.7,364330.5,0,152.9947,-1.7,5490.5,3529.1,241.0114,14716.2,89978.6,0,14:1,227.2018,839.4,5495.8,0, 18:1,283.2640,24031.9,-1.7,6135.6,0,0,0,0,0,0,0,0,0,PREC,PI 14:0-18:0,PI 14:0-18:0|PI 16:0-16:0,0.156030647015448,0.636189795343194,0,0.156030647015448,0.636189795343194,0,0,0,0,NA,NA,37.5705568354088,41.4890203148099,1.16696934831091,1.33718716136403
PI 34:2,0.8,833.5192,PI 16:2-18:0,0,34,2,0,336163.7,470524.8,0,152.9947,-1.7,-1.7,0,241.0114,68389.6,130043.4,0,16:3,251.2012,2616.8,2297.6,0, 18:1,283.2641,-1.7,-1.7,49318.9,0,0,0,0,0,0,0,0,0,PREC,PI 16:1-18:1,PI 16:2-18:0|PI 16:1-18:1|PI 16:0-18:2,0.577360127048974,0.821625080019096,0,0.577360127048974,0.821625080019096,0,1,0,0,NA,NA,37.5705568354088,41.4890203148099,1.16696934831091,1.33718716136403
PI 34:1,0.2,835.5344,PI 16:1-18:0,0,34,1,0,904482.8,1826422.3,0,152.9947,-1.7,226740.4,7096,241.0112,128627.3,485916.5,2592.3,16:2,253.2169,46174.8,111089.5,0, 18:1,283.2639,-1.7,154708.5,18098.4,0,0,0,0,0,0,0,0,0,PREC,PI 16:0-18:1,PI 16:1-18:0|PI 16:0-18:1,1.55344644386533,3.18927794748792,0,1.55344644386533,3.18927794748792,1,1,0,0,NA,NA,37.5705568354088,41.4890203148099,1.16696934831091,1.33718716136403
PI 34:0,-0.6,837.5494,PI 16:0-18:0,0,34,0,0,34511.9,180141,0,152.9948,-1.7,-1.7,-1.7,241.0113,11932.6,54346.3,0,16:1,255.2326,37745.5,118490.0,13284.4, 18:1,283.2639,14259.5,-1.7,11883.1,0,0,0,0,0,0,0,0,0,PREC,PI 16:0-18:0,PI 16:0-18:0,0.0592740827421327,0.314560175233527,0,0.0592740827421327,0.314560175233527,0,0,0,0,NA,NA,37.5705568354088,41.4890203148099,1.16696934831091,1.33718716136403
PI 36:5,0.7,855.5035,PI 16:1-20:4,0,36,5,0,60524.4,134084.9,0,152.9948,5000.8,14402.5,3326.2,241.0116,10271.7,36945.7,0,16:2,253.2170,6853.0,20773.1,0, 20:5,303.2327,-1.8,-1.8,0,0,0,0,0,0,0,0,0,0,PREC,PI 16:0-20:5,PI 16:1-20:4|PI 20:5-16:0,0.10395047196816,0.234137534709866,0,0.10395047196816,0.234137534709866,0,0,0,0,NA,NA,37.5705568354088,41.4890203148099,1.16696934831091,1.33718716136403
PI 36:4,0.8,857.5192,PI 20:3-16:1,0,36,4,0,846955.8,1049138.6,0,152.9948,72423.2,107512.6,1308.3,241.0114,173584.6,256604.8,0,20:4,305.2490,2490.9,-1.7,0, 16:2,253.2172,165.4,1464.4,0,0,0,0,0,0,0,0,0,0,PREC,PI 16:0-20:4,PI 20:3-16:1|PI 18:2-18:2|PI 16:0-20:4|PI 18:1-18:3,1.45464399723368,1.83199394840851,0,1.45464399723368,1.83199394840851,1,1,0,0,NA,NA,37.5705568354088,41.4890203148099,1.16696934831091,1.33718716136403
PI 36:3,1.7,859.5357,PI 20:3-16:0,0,36,3,0,265961.9,205536.7,0,152.9947,43978.1,51515,0,241.0114,68429.6,72974.8,0,20:4,305.2488,50158.3,48111.6,0, 16:1,255.2326,48741.8,45790.0,6114.5,0,0,0,0,0,0,0,0,0,PREC,PI 16:0-20:3,PI 20:3-16:0|PI 16:1-20:2|PI 18:1-18:2|PI 18:0-18:3,0.456788750166025,0.358905859126577,0,0.456788750166025,0.358905859126577,0,0,0,0,NA,NA,37.5705568354088,41.4890203148099,1.16696934831091,1.33718716136403
PI 36:2,1.0,861.5508,PI 16:1-20:1,0,36,2,0,1073001.7,1007240,0,152.9947,98135.1,125186.5,0,241.0115,216342.0,252868.0,0,16:2,253.2171,563.1,6465.3,0, 20:2,309.2797,-1.7,-1.7,0,0,0,0,0,0,0,0,0,0,PREC,PI 18:0-18:2,PI 16:1-20:1|PI 18:2-18:0|PI 16:0-20:2|PI 18:1-18:1,1.84287713942869,1.75883108732725,0,1.84287713942869,1.75883108732725,1,1,0,0,NA,NA,37.5705568354088,41.4890203148099,1.16696934831091,1.33718716136403
PI 36:1,1.3,863.5666,PI 16:1-20:0,0,36,1,0,802520.7,925441.4,0,152.9947,106431.9,144959.3,9062.2,241.0114,186625.8,265313.3,16330.3,16:2,253.2172,3654.3,10320.9,0, 20:1,311.2956,3352.9,8227.1,0,0,0,0,0,0,0,0,0,0,PREC,PI 18:0-18:1,PI 16:1-20:0|PI 16:0-20:1|PI 18:0-18:1,1.37832684882821,1.61599529786312,0,1.37832684882821,1.61599529786312,1,1,0,0,NA,NA,37.5705568354088,41.4890203148099,1.16696934831091,1.33718716136403
PI 38:7,1.7,879.5044,PI 16:1-22:6,0,38,7,0,0,1693.4,0,152.9946,-1.8,2906.3,1601,241.0115,0,3143.1,0,16:2,253.2172,686.3,2208.1,0, 22:7,327.2320,-1.8,0,0,0,0,0,0,0,0,0,0,0,PREC,PI 16:1-22:6,PI 16:1-22:6|PI 20:5-18:2,0,0.00295699591287077,0,0,0.00295699591287077,0,0,0,0,NA,NA,37.5705568354088,41.4890203148099,1.16696934831091,1.33718716136403
PI 38:6,1.0,881.5194,PI 16:1-22:5,0,38,6,0,190403.7,264082.7,0,152.9946,11154.6,23874.1,621.8,241.0114,30188.9,71049.6,0,16:2,253.2172,3516.0,6612.3,0, 22:6,329.2482,-1.8,953.3,0,0,0,0,0,0,0,0,0,0,PREC,PI 16:0-22:6,PI 16:1-22:5|PI 20:5-18:1|PI 22:6-16:0|PI 18:2-20:4,0.327017772658365,0.461138221660493,0,0.327017772658365,0.461138221660493,0,0,0,0,NA,NA,37.5705568354088,41.4890203148099,1.16696934831091,1.33718716136403
PI 38:5,1.0,883.5351,PI 20:3-18:2,0,38,5,0,2792161.2,3326342.2,0,152.9948,142238.1,349007.3,2263.2,241.0114,331969.8,820394.1,0,20:4,305.2483,3137.6,2500.3,0, 18:3,279.2323,367.0,1967.2,0,0,0,0,0,0,0,0,0,0,PREC,PI 16:1-22:4,PI 20:3-18:2|PI 16:1-22:4|PI 20:5-18:0|PI 16:0-22:5|PI 18:1-20:4,4.79552832495958,5.80842109968677,0,4.79552832495958,5.80842109968677,1,1,0,0,NA,NA,37.5705568354088,41.4890203148099,1.16696934831091,1.33718716136403
PI 38:4,0.7,885.5505,PI 20:3-18:1,0,38,4,0,12486627.9,12316469.2,0,152.9945,582730.7,1089593.5,2119.7,241.0114,1421695.3,2665285.3,0,20:4,305.2489,74355.4,116815.6,0, 18:2,281.2483,97218.0,142465.3,0,0,0,0,0,0,0,0,0,0,PREC,PI 18:0-20:4,PI 20:3-18:1|PI 16:0-22:4|PI 18:0-20:4,21.4457452448235,21.5068791103099,0,21.4457452448235,21.5068791103099,1,1,0,0,NA,NA,37.5705568354088,41.4890203148099,1.16696934831091,1.33718716136403
PI 38:1,-0.7,891.5962,PI 16:1-22:0,0,38,1,0,6436.4,7363.2,0,152.9948,-1.8,-1.8,437.6,241.0114,3470.7,5394.0,3056.1,16:2,253.2171,1121.4,-1.8,0, 22:1,339.3265,-1.8,-1.8,0,0,0,0,0,0,0,0,0,0,PREC,PI 18:0-20:1,PI 16:1-22:0|PI 16:0-22:1,0.0110544973229948,0.0128575364979627,0,0.0110544973229948,0.0128575364979627,0,0,0,0,NA,NA,37.5705568354088,41.4890203148099,1.16696934831091,1.33718716136403
PI 40:8,-0.3,905.5183,PI 20:4-20:4,0,40,8,0,0,4402.2,0,152.9947,11221.5,14846,0,241.0114,0,6365.4,0,20:5,303.2329,2566.7,5167.9,0, 20:5,303.2329,2566.7,5167.9,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 20:4-20:4,0,0.00768707181270799,0,0,0.00768707181270799,0,0,0,0,NA,NA,37.5705568354088,41.4890203148099,1.16696934831091,1.33718716136403
PI 40:7,1.0,907.5351,PI 20:3-20:4,0,40,7,0,140459.2,167261.9,0,152.9945,14691.2,20935.8,1117.6,241.0114,21279.8,37419.5,0,20:4,305.2481,0,7856.3,0, 20:5,303.2327,1847.3,3358.1,0,0,0,0,0,0,0,0,0,0,PREC,PI 18:1-22:6,PI 20:3-20:4|PI 22:6-18:1|PI 18:2-22:5,0.241238246595921,0.29207083658852,0,0.241238246595921,0.29207083658852,0,0,0,0,NA,NA,37.5705568354088,41.4890203148099,1.16696934831091,1.33718716136403
PI 40:6,1.1,909.5509,PI 20:2-20:4,0,40,6,0,580137.7,472066.3,0,152.9947,26852.6,65759.9,0,241.0114,61643.1,122761.2,0,20:3,307.2643,4817.4,11901.0,0, 20:5,303.2335,10587.5,8905.4,0,0,0,0,0,0,0,0,0,0,PREC,PI 18:0-22:6,PI 20:2-20:4|PI 22:5-18:1|PI 18:0-22:6,0.996384726185187,0.824316829871281,0,0.996384726185187,0.824316829871281,1,1,0,0,NA,NA,37.5705568354088,41.4890203148099,1.16696934831091,1.33718716136403
PI 40:5,1.2,911.5666,PI 20:3-20:2,0,40,5,0,860160.9,623376.7,0,152.9947,105237.5,82015.8,0,241.0114,206949.0,197824.7,0,20:4,305.2480,2888.2,0,0, 20:3,307.2656,2001.8,1830.4,0,0,0,0,0,0,0,0,0,0,PREC,PI 18:0-22:5,PI 20:3-20:2|PI 16:0-24:5|PI 22:5-18:0|PI 20:1-20:4|PI 18:1-22:4,1.47732371611379,1.08853333771045,0,1.47732371611379,1.08853333771045,1,1,0,0,NA,NA,37.5705568354088,41.4890203148099,1.16696934831091,1.33718716136403
PI 40:4,1.7,913.5827,PI 20:0-20:4,0,40,4,0,180616.8,97831.6,0,152.9947,27602,40067.5,0,241.0115,9624.7,65125.8,0,20:1,311.2963,0,5196.2,0, 20:5,303.2327,1594.3,10008.8,0,0,0,0,0,0,0,0,0,0,PREC,PI 18:0-22:4,PI 20:0-20:4|PI 18:1-22:3|PI 18:0-22:4,0.310208801828333,0.170832432591005,0,0.310208801828333,0.170832432591005,0,0,0,0,NA,NA,37.5705568354088,41.4890203148099,1.16696934831091,1.33718716136403
PI 40:3,3.1,915.5996,PI 18:0-22:3,0,40,3,0,103012.9,64928.6,0,152.9947,13935.4,13887,3532.2,241.0115,23139.1,-1.8,0,18:1,283.2642,34437.9,23160.8,6217.0, 22:4,333.2795,9560.5,3199.5,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 18:0-22:3,0.176924340824673,0.11337758641102,0,0.176924340824673,0.11337758641102,0,0,0,0,NA,NA,37.5705568354088,41.4890203148099,1.16696934831091,1.33718716136403
PS 32:1,0.9,732.4828,PS 16:1-16:0,0,32,1,0,42799.8,41526.9,0,0,27088.3,27308.5,0,0,0,0,0,16:1,253.2169,14324.3,14706.6,0,16:0,255.2325,50267.3,58496.0,14905.4,0,0,0,0,0, 87.0327,12528.8,17392.9,0,PREC,PS 16:0-16:1,PS 16:1-16:0|PS 18:1-14:0,0.125238141951806,0.126878998873494,0,0.125238141951806,0.126878998873494,0,0,0,0,NA,NA,97.6062059885911,101.83026276271,3.0317211185504,3.28197964115378
PS 34:3,2.2,756.4838,PS 18:2-16:1,0,34,3,0,1110,1443.3,0,0,7111.8,6601.5,0,0,0,0,0,18:2,279.2327,6760.4,5412.1,0,16:1,253.2171,6455.8,3688.5,0,0,0,0,0,0, 87.0354,2570.4,2699.3,0,PREC,PS 16:1-18:2,PS 18:2-16:1,0.00324801371890768,0.00440977918106371,0,0.00324801371890768,0.00440977918106371,0,0,0,0,NA,NA,97.6062059885911,101.83026276271,3.0317211185504,3.28197964115378
PS 34:2,1.0,758.4985,PS 18:0-16:2,0,34,2,0,93460.4,61766.1,0,0,48108.4,30938.6,1558.4,0,0,0,0,18:0,283.2641,20234.7,21370.3,3691.1,16:2,251.2016,2606.1,2699.9,0,0,0,0,0,0, 87.0332,29750.8,23351.1,0,PREC,PS 16:0-18:2,PS 18:0-16:2|PS 18:1-16:1|PS 16:0-18:2,0.273478073310449,0.1887167337875,0,0.273478073310449,0.1887167337875,0,0,0,0,NA,NA,97.6062059885911,101.83026276271,3.0317211185504,3.28197964115378
PS 34:1,0.8,760.514,PS 18:0-16:1,0,34,1,0,1342806.5,1093432,0,0,575884.5,453623.9,8675.5,0,0,0,0,18:0,283.2640,487533.5,419923.1,-1.6,16:1,253.2169,195618.4,177619.6,0,0,0,0,0,0, 87.0334,557511.0,381095.8,0,PREC,PS 16:0-18:1,PS 18:0-16:1|PS 18:1-16:0,3.92923777823279,3.34081179900842,0,3.92923777823279,3.34081179900842,1,1,0,0,NA,NA,97.6062059885911,101.83026276271,3.0317211185504,3.28197964115378
PS 36:4,0.1,782.4978,PS 16:1-20:3,0,36,4,0,46196.9,29004.1,0,0,21276.1,16562.8,0,0,0,0,0,16:1,253.2170,2831.1,3780.4,0,20:3,305.2484,3238.4,4168.5,0,0,0,0,0,0, 87.0335,8533.6,9804.9,0,PREC,PS 16:0-20:4,PS 16:1-20:3|PS 20:4-16:0|PS 18:2-18:2,0.135178527000906,0.0886175267411417,0,0.135178527000906,0.0886175267411417,0,0,0,0,NA,NA,97.6062059885911,101.83026276271,3.0317211185504,3.28197964115378
PS 36:3,1.4,784.5145,PS 16:0-20:3,0,36,3,0,108271.3,116307.3,0,0,52083.3,56627.1,0,0,0,0,0,16:0,255.2327,38696.1,40304.8,-1.7,20:3,305.2486,8526.8,9692.1,0,0,0,0,0,0, 87.0338,44278.0,38690.3,0,PREC,PS 16:0-20:3,PS 16:0-20:3|PS 20:2-16:1|PS 18:2-18:1|PS 18:3-18:0,0.316816817805377,0.35535890677318,0,0.316816817805377,0.35535890677318,0,0,0,0,NA,NA,97.6062059885911,101.83026276271,3.0317211185504,3.28197964115378
PS 36:2,1.1,786.5299,PS 20:1-16:1,0,36,2,0,1531748.9,1135328.1,0,0,645055.3,447046.4,7725.2,0,0,0,0,20:1,309.2797,13747.6,8348.5,0,16:1,253.2169,19291.0,20609.2,0,0,0,0,0,0, 87.0333,534551.8,367319.4,0,PREC,PS 18:0-18:2,PS 20:1-16:1|PS 20:2-16:0|PS 18:1-18:1|PS 18:2-18:0,4.48210940641598,3.46881883119006,0,4.48210940641598,3.46881883119006,1,1,0,0,NA,NA,97.6062059885911,101.83026276271,3.0317211185504,3.28197964115378
PS 36:1,0.8,788.5453,PS 20:0-16:1,0,36,1,0,11705167.6,10743255.8,0,0,2289183.7,3633775.5,1207,0,0,0,0,20:0,311.2955,8621.3,17240.9,0,16:1,253.2169,249047.3,410572.0,0,0,0,0,0,0, 87.0333,2110364.8,2858348.3,0,PREC,PS 16:0-20:1,PS 20:0-16:1|PS 20:1-16:0|PS 18:1-18:0,34.2509413936159,32.8243509760146,0,34.2509413936159,32.8243509760146,1,1,0,0,NA,NA,97.6062059885911,101.83026276271,3.0317211185504,3.28197964115378
PS 38:6,1.1,806.4986,PS 18:2-20:4,0,38,6,0,154302.3,197365.3,0,0,24932.3,101992.3,3413.6,0,0,0,0,18:2,279.2326,0,2219.7,0,20:4,303.2329,8517.9,17862.7,0,0,0,0,0,0, 87.0340,28477.4,58812.9,0,PREC,PS 16:0-22:6,PS 18:2-20:4|PS 20:5-18:1|PS 22:6-16:0|PS 22:5-16:1,0.451509898431538,0.603019047325153,0,0.451509898431538,0.603019047325153,0,0,0,0,NA,NA,97.6062059885911,101.83026276271,3.0317211185504,3.28197964115378
PS 38:5,0.3,808.5137,PS 18:2-20:3,0,38,5,0,260942.5,192369.2,0,0,36224.9,114758.9,-1.7,0,0,0,0,18:2,279.2329,4458.3,2736.8,0,20:3,305.2486,0,2788.8,0,0,0,0,0,0, 87.0327,32094.7,58902.3,0,PREC,PS 16:0-22:5,PS 18:2-20:3|PS 22:4-16:1|PS 18:0-20:5|PS 22:5-16:0|PS 18:1-20:4,0.763553891753213,0.587754239061789,0,0.763553891753213,0.587754239061789,1,0,0,0,NA,NA,97.6062059885911,101.83026276271,3.0317211185504,3.28197964115378
PS 38:4,1.1,810.5299,PS 18:1-20:3,0,38,4,0,1210443.2,840709.4,0,0,165149.5,355127.4,-1.7,0,0,0,0,18:1,281.2483,22451.5,84835.8,0,20:3,305.2484,17267.1,22137.1,0,0,0,0,0,0, 87.0334,160292.7,222939.6,0,PREC,PS 16:0-22:4,PS 18:1-20:3|PS 22:3-16:1|PS 18:2-20:2|PS 22:4-16:0|PS 18:0-20:4,3.54192443203469,2.56865711178865,0,3.54192443203469,2.56865711178865,1,1,0,0,NA,NA,97.6062059885911,101.83026276271,3.0317211185504,3.28197964115378
