QNAME,ERROR,CHEMSC,CLASS,LENGTH,DB,OH,NAME,MASS,PREC:mE531_NEG_01.raw,PREC:mE531_NEG_02.raw,PREC:mE531_NEG_03.raw,PREC:mE531_NEG_04.raw,PREC:mE531_NEG_05.raw,SUMFA:mE531_NEG_01.raw,SUMFA:mE531_NEG_02.raw,SUMFA:mE531_NEG_03.raw,SUMFA:mE531_NEG_04.raw,SUMFA:mE531_NEG_05.raw,MASSFRAG1,FRAG1:mE531_NEG_01.raw,FRAG1:mE531_NEG_02.raw,FRAG1:mE531_NEG_03.raw,FRAG1:mE531_NEG_04.raw,FRAG1:mE531_NEG_05.raw,SPECIE,FA1,MASSFA1,FA1INTENS:mE531_NEG_01.raw,FA1INTENS:mE531_NEG_02.raw,FA1INTENS:mE531_NEG_03.raw,FA1INTENS:mE531_NEG_04.raw,FA1INTENS:mE531_NEG_05.raw,FA2,MASSFA2,FA2INTENS:mE531_NEG_01.raw,FA2INTENS:mE531_NEG_02.raw,FA2INTENS:mE531_NEG_03.raw,FA2INTENS:mE531_NEG_04.raw,FA2INTENS:mE531_NEG_05.raw,MASSFRAG2,FRAG2:mE531_NEG_01.raw,FRAG2:mE531_NEG_02.raw,FRAG2:mE531_NEG_03.raw,FRAG2:mE531_NEG_04.raw,FRAG2:mE531_NEG_05.raw,MASSNLS,NLS:mE531_NEG_01.raw,NLS:mE531_NEG_02.raw,NLS:mE531_NEG_03.raw,NLS:mE531_NEG_04.raw,NLS:mE531_NEG_05.raw,FAO,MASSFAO,FAOINTENS:mE531_NEG_01.raw,FAOINTENS:mE531_NEG_02.raw,FAOINTENS:mE531_NEG_03.raw,FAOINTENS:mE531_NEG_04.raw,FAOINTENS:mE531_NEG_05.raw,NEG
PGNegMS2,1.5,H74 C46 O10 P1 ,PG,40,8,None, PG 40:8,817.5038,0,0,21306,64517.7,0,-1.7,-1.7,-3.5,-1.7,0,152.9949,157.1,-1.7,-1.7,-1.7,0,PG 18:2-22:6,18:2,279.233,-1.7,-1.7,-1.7,-1.7,0,22:6,327.2344,0,0,-1.7,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,1.5,H74 C46 O10 P1 ,PG,40,8,None, PG 40:8,817.5038,0,0,21306,64517.7,0,0,-3.5,-3.5,0,0,152.9949,157.1,-1.7,-1.7,-1.7,0,PG 20:4-20:4,20:4,303.2335,0,-1.7,-1.7,0,0,20:4,303.2335,0,-1.7,-1.7,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,-2.5,H76 C46 O10 P1 ,PG,40,7,None, PG 40:7,819.5161,56549.1,994.5,0,126994.8,32660.7,0,3228.7,-3.4,3799.7,0,152.9949,3420.8,20150.1,-1.7,8423.5,0,PG 20:4-20:3,20:4,303.233,0,3228.7,-1.7,0,0,20:3,305.2485,0,0,-1.7,3799.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,-2.5,H76 C46 O10 P1 ,PG,40,7,None, PG 40:7,819.5161,56549.1,994.5,0,126994.8,32660.7,-1.7,4830.5,791.3,-1.7,0,152.9949,3420.8,20150.1,-1.7,8423.5,0,PG 18:1-22:6,18:1,281.2487,-1.7,-1.7,-1.7,-1.7,0,22:6,327.2338,0,4832.2,793,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,-2.5,H76 C46 O10 P1 ,PG,40,7,None, PG 40:7,819.5161,56549.1,994.5,0,126994.8,32660.7,-1.7,0,-1.7,7984,0,152.9949,3420.8,20150.1,-1.7,8423.5,0,PG 22:5-18:2,22:5,329.2491,0,0,0,7985.7,0,18:2,279.2331,-1.7,0,-1.7,-1.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,4.5,H78 C46 O10 P1 ,PG,40,6,None, PG 40:6,821.5375,5973.5,0,0,160646.3,1783.7,0,0,0,5454.8,0,152.995,-1.7,-1.7,-1.7,6551.1,0,PG 20:3-20:3,20:3,305.2491,0,0,0,2727.4,0,20:3,305.2491,0,0,0,2727.4,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,4.5,H78 C46 O10 P1 ,PG,40,6,None, PG 40:6,821.5375,5973.5,0,0,160646.3,1783.7,0,0,-3.3,-1.7,0,152.995,-1.7,-1.7,-1.7,6551.1,0,PG 22:4-18:2,22:4,331.2654,0,0,-1.7,0,0,18:2,279.2327,0,0,-1.7,-1.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,4.5,H78 C46 O10 P1 ,PG,40,6,None, PG 40:6,821.5375,5973.5,0,0,160646.3,1783.7,4149.3,-1.7,4331.2,14261.2,0,152.995,-1.7,-1.7,-1.7,6551.1,0,PG 18:1-22:5,18:1,281.2485,4149.3,-1.7,-1.7,-1.7,0,22:5,329.249,0,0,4332.8,14262.8,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,-5.2,H80 C46 O10 P1 ,PG,40,5,None, PG 40:5,823.5452,-1.7,-1.7,0,-1.7,0,0,-1.7,-3.4,0,0,152.9949,4372.5,-1.7,-1.7,-1.7,0,PG 20:4-20:1,20:4,303.233,0,-1.7,-1.7,0,0,20:1,309.2817,0,0,-1.7,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,-5.2,H80 C46 O10 P1 ,PG,40,5,None, PG 40:5,823.5452,-1.7,-1.7,0,-1.7,0,0,-1.7,-3.4,4758.5,0,152.9949,4372.5,-1.7,-1.7,-1.7,0,PG 22:4-18:1,22:4,331.2625,0,0,-1.7,4760.2,0,18:1,281.2484,0,-1.7,-1.7,-1.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,2.3,H74 C48 O10 P1 ,PG,42,10,None, PG 42:10,841.5044,0,4856.2,42115,13047.2,0,0,18722,11339.9,0,0,152.9948,13236.2,3256.8,19723.2,4625.1,0,PG 20:4-22:6,20:4,303.233,0,10083.5,11341.7,0,0,22:6,327.2337,0,8638.5,-1.8,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,2,H78 C48 O10 P1 ,PG,42,8,None, PG 42:8,845.5355,0,0,0,12704,0,0,0,0,13846.1,0,152.9949,400,-1.7,13778.3,1438.8,0,PG 22:5-20:3,22:5,329.2488,0,0,0,4330.9,0,20:3,305.2491,0,0,0,9515.2,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,2,H78 C48 O10 P1 ,PG,42,8,None, PG 42:8,845.5355,0,0,0,12704,0,0,-1.7,-3.4,0,0,152.9949,400,-1.7,13778.3,1438.8,0,PG 22:4-20:4,22:4,331.2649,0,0,-1.7,0,0,20:4,303.2322,0,-1.7,-1.7,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,2.1,H74 C50 O10 P1 ,PG,44,12,None, PG 44:12,865.5043,765.9,157567.7,39641.5,525.1,0,0,-3.5,0,0,0,152.9949,19695.3,28743.1,46017.9,5849,3367.5,PG 22:6-22:6,22:6,327.2328,0,-1.7,0,0,0,22:6,327.2328,0,-1.7,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,1.2,H76 C50 O10 P1 ,PG,44,11,None, PG 44:11,867.5192,2078.9,-1.8,-1.8,3607.7,0,0,3472,0,0,0,152.9949,-1.8,8796.6,12592.6,4280.9,1270.8,PG 22:5-22:6,22:5,329.2464,0,-1.8,0,0,0,22:6,327.2336,0,3473.8,0,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,2.3,H78 C50 O10 P1 ,PG,44,10,None, PG 44:10,869.5358,0,0,0,6597.1,0,0,-1.7,1980.1,0,0,152.9949,3736.2,5226.5,-1.7,2877.8,0,PG 22:4-22:6,22:4,331.2636,0,-1.7,0,0,0,22:6,327.2313,0,0,1980.1,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
PGNegMS2,2.3,H78 C50 O10 P1 ,PG,44,10,None, PG 44:10,869.5358,0,0,0,6597.1,0,0,0,0,11973,0,152.9949,3736.2,5226.5,-1.7,2877.8,0,PG 22:5-22:5,22:5,329.2486,0,0,0,5986.5,0,22:5,329.2486,0,0,0,5986.5,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,PIONegMS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
