NAME,ERROR,MASS,SPECIE,MODE,LENGTH,DB,OH,PREC_01,PREC_02,PREC_03,PREC_04,PREC_05,MASSFRAG1,FRAG1_01,FRAG1_02,FRAG1_03,FRAG1_04,FRAG1_05,MASSFRAG2,FRAG2_01,FRAG2_02,FRAG2_03,FRAG2_04,FRAG2_05,FA1INTENS_01,FA1INTENS_02,FA1INTENS_03,FA1INTENS_04,FA1INTENS_05,FA2INTENS_01,FA2INTENS_02,FA2INTENS_03,FA2INTENS_04,FA2INTENS_05,MASSNLS,NLS_01,NLS_02,NLS_03,NLS_04,NLS_05,FAOINTENS_01,FAOINTENS_02,FAOINTENS_03,FAOINTENS_04,FAOINTENS_05,QUAN_SCAN,SPECIE.GLOBAL,SPECIE.ALL,PMOL_SAMPLE_01,PMOL_SAMPLE_02,PMOL_SAMPLE_03,PMOL_SAMPLE_04,PMOL_BLNK_05,SUBT_PMOL_SAMPLE_01,SUBT_PMOL_SAMPLE_02,SUBT_PMOL_SAMPLE_03,SUBT_PMOL_SAMPLE_04,LOQ_SUBT_PMOL_SAMPLE_01,LOQ_SUBT_PMOL_SAMPLE_02,LOQ_SUBT_PMOL_SAMPLE_03,LOQ_SUBT_PMOL_SAMPLE_04,MOL_PCT_SPECIES_SUBT_PMOL_SAMPLE_01,MOL_PCT_SPECIES_SUBT_PMOL_SAMPLE_02,MOL_PCT_SPECIES_SUBT_PMOL_SAMPLE_03,MOL_PCT_SPECIES_SUBT_PMOL_SAMPLE_04,FILTERED_MOL_PCT_SPECIES_SUBT_PMOL_SAMPLE_01,FILTERED_MOL_PCT_SPECIES_SUBT_PMOL_SAMPLE_02,FILTERED_MOL_PCT_SPECIES_SUBT_PMOL_SAMPLE_03,FILTERED_MOL_PCT_SPECIES_SUBT_PMOL_SAMPLE_04,CLASS_PMOL_SUBT_PMOL_SAMPLE_01,CLASS_PMOL_SUBT_PMOL_SAMPLE_02,CLASS_PMOL_SUBT_PMOL_SAMPLE_03,CLASS_PMOL_SUBT_PMOL_SAMPLE_04,MOL_PCT_CLASS_SUBT_PMOL_SAMPLE_01,MOL_PCT_CLASS_SUBT_PMOL_SAMPLE_02,MOL_PCT_CLASS_SUBT_PMOL_SAMPLE_03,MOL_PCT_CLASS_SUBT_PMOL_SAMPLE_04
PA 38:3,3.6,725.5153,PA 14:3-24:0,NEG,38,3,0,4842.5,0,38513.9,21213.8,0,152.9949,51764.5,48342.5,13299.6,4549,2004.6,0,0,0,0,0,0,13465,0,2914.5,0,0,536.1,-1.5,0,0,4534.1,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PA 14:3-24:0|PA 20:3-18:0|PA 20:0-18:3|PA 20:2-18:1,0.0349668426959266,0,0.185012953054011,0.109149482175651,0,0.0349668426959266,0,0.185012953054011,0.109149482175651,1,0,1,1,0,0,0.00141219797235519,0,0,0,0.0014124718186481,0,15.6517507128248,6.60594206284899,2.42779091039772,2.27372544370758,0.220771399637082,0.044009756235136,0.0185312506198694,0.00888979070256155
PA 40:8,-0.3,743.4655,PA 20:4-20:4,NEG,40,8,0,52272.2,13123.1,0,0,1096.9,152.995,84864.5,63427.5,7898.5,4169.3,3251.8,0,0,0,0,0,0,45530.9,32911.3,2629.4,0,0,45530.9,32911.3,2629.4,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PA 20:4-20:4,0.377448383019105,0.0721162601754152,0,0,0.00720873459151875,0.370239648427586,0.0649075255838965,0,0,1,1,0,0,0.00522231198823811,0,0,0,0.00522301718286186,0,0,0,15.6517507128248,6.60594206284899,2.42779091039772,2.27372544370758,0.220771399637082,0.044009756235136,0.0185312506198694,0.00888979070256155
PA 40:7,1.7,745.4826,PA 22:6-18:1,NEG,40,7,0,5401.3,467,3285.6,0,0,152.995,41476.5,45132.9,11502.1,11771.6,0,0,0,0,0,0,0,2808.8,5942.3,8009.3,4886.4,0,-1.6,-1.6,-1.6,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PA 22:6-18:1|PA 22:4-18:3,0.039001839432836,0.00256633672698668,0.0157833550628282,0,0,0.039001839432836,0,0.0157833550628282,0,1,0,1,0,0,0,0,0,0,0,0,0,15.6517507128248,6.60594206284899,2.42779091039772,2.27372544370758,0.220771399637082,0.044009756235136,0.0185312506198694,0.00888979070256155
PA 40:6,1.5,747.4982,PA 18:2-22:4,NEG,40,6,0,7630.2,4883.9,8876.5,6570.8,0,152.9949,20648.1,38407.4,8544.6,10622.8,0,0,0,0,0,0,0,10611.2,6241.3,35494.7,2420.9,0,3935.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PA 18:2-22:4|PA 20:3-20:3|PA 18:0-22:6|PA 22:5-18:1,0.0550963351860525,0.0268388264259748,0.042640903096906,0.033808154007286,0,0.0550963351860525,0.0268388264259748,0.042640903096906,0.033808154007286,1,1,1,1,0,0,0,0,0,0,0,0,15.6517507128248,6.60594206284899,2.42779091039772,2.27372544370758,0.220771399637082,0.044009756235136,0.0185312506198694,0.00888979070256155
PA 40:5,1.5,749.5138,PA 22:5-18:0,NEG,40,5,0,690.2,0,58775.3,30888.5,0,152.9949,48871.4,38278.2,12982,12743.5,0,0,0,0,0,0,0,-1.7,-1.7,0,-1.7,0,74321.6,42787.2,91430,45539.2,13570.5,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PA 22:5-18:0|PA 18:1-22:4,0.00498381307769304,0,0.282344603367496,0.158927857346755,0,0,0,0.282344603367496,0.158927857346755,0,0,1,1,0,0,0.00215512735621602,0,0,0,0.00215554526761994,0,15.6517507128248,6.60594206284899,2.42779091039772,2.27372544370758,0.220771399637082,0.044009756235136,0.0185312506198694,0.00888979070256155
PA 44:10,5.8,795.5017,PA 22:6-22:4,NEG,44,10,0,20723.1,0,0,0,0,152.9951,-1.7,-1.7,-1.7,-1.7,3956.8,0,0,0,0,0,0,-1.7,-1.7,0,0,0,-1.7,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PA 22:6-22:4|PA 22:5-22:5,0.149637868429934,0,0,0,0,0.149637868429934,0,0,0,1,0,0,0,0.00211067517353935,0,0,0,0.00211096018845003,0,0,0,15.6517507128248,6.60594206284899,2.42779091039772,2.27372544370758,0.220771399637082,0.044009756235136,0.0185312506198694,0.00888979070256155
PEO- 34:3,1.8,698.5143,PEO- 16:1-18:2,NEG,34,3,0,295426.5,206595.1,1302.3,3347,0,196.0375,7985.5,10917.4,0,2990.5,0,0,0,0,0,0,0,70352,58416.1,-1.6,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,10238,8005,0,0,0,PREC,none,PEO- 16:1-18:2,1.58028314336404,1.69802777533031,0.00988398660289103,0.0272685973952501,0,1.58028314336404,1.69802777533031,0,0.0272685973952501,1,1,0,1,0.0222902426562096,0.0113125104280052,0,0,0.0222932526179504,0.011314335132563,0,0,382.263485249717,417.824308805757,20.5525445265893,27.5972308401237,5.39191086142069,2.78360691097631,0.156876917145991,0.107899397800172
PEO- 34:2,1.2,700.5295,PEO- 18:2-16:0,NEG,34,2,0,3422967.8,2281449.6,0,9780.8,0,196.0374,48257.9,42662.4,0,0,0,0,0,0,0,0,0,595725.4,454251.9,-1.6,1282,-1.6,0,0,0,0,0,0,0,0,0,0,0,30712.2,23283.7,0,0,0,PREC,none,PEO- 18:2-16:0|PEO- 16:1-18:1,18.3099969522635,18.7514843711987,0,0.0796858970431618,0,18.3099969522635,18.7514843711987,0,0.0796858970431618,1,1,0,1,0.258266549772589,0.124925142904978,0,0,0.258301424782509,0.124945293293267,0,0,382.263485249717,417.824308805757,20.5525445265893,27.5972308401237,5.39191086142069,2.78360691097631,0.156876917145991,0.107899397800172
PEO- 34:1,3.2,702.5466,PEO- 18:1-16:0,NEG,34,1,0,25467.5,31575.8,0,0,0,196.0372,-1.6,-1.6,0,0,0,0,0,0,0,0,0,494266.7,397596.3,-1.6,89.5,-1.6,0,0,0,0,0,0,0,0,0,0,0,8574.9,6338,0,0,0,PREC,none,PEO- 18:1-16:0|PEO- 16:1-18:0,0.136229691492211,0.259524961764702,0,0,0,0.136229691492211,0.259524961764702,0,0,1,1,0,0,0.00192154987737057,0.00172899341161821,0,0,0.00192180935375686,0.0017292722977398,0,0,382.263485249717,417.824308805757,20.5525445265893,27.5972308401237,5.39191086142069,2.78360691097631,0.156876917145991,0.107899397800172
PEO- 36:6,1.5,720.4985,PEO- 16:1-20:5,NEG,36,6,0,38432.6,12165.3,0,0,0,196.0373,5901,5070.5,0,0,0,0,0,0,0,0,0,26919.6,21914.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5053.3,5418.3,0,0,0,PREC,none,PEO- 16:1-20:5,0.205582065033613,0.0999879343470673,0,0,0,0.205582065033613,0.0999879343470673,0,0,1,1,0,0,0.00289978041884881,0,0,0,0.00290017199054465,0,0,0,382.263485249717,417.824308805757,20.5525445265893,27.5972308401237,5.39191086142069,2.78360691097631,0.156876917145991,0.107899397800172
PEO- 36:5,4.3,722.5161,PEO- 16:1-20:4,NEG,36,5,0,10477260.7,7427756.5,13507.5,0,0,196.0372,166462.6,148538.1,0,4387.1,0,0,0,0,0,0,0,4132817.7,3473687.8,43951.3,91666.2,0,0,0,0,0,0,0,0,0,0,0,0,613440.6,538167.6,10179.5,16318.6,0,PREC,none,PEO- 16:1-20:4,56.0445270577977,61.0495449572146,0.102517046025148,0,0,56.0445270577977,61.0495449572146,0.102517046025148,0,1,1,1,0,0.790520428517306,0.406721034830609,0,0,0.790627176401655,0.406786638812216,0,0,382.263485249717,417.824308805757,20.5525445265893,27.5972308401237,5.39191086142069,2.78360691097631,0.156876917145991,0.107899397800172
PEO- 36:4,1.9,724.53,PEO- 16:1-20:3,NEG,36,4,0,819448.5,551876.7,0,0,0,196.0373,11460.5,12922.1,0,0,0,0,0,0,0,0,0,222530.9,186073.5,-1.6,2714.2,0,0,0,0,0,0,0,0,0,0,0,0,15186.4,10360.3,0,0,0,PREC,none,PEO- 16:1-20:3|PEO- 16:0-20:4|PEO- 18:2-18:2|PEO- 18:3-18:1,4.3833598252186,4.53593509796521,0,0,0,4.3833598252186,4.53593509796521,0,0,1,1,0,0,0.0618282581598703,0.0302190658138701,0,0,0.0618366071354483,0.0302239401401725,0,0,382.263485249717,417.824308805757,20.5525445265893,27.5972308401237,5.39191086142069,2.78360691097631,0.156876917145991,0.107899397800172
PEO- 36:3,2.1,726.5458,PEO- 18:1-18:2,NEG,36,3,0,1249214.9,852489.1,13306.5,29041.2,0,196.0375,17680.6,15673.8,0,0,0,0,0,0,0,0,0,252484.5,207600.1,38486.9,54991.9,0,0,0,0,0,0,0,0,0,0,0,0,10277.8,9419.2,0,0,0,PREC,none,PEO- 18:1-18:2|PEO- 16:0-20:3|PEO- 18:2-18:1,6.68224837280741,7.00670136884339,0.100991528627328,0.236603761779187,0,6.68224837280741,7.00670136884339,0.100991528627328,0.236603761779187,1,1,1,1,0.0942545887073521,0.046679673591052,0,0,0.0942673163707644,0.0466872030084792,0,0,382.263485249717,417.824308805757,20.5525445265893,27.5972308401237,5.39191086142069,2.78360691097631,0.156876917145991,0.107899397800172
PEO- 36:2,2.3,728.5617,PEO- 18:0-18:2,NEG,36,2,0,1034719.4,683197.1,41958.2,35309.1,0,196.0376,14566.2,12352.7,0,0,0,0,0,0,0,0,0,273313.5,217556.6,57933.4,63836.4,0,0,0,0,0,0,0,0,0,0,0,0,13264.9,13286,0,0,0,PREC,none,PEO- 18:0-18:2|PEO- 16:1-20:1|PEO- 18:1-18:1,5.53487796772378,5.61527186184532,0.318447582493606,0.287669444962243,0,5.53487796772378,5.61527186184532,0.318447582493606,0.287669444962243,1,1,1,1,0.078070675809677,0.0374097658566582,0.00243070024490446,0.00112472733430223,0.0780812180792652,0.0374158000407328,0.00243117159401009,0.00112493956674063,382.263485249717,417.824308805757,20.5525445265893,27.5972308401237,5.39191086142069,2.78360691097631,0.156876917145991,0.107899397800172
PEO- 36:1,2.2,730.5772,PEO- 18:0-18:1,NEG,36,1,0,31903.6,8060.4,0,0,0,196.0373,2572.3,3025.7,0,0,0,0,0,0,0,0,0,141899.5,113555.8,22399,22509.9,0,0,0,0,0,0,0,0,0,0,0,0,5174.5,2974.1,0,0,0,PREC,none,PEO- 18:0-18:1,0.170657409855341,0.0662493112386132,0,0,0,0.170657409855341,0.0662493112386132,0,0,1,1,0,0,0.00240716044636025,0,0,0,0.0024074854971441,0,0,0,382.263485249717,417.824308805757,20.5525445265893,27.5972308401237,5.39191086142069,2.78360691097631,0.156876917145991,0.107899397800172
PEO- 38:8,-0.5,744.497,PEO- 16:2-22:6,NEG,38,8,0,2484,0,0,0,0,196.0377,29444.6,20763.3,2077.4,0,0,0,0,0,0,0,0,13245.2,5449.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4397.5,0,0,0,0,PREC,none,PEO- 16:2-22:6,0.0132873094597684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382.263485249717,417.824308805757,20.5525445265893,27.5972308401237,5.39191086142069,2.78360691097631,0.156876917145991,0.107899397800172
PEO- 38:7,2.2,746.5147,PEO- 18:3-20:4,NEG,38,7,0,9081267.1,6615571.3,401927.3,550705.4,0,196.0373,143553.2,121580.6,4141.7,4475.1,0,0,0,0,0,0,0,281943.2,225930.9,12189.3,9654.8,0,0,0,0,0,0,0,0,0,0,0,0,38836,32546.6,0,0,0,PREC,none,PEO- 18:3-20:4|PEO- 16:1-22:6,48.5771361692888,54.3741057608726,3.05048302889977,4.48669370659999,0,48.5771361692888,54.3741057608726,3.05048302889977,4.48669370659999,1,1,1,1,0.685191231270222,0.362248278485123,0.0232842397086574,0.0175420335417171,0.685283756031979,0.362306709024395,0.0232887548707326,0.0175453436671488,382.263485249717,417.824308805757,20.5525445265893,27.5972308401237,5.39191086142069,2.78360691097631,0.156876917145991,0.107899397800172
PEO- 38:6,2.4,748.5304,PEO- 18:2-20:4,NEG,38,6,0,7975090.1,5616946.3,148229.2,228100.1,0,196.0374,79048.5,62262.5,0,2766.1,0,0,0,0,0,0,0,1788472.4,1440363.1,37356.1,42161.5,0,0,0,0,0,0,0,0,0,0,0,0,263259.5,213396.7,4718.1,5236.5,0,PREC,none,PEO- 18:2-20:4|PEO- 16:0-22:6|PEO- 16:1-22:5|PEO- 18:1-20:5,42.6600201804489,46.1662974094682,1.12500608689031,1.85837161419668,0,42.6600201804489,46.1662974094682,1.12500608689031,1.85837161419668,1,1,1,1,0.601729003776352,0.30756665377008,0.00858713559547341,0.00726584414292838,0.601810258220624,0.307616264179596,0.00858880076940481,0.00726721518439987,382.263485249717,417.824308805757,20.5525445265893,27.5972308401237,5.39191086142069,2.78360691097631,0.156876917145991,0.107899397800172
PEO- 38:5,2.4,750.5461,PEO- 18:1-20:4,NEG,38,5,0,15686417,10625910.4,306578.6,419291.4,0,196.0373,232865.1,182772.5,6772.5,4907.4,0,0,0,0,0,0,0,2640711.1,2369875.6,125550,139484.2,0,0,0,0,0,0,0,0,0,0,0,0,416612.7,366842.7,13325.5,17788.4,0,PREC,none,PEO- 18:1-20:4|PEO- 18:2-20:3|PEO- 16:0-22:5|PEO- 16:1-22:4,83.9091292246262,87.3355224657855,2.32682083631505,3.41604074630737,0,83.9091292246262,87.3355224657855,2.32682083631505,3.41604074630737,1,1,1,1,1.18355679445307,0.581842077605174,0.0177605492633732,0.013356004503594,1.18371661598236,0.581935928558747,0.0177639932993165,0.0133585247387804,382.263485249717,417.824308805757,20.5525445265893,27.5972308401237,5.39191086142069,2.78360691097631,0.156876917145991,0.107899397800172
PEO- 38:4,3.1,752.5623,PEO- 18:0-20:4,NEG,38,4,0,1957922.8,1579963.6,200221.4,184684.2,0,196.0374,616.5,-1.7,0,0,0,0,0,0,0,0,0,606695.8,414774.9,101157.2,82427.7,0,0,0,0,0,0,0,0,0,0,0,0,96908.5,79675.2,14965.7,13179.8,0,PREC,none,PEO- 18:0-20:4|PEO- 18:1-20:3|PEO- 16:0-22:4,10.473239187575,12.9858940352935,1.5196081050542,1.5046546444768,0,10.473239187575,12.9858940352935,1.5196081050542,1.5046546444768,1,1,1,1,0.147727351182528,0.0865139332969107,0.0115991202200074,0.00588288480742189,0.1477472995376,0.0865278879685472,0.0116013694627733,0.0058839948889051,382.263485249717,417.824308805757,20.5525445265893,27.5972308401237,5.39191086142069,2.78360691097631,0.156876917145991,0.107899397800172
PEO- 38:3,1.9,754.577,PEO- 18:0-20:3,NEG,38,3,0,24867.7,9953.5,1498.7,5072,0,196.0368,16625,12702.2,3347.2,0,0,0,0,0,0,0,0,6391.1,6509.7,5824.5,2606.4,0,0,0,0,0,0,0,0,0,0,0,0,-1.7,-1.7,0,0,0,PREC,none,PEO- 18:0-20:3|PEO- 18:1-20:2|PEO- 16:1-22:2,0.133021266285299,0.0818089076737553,0.0113745916622535,0.0413224756464621,0,0.133021266285299,0.0818089076737553,0,0.0413224756464621,1,1,0,1,0.00187629433142193,0,0,0,0.00187654769672797,0,0,0,382.263485249717,417.824308805757,20.5525445265893,27.5972308401237,5.39191086142069,2.78360691097631,0.156876917145991,0.107899397800172
PEO- 40:8,2.3,772.5305,PEO- 18:2-22:6,NEG,40,8,0,2423980.8,1987971,21610.5,58861.9,0,196.0375,51432.2,45599.1,0,0,0,0,0,0,0,0,0,518280.5,440814.3,20269.2,25710.5,0,0,0,0,0,0,0,0,0,0,0,0,172847.6,141038.1,4316.9,5095.1,0,PREC,none,PEO- 18:2-22:6|PEO- 18:3-22:5,12.966257252068,16.3393515845786,0.164015889182045,0.479558247092762,0,12.966257252068,16.3393515845786,0.164015889182045,0.479558247092762,1,1,1,1,0.182891921428826,0.108855160011403,0.00125192805321744,0.00187497239745461,0.182916618229785,0.108872718316245,0.00125217082077771,0.00187532619872866,382.263485249717,417.824308805757,20.5525445265893,27.5972308401237,5.39191086142069,2.78360691097631,0.156876917145991,0.107899397800172
