NAME,ERROR,MASS,SPECIE,MODE,LENGTH,DB,OH,PREC_01,PREC_02,PREC_03,PREC_04,PREC_05,MASSFRAG1,FRAG1_01,FRAG1_02,FRAG1_03,FRAG1_04,FRAG1_05,MASSFRAG2,FRAG2_01,FRAG2_02,FRAG2_03,FRAG2_04,FRAG2_05,FA1INTENS_01,FA1INTENS_02,FA1INTENS_03,FA1INTENS_04,FA1INTENS_05,FA2INTENS_01,FA2INTENS_02,FA2INTENS_03,FA2INTENS_04,FA2INTENS_05,MASSNLS,NLS_01,NLS_02,NLS_03,NLS_04,NLS_05,FAOINTENS_01,FAOINTENS_02,FAOINTENS_03,FAOINTENS_04,FAOINTENS_05,QUAN_SCAN,SPECIE.GLOBAL,SPECIE.ALL,PMOL_SAMPLE_01,PMOL_SAMPLE_02,PMOL_SAMPLE_03,PMOL_SAMPLE_04,PMOL_BLNK_05,SUBT_PMOL_SAMPLE_01,SUBT_PMOL_SAMPLE_02,SUBT_PMOL_SAMPLE_03,SUBT_PMOL_SAMPLE_04,LOQ_SUBT_PMOL_SAMPLE_01,LOQ_SUBT_PMOL_SAMPLE_02,LOQ_SUBT_PMOL_SAMPLE_03,LOQ_SUBT_PMOL_SAMPLE_04,MOL_PCT_SPECIES_SUBT_PMOL_SAMPLE_01,MOL_PCT_SPECIES_SUBT_PMOL_SAMPLE_02,MOL_PCT_SPECIES_SUBT_PMOL_SAMPLE_03,MOL_PCT_SPECIES_SUBT_PMOL_SAMPLE_04,FILTERED_MOL_PCT_SPECIES_SUBT_PMOL_SAMPLE_01,FILTERED_MOL_PCT_SPECIES_SUBT_PMOL_SAMPLE_02,FILTERED_MOL_PCT_SPECIES_SUBT_PMOL_SAMPLE_03,FILTERED_MOL_PCT_SPECIES_SUBT_PMOL_SAMPLE_04,CLASS_PMOL_SUBT_PMOL_SAMPLE_01,CLASS_PMOL_SUBT_PMOL_SAMPLE_02,CLASS_PMOL_SUBT_PMOL_SAMPLE_03,CLASS_PMOL_SUBT_PMOL_SAMPLE_04,MOL_PCT_CLASS_SUBT_PMOL_SAMPLE_01,MOL_PCT_CLASS_SUBT_PMOL_SAMPLE_02,MOL_PCT_CLASS_SUBT_PMOL_SAMPLE_03,MOL_PCT_CLASS_SUBT_PMOL_SAMPLE_04
PI 34:0,1.6,837.5512,PI 16:0-18:0,NEG,34,0,0,2064062.6,1396428.3,0,0,0,152.9949,24189.4,-1.8,2307.5,6599.6,0,241.0115,130982.2,77597.5,3949.8,0,0,-1.8,-1.8,21791.7,9207.3,11406.4,-1.8,-1.8,-1.8,-1.8,11114.8,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 16:0-18:0,4.42311292131962,3.88407858778462,0,0,0,4.42311292131962,3.88407858778462,0,0,1,1,0,0,0.0623889843576712,0.0258763020051058,0,0,0.0623974090508817,0.0258804758449012,0,0,200.31525223752,164.55757343596,114.854975930414,173.603507483241,2.82549086147252,1.09630672274451,0.876684369642405,0.678753387321935
PI 36:5,3.2,855.5056,PI 16:1-20:4,NEG,36,5,0,0,0,617.5,11388.9,0,152.9949,-1.7,-1.7,-1.7,-1.7,0,241.0113,18988.8,18331.8,0,4050.9,0,-1.7,122.1,-1.7,-1.7,0,-1.7,-1.7,224571.2,102626.4,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 16:1-20:4|PI 20:5-16:0|PI 14:0-22:5,0,0,0.00169661535448527,0.0323185372970943,0,0,0,0,0.0323185372970943,0,0,0,1,0,0,0,0,0,0,0,0,200.31525223752,164.55757343596,114.854975930414,173.603507483241,2.82549086147252,1.09630672274451,0.876684369642405,0.678753387321935
PI 36:4,2.2,857.5204,PI 16:1-20:3,NEG,36,4,0,16360323.2,10916781.7,2786454.6,4385618.4,0,152.9949,148266,-1.7,-1.7,-1.7,-1.7,241.0118,1248212.2,876349.5,250266.9,278305.9,0,0,2250.1,-1.7,4045.7,0,-1.7,-1.7,25706.5,16236.1,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 16:1-20:3|PI 20:4-16:0|PI 18:2-18:2,35.0587995455589,30.3643502845717,7.65593790920828,12.4451678240412,0,35.0587995455589,30.3643502845717,7.65593790920828,12.4451678240412,1,1,1,1,0.494512108407587,0.202291761197487,0.0584375299858324,0.0486580020117013,0.49457888482405,0.202324390798231,0.0584488618962776,0.0486671836205227,200.31525223752,164.55757343596,114.854975930414,173.603507483241,2.82549086147252,1.09630672274451,0.876684369642405,0.678753387321935
PI 36:3,-1.4,859.533,PI 16:0-20:3,NEG,36,3,0,0,202395.4,0,189113.5,0,152.995,-1.7,-1.7,4806.1,-1.7,0,241.0117,138641.5,119187.4,46587.4,58784.1,0,-1.7,-1.7,83972.7,49572.4,1696,-1.7,-1.7,-1.7,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 16:0-20:3|PI 18:1-18:2|PI 18:0-18:3,0,0.562950234828457,0,0.536651625980916,0,0,0.562950234828457,0,0.536651625980916,0,1,0,1,0,0.00375045714473432,0,0.00209819556198503,0,0.00375106209235312,0,0.00209859148475383,200.31525223752,164.55757343596,114.854975930414,173.603507483241,2.82549086147252,1.09630672274451,0.876684369642405,0.678753387321935
PI 36:2,2.7,861.5522,PI 16:1-20:1,NEG,36,2,0,2665220.5,1569972.2,982253.5,1500421.7,0,152.9949,155343.6,140172.4,31575.8,39598.6,0,241.0117,199457.8,145016.5,78278,92831.7,0,5917.4,0,5792.9,0,0,6622.7,11012.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 16:1-20:1|PI 16:0-20:2|PI 18:1-18:1|PI 18:0-18:2,5.7113438476701,4.3667801672575,2.69879574104761,4.25778035392528,0,5.7113438476701,4.3667801672575,2.69879574104761,4.25778035392528,1,1,1,1,0.0805597660091533,0.029092130821769,0.0205998218524497,0.0166470302334102,0.0805706443929052,0.0290968233737933,0.0206038164657825,0.0166501714745899,200.31525223752,164.55757343596,114.854975930414,173.603507483241,2.82549086147252,1.09630672274451,0.876684369642405,0.678753387321935
PI 36:1,1.6,863.5669,PI 16:1-20:0,NEG,36,1,0,344591,225075.1,10939.3,4691.5,0,152.995,140639.5,104457.6,29522,24007,7429.5,241.0117,50762.1,35555.1,18425,13540.4,16111.3,0,0,18849.4,8522.7,0,5588.1,5974.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 16:1-20:0|PI 16:0-20:1|PI 18:0-18:1,0.73842959252808,0.626032411799075,0.0300563309268352,0.0133131749097207,0,0.73842959252808,0.626032411799075,0.0300563309268352,0,1,1,1,0,0.0104157124443775,0.00417071987257019,0,0,0.0104171189295578,0.00417139260844164,0,0,200.31525223752,164.55757343596,114.854975930414,173.603507483241,2.82549086147252,1.09630672274451,0.876684369642405,0.678753387321935
PI 36:0,0.4,865.5815,PI 16:0-20:0,NEG,36,0,0,102086.2,14039.8,0,0,0,152.9949,62949.9,35957.2,29225.7,14291.8,32674.9,241.0117,164307.9,93391,80921.9,66901.7,156173.4,-1.8,3368.2,-1.8,-1.8,20424.1,-1.8,-1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 16:0-20:0|PI 18:0-18:0,0.21876215881651,0.0390508317231744,0,0,0,0.21876215881651,0.0390508317231744,0,0,1,1,0,0,0.00308568855175909,0,0,0,0.00308610522754984,0,0,0,200.31525223752,164.55757343596,114.854975930414,173.603507483241,2.82549086147252,1.09630672274451,0.876684369642405,0.678753387321935
PI 38:7,-0.4,879.5025,PI 16:1-22:6,NEG,38,7,0,8838.8,0,0,3221.6,0,152.995,-1.8,-1.8,-1.8,300.7,0,241.0114,3287.2,0,0,0,0,-1.8,-1.8,5237.3,3808.9,0,27321.5,33445.4,46820.3,30013.6,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 16:1-22:6,0.0189408065864668,0,0,0.00914200666932883,0,0.0189408065864668,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200.31525223752,164.55757343596,114.854975930414,173.603507483241,2.82549086147252,1.09630672274451,0.876684369642405,0.678753387321935
PI 38:6,2.7,881.5209,PI 16:1-22:5,NEG,38,6,0,1085008,753492.2,68374.4,259249,0,152.9949,-1.8,-1.8,-1.8,-1.8,0,241.0116,81273.3,75056.6,9356,16797.2,0,1917.1,0,4421.3,0,0,5219.4,4321.1,6389.6,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 16:1-22:5|PI 22:6-16:0|PI 18:2-20:4,2.32508108258691,2.09579175678603,0.187862440313713,0.73567670940428,0,2.32508108258691,2.09579175678603,0.187862440313713,0.73567670940428,1,1,1,1,0.0327957820368181,0.0139624724919222,0.00143394801776541,0.00287634199170898,0.0328002106135148,0.0139647246345705,0.00143422608171719,0.00287688474821177,200.31525223752,164.55757343596,114.854975930414,173.603507483241,2.82549086147252,1.09630672274451,0.876684369642405,0.678753387321935
PI 38:5,2.4,883.5363,PI 20:3-18:2,NEG,38,5,0,5624661.1,3773911.1,1240799.4,2160869.6,0,152.9953,110380,66661.1,-1.8,29180,2947.4,241.0117,508221.9,414952.8,103122.1,148725.8,0,-1.8,-1.8,-1.8,1974.2,0,-1.8,-1.8,-1.8,-1.8,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 20:3-18:2|PI 22:5-16:0|PI 20:5-18:0|PI 18:1-20:4,12.0531766766443,10.4968993364806,3.40916488077103,6.1319481918146,0,12.0531766766443,10.4968993364806,3.40916488077103,6.1319481918146,1,1,1,1,0.170012718308593,0.0699318850556246,0.0260220468490328,0.0239746343055803,0.170035675967038,0.0699431650478256,0.0260270929128305,0.0239791582421319,200.31525223752,164.55757343596,114.854975930414,173.603507483241,2.82549086147252,1.09630672274451,0.876684369642405,0.678753387321935
PI 38:4,2.1,885.5517,PI 20:3-18:1,NEG,38,4,0,52331371.4,31727577.4,35462001.6,51117784.9,0,152.9949,1827082.5,1242719.8,1219996,1362178.5,0,241.0117,4303876.7,2793089.1,2701481.5,3307108.8,0,23593.2,26224.7,43748.6,42782.8,0,50836.5,22220.1,37249,31462.2,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 20:3-18:1|PI 16:0-22:4|PI 18:0-20:4,112.141736897765,88.2482860177061,97.4338079600668,145.058086192301,0,112.141736897765,88.2482860177061,97.4338079600668,145.058086192301,1,1,1,1,1.58178395930922,0.587923042445338,0.743709149920346,0.567146763270127,1.58199755542269,0.588017874256725,0.743853366239656,0.567253782044211,200.31525223752,164.55757343596,114.854975930414,173.603507483241,2.82549086147252,1.09630672274451,0.876684369642405,0.678753387321935
PI 38:2,0.9,889.5819,PI 16:1-22:1,NEG,38,2,0,0,0,0,23731,0,152.9949,112106.6,101147.5,18617.2,17191,0,241.0117,18332.6,10534.7,10919.5,10684.6,0,91119.4,44654.9,80717.1,58366.1,11223.8,5470.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 16:1-22:1|PI 20:2-18:0|PI 20:1-18:1,0,0,0,0.0673419916407507,0,0,0,0,0.0673419916407507,0,0,0,1,0,0,0,0,0,0,0,0,200.31525223752,164.55757343596,114.854975930414,173.603507483241,2.82549086147252,1.09630672274451,0.876684369642405,0.678753387321935
PI 40:8,3.3,905.5215,PI 18:2-22:6,NEG,40,8,0,538301.4,426859.7,0,22371.9,0,152.9949,93867.9,82796.4,12525.9,11629,0,241.0116,65833.4,49578.2,0,0,0,24228.3,23845.8,29020.6,33814.6,0,5047.1,6225.8,10284.8,6422.7,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 18:2-22:6|PI 20:4-20:4,1.15353472220486,1.18728374436279,0,0.0634852430486583,0,1.15353472220486,1.18728374436279,0,0.0634852430486583,1,1,0,1,0.0162708619517221,0.00790985868089961,0,0,0.0162730590867071,0.00791113453874558,0,0,200.31525223752,164.55757343596,114.854975930414,173.603507483241,2.82549086147252,1.09630672274451,0.876684369642405,0.678753387321935
PI 40:7,0.3,907.5344,PI 20:3-20:4,NEG,40,7,0,424850.2,306052.1,183902.1,226222.6,0,152.9949,38321.7,-1.8,18559.8,13802.2,0,241.0118,37507.4,20841.6,4467.4,4788,0,20869,17190.3,0,0,0,37947.9,24007.3,3153,5530.1,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 20:3-20:4|PI 22:5-18:2|PI 22:6-18:1,0.910418322218147,0.851264908020352,0.505281176651151,0.641956952431372,0,0.910418322218147,0.851264908020352,0.505281176651151,0.641956952431372,1,1,1,1,0.0128416514509557,0.0056712518422155,0.00385679511275998,0.00250991735302193,0.0128433855226818,0.00567216661344609,0.00385754300297425,0.00251039096637137,200.31525223752,164.55757343596,114.854975930414,173.603507483241,2.82549086147252,1.09630672274451,0.876684369642405,0.678753387321935
PI 40:6,0.5,909.5503,PI 20:3-20:3,NEG,40,6,0,1150980.3,705584.7,200757.9,418556.4,3843.6,152.9949,83009,87283.5,27421.8,28211.7,0,241.0118,118456.4,79199.8,16060.9,27230.7,0,-1.8,1791.7,0,0,0,-1.8,1791.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 20:3-20:3|PI 20:2-20:4|PI 22:5-18:1|PI 18:0-22:6|PI 18:2-22:4,2.46645418463293,1.9625400209509,0.551593418095901,1.18774689604242,0.00827296295004325,2.45818122168289,1.95426705800086,0.543320455145857,1.17947393309238,1,1,1,1,0.0346731888866494,0.0130196141629316,0.00414714771279872,0.00461149627072863,0.034677870978881,0.0130217142228127,0.00414795190672163,0.00461236644527524,200.31525223752,164.55757343596,114.854975930414,173.603507483241,2.82549086147252,1.09630672274451,0.876684369642405,0.678753387321935
PI 40:5,2.3,911.5676,PI 22:5-18:0,NEG,40,5,0,767053.1,513217.6,72289.6,163308.6,0,152.9949,51255.8,36417.6,8522.1,12624.3,0,241.0115,95875.4,73123.5,12373.6,18389.6,0,41626.9,29509.8,827.4,4253.6,0,91961.8,76972.3,23272,35363.7,3131.8,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 22:5-18:0|PI 20:1-20:4|PI 18:1-22:4,1.64373041687218,1.42748287973984,0.198619668549957,0.463424481735397,0,1.64373041687218,1.42748287973984,0.198619668549957,0.463424481735397,1,1,1,1,0.0231851804579005,0.00951010059874582,0.00151605759794681,0.00181189275093522,0.0231883112675201,0.00951163457513584,0.00151635158417336,0.00181223464928241,200.31525223752,164.55757343596,114.854975930414,173.603507483241,2.82549086147252,1.09630672274451,0.876684369642405,0.678753387321935
PI 40:4,2.8,913.5837,PI 20:0-20:4,NEG,40,4,0,1591003,944713.7,97704.5,231555.7,1753.1,152.9949,75589.1,53315.7,9961.6,12303.5,0,241.0114,146713.2,97726.3,11720.3,15634.2,5132.2,4743.8,4186,4554.1,0,0,16091.1,11366.5,5826.1,5268.4,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 20:0-20:4|PI 24:4-16:0|PI 22:4-18:0|PI 18:1-22:3,3.40938590096942,2.62766248274744,0.268448509963249,0.657090810069874,0.00377337166919576,3.40561252930022,2.62388911107824,0.264675138294053,0.653317438400678,1,1,1,1,0.0480369166689532,0.0174807346276935,0.00202025689262187,0.00255433447595382,0.0480434033314607,0.017483554264975,0.00202064865062719,0.00255481647067181,200.31525223752,164.55757343596,114.854975930414,173.603507483241,2.82549086147252,1.09630672274451,0.876684369642405,0.678753387321935
PI 40:3,5.4,915.6017,PI 18:0-22:3,NEG,40,3,0,0,6211.7,7743.3,28046.2,575317.7,152.9949,35483.9,33353.8,7634.5,2351.9,0,241.0117,-1.8,-1.8,1803.2,-1.8,0,-1.8,-1.8,5853.7,8677.9,4318.6,0,6119.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 18:0-22:3,0,0.0172774577568656,0.0212751444119608,0.0795873315896853,1.23831356452391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.31525223752,164.55757343596,114.854975930414,173.603507483241,2.82549086147252,1.09630672274451,0.876684369642405,0.678753387321935
PI 42:9,-2.6,931.5318,PI 22:5-20:4,NEG,42,9,0,0,2527.3,0,0,0,152.9949,5619.9,207.5,-1.8,-1.8,6622,241.0116,51457.9,28453,11253.7,6409.1,23960.5,5555.6,0,0,0,0,9477.2,10802.5,2658.2,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 22:5-20:4,0,0.00702952798572477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.31525223752,164.55757343596,114.854975930414,173.603507483241,2.82549086147252,1.09630672274451,0.876684369642405,0.678753387321935
PI 42:4,-1.4,941.6111,PI 24:4-18:0,NEG,42,4,0,3799.2,0,0,0,0,152.995,33269.1,39153.8,12787.5,10496,4626.8,241.0114,8460.4,3918.3,0,0,0,5047.2,0,0,0,0,21701.9,15177.3,4081,3212.9,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 24:4-18:0,0.00814136674472834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.31525223752,164.55757343596,114.854975930414,173.603507483241,2.82549086147252,1.09630672274451,0.876684369642405,0.678753387321935
PS 34:3,2,756.4836,PS 18:2-16:1,NEG,34,3,0,2666.3,1545.5,0,0,0,0,40511.9,37733.8,6768.3,9030,3508.8,0,0,0,0,0,0,393974.8,328115.7,174989.3,162489.7,0,7392.1,6891.2,-1.7,0,0,87.0344,4131.4,0,0,0,0,0,0,0,0,0,PREC,none,PS 18:2-16:1|PS 18:3-16:0,0.0107512389398641,0.00723111521505947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.325138666616,348.265626946251,25.7536709359444,64.3915570399669,4.92730821023459,2.32019675636863,0.19657694921407,0.251757513943261
PS 34:2,1.6,758.499,PS 18:1-16:1,NEG,34,2,0,193803.6,219566.7,0,0,0,0,102054.4,92144.3,16235.3,20128.5,4357.5,0,0,0,0,0,0,320326.6,213688.5,83737.5,83474.4,0,2697.4,2861.5,-1.6,0,0,87.0326,67223.8,55882.4,0,0,0,0,0,0,0,0,PREC,none,PS 18:1-16:1|PS 18:2-16:0,0.78146825601239,1.02731291173756,0,0,0,0.78146825601239,1.02731291173756,0,0,1,1,0,0,0.0110227822955575,0.00684410949908922,0,0,0.0110242707563831,0.00684521345191004,0,0,349.325138666616,348.265626946251,25.7536709359444,64.3915570399669,4.92730821023459,2.32019675636863,0.19657694921407,0.251757513943261
PS 34:1,2.1,760.515,PS 18:0-16:1,NEG,34,1,0,233907.9,273288.9,0,0,0,0,86175,90715.9,11055.7,11020.8,5880.3,0,0,0,0,0,0,69603,50919.1,-1.7,-1.7,-1.7,116320.5,99855.8,2051.6,5237.3,0,87.0348,50383.3,56046.2,0,0,0,0,0,0,0,0,PREC,none,PS 18:0-16:1|PS 18:1-16:0,0.943179583250882,1.27866937748099,0,0,0,0.943179583250882,1.27866937748099,0,0,1,1,0,0,0.0133037562713543,0.00851868319050951,0,0,0.0133055527433804,0.00852005725156728,0,0,349.325138666616,348.265626946251,25.7536709359444,64.3915570399669,4.92730821023459,2.32019675636863,0.19657694921407,0.251757513943261
PS 36:4,4.5,782.5013,PS 22:1-14:3,NEG,36,4,0,7202060.3,5685895.1,0,2616.3,0,0,1327008,1081497.8,7231.7,8603.7,0,0,0,0,0,0,0,5375,0,0,0,0,2437.6,0,0,0,0,87.0353,1098807.9,899414.7,0,0,0,0,0,0,0,0,PREC,none,PS 22:1-14:3|PS 16:0-20:4|PS 16:1-20:3|PS 22:4-14:0|PS 18:2-18:2,29.0406447678839,26.6032756834954,0,0.0125597181281071,0,29.0406447678839,26.6032756834954,0,0,1,1,0,0,0.409624706488309,0.177234929817385,0,0,0.409680020138934,0.177263517758701,0,0,349.325138666616,348.265626946251,25.7536709359444,64.3915570399669,4.92730821023459,2.32019675636863,0.19657694921407,0.251757513943261
PS 36:2,1.4,786.5301,PS 18:1-18:1,NEG,36,2,0,922240.4,787874.8,0,0,0,0,292276.5,268575.4,6533.5,8394.6,5250.7,0,0,0,0,0,0,-1.7,-1.7,26125.5,15425.2,0,-1.7,-1.7,26125.5,15425.2,0,87.0333,213383.8,232799.8,0,0,0,0,0,0,0,0,PREC,none,PS 18:1-18:1|PS 18:2-18:0,3.71872141184255,3.68632381355027,0,0,0,3.71872141184255,3.68632381355027,0,0,1,1,0,0,0.0524533865901763,0.024558830654981,0,0,0.0524604696304665,0.0245627919870405,0,0,349.325138666616,348.265626946251,25.7536709359444,64.3915570399669,4.92730821023459,2.32019675636863,0.19657694921407,0.251757513943261
PS 36:1,1.8,788.5461,PS 20:1-16:0,NEG,36,1,0,0,0,23869.4,36713.8,0,0,52090.7,39249.2,9330.3,4920,1524,0,0,0,0,0,0,9852.9,0,0,0,0,82152.9,58311.1,36963.6,27663.9,2903.9,87.0345,9724.4,-1.7,0,0,0,0,0,0,0,0,PREC,none,PS 20:1-16:0|PS 18:1-18:0,0,0,0.113122708594431,0.176246982154836,0,0,0,0.113122708594431,0.176246982154836,0,0,1,1,0,0,0,0,0,0,0,0,349.325138666616,348.265626946251,25.7536709359444,64.3915570399669,4.92730821023459,2.32019675636863,0.19657694921407,0.251757513943261
PS 38:6,4.5,806.5014,PS 18:2-20:4,NEG,38,6,0,9053106.3,7235149.7,5232.7,43365.3,0,0,1606045.1,1377037.8,12640.1,13933.2,0,0,0,0,0,0,0,1210994.5,1027190.1,24813,27233.1,0,1049704.7,805687.2,22881.2,20322,0,87.0355,1283748.4,861431.6,0,0,0,0,0,0,0,0,PREC,none,PS 18:2-20:4|PS 20:5-18:1|PS 22:6-16:0|PS 22:5-16:1,36.5045602442668,33.8519579934668,0.0247989977654267,0.208177940045408,0,36.5045602442668,33.8519579934668,0.0247989977654267,0.208177940045408,1,1,1,1,0.51490488228,0.22552671597789,0,0,0.514974412433607,0.225563093369909,0,0,349.325138666616,348.265626946251,25.7536709359444,64.3915570399669,4.92730821023459,2.32019675636863,0.19657694921407,0.251757513943261
PS 38:5,2.8,808.5157,PS 18:2-20:3,NEG,38,5,0,9635292,8400232,0,0,0,0,2323012,1976011,25564.6,18840.2,-1.7,0,0,0,0,0,0,-1.7,-1.7,13118.7,13362.4,0,52610.2,24294.7,0,0,0,87.0344,1324878.8,1132205.7,0,0,0,0,0,0,0,0,PREC,none,PS 18:2-20:3|PS 22:4-16:1|PS 18:0-20:5|PS 22:5-16:0|PS 18:1-20:4,38.8520896175826,39.3031675349269,0,0,0,38.8520896175826,39.3031675349269,0,0,1,1,0,0,0.548017302414026,0.261843474560365,0,0,0.548091303901539,0.261885709834712,0,0,349.325138666616,348.265626946251,25.7536709359444,64.3915570399669,4.92730821023459,2.32019675636863,0.19657694921407,0.251757513943261
PS 38:4,1.4,810.5302,PS 18:1-20:3,NEG,38,4,0,20165254.9,18257143,4841.8,20756.8,0,0,2586237.4,2534637.5,5126.5,12641.2,0,0,0,0,0,0,0,-1.7,-1.7,2712.2,2007.9,0,33800.6,16491.5,5510.9,6625.4,0,87.0328,2293273.9,2088841.8,3757.8,5557.5,0,0,0,0,0,0,PREC,none,PS 18:1-20:3|PS 22:4-16:0|PS 20:4-18:0,81.3117330057249,85.4218728766202,0.0229464305961823,0.0996443669462572,0,81.3117330057249,85.4218728766202,0.0229464305961823,0.0996443669462572,1,1,1,1,1.14691994729264,0.569093062985098,0,0,1.1470748215672,0.569184857526416,0,0,349.325138666616,348.265626946251,25.7536709359444,64.3915570399669,4.92730821023459,2.32019675636863,0.19657694921407,0.251757513943261
PS 40:8,5.5,830.5024,PS 20:3-20:5,NEG,40,8,0,24206887.8,23348115,2355.8,13877.1,0,0,4236119.1,4080374.9,19244.6,20151.5,4665.9,0,0,0,0,0,0,4751.9,0,6.3,-1.7,0,2806.1,9076.7,0,0,0,87.0359,2801439.9,2818570.9,0,0,0,0,0,0,0,0,PREC,none,PS 20:3-20:5|PS 22:6-18:2|PS 18:3-22:5|PS 20:4-20:4,97.6086842171849,109.241610882859,0.0111646910649937,0.0666179201297842,0,97.6086842171849,109.241610882859,0,0.0666179201297842,1,1,0,1,1.3767920424202,0.727783655979379,0,0,1.37697795746099,0.727901047266014,0,0,349.325138666616,348.265626946251,25.7536709359444,64.3915570399669,4.92730821023459,2.32019675636863,0.19657694921407,0.251757513943261
PS 40:6,3,834.5315,PS 20:4-20:2,NEG,40,6,0,8547181.5,7740223.6,0,0,0,0,1019221,623580.7,112451.8,88300.7,5213.3,0,0,0,0,0,0,50446.5,38693,4264.5,4461.2,0,43023.7,33533.4,0,0,0,87.0353,1124752.6,989618.2,0,0,0,0,0,0,0,0,PREC,none,PS 20:4-20:2|PS 20:3-20:3|PS 22:5-18:1|PS 18:0-22:6|PS 22:4-18:2,34.4645353369409,36.2151075004351,0,0,0,34.4645353369409,36.2151075004351,0,0,1,1,0,0,0.486129880534297,0.241270365068266,0,0,0.486195525057062,0.241309281906189,0,0,349.325138666616,348.265626946251,25.7536709359444,64.3915570399669,4.92730821023459,2.32019675636863,0.19657694921407,0.251757513943261
PS 40:5,-1.7,836.5433,PS 20:2-20:3,NEG,40,5,0,1125386.2,1013312.9,0,0,0,0,302221.1,492181.7,-1.7,-1.7,0,0,0,0,0,0,0,0,-1.7,0,0,0,5263.3,0,0,0,0,87.0323,-1.7,-1.7,0,0,0,0,0,0,0,0,PREC,none,PS 20:2-20:3|PS 20:4-20:1|PS 22:5-18:0|PS 22:4-18:1,4.53785993167522,4.74110794487612,0,0,0,4.53785993167522,4.74110794487612,0,0,1,1,0,0,0.0640075162743352,0.031585957453656,0,0,0.0640161595259176,0.0315910522591722,0,0,349.325138666616,348.265626946251,25.7536709359444,64.3915570399669,4.92730821023459,2.32019675636863,0.19657694921407,0.251757513943261
PS 40:3,2.4,840.578,PS 18:2-22:1,NEG,40,3,0,2713967.5,411377.7,3299165.7,7861790.3,0,0,54498.6,38543.7,13379.6,24502.8,0,0,0,0,0,0,0,164184.4,55308.7,93977.6,248138.8,0,4592.9,0,0,0,0,87.0359,30777.2,36682.8,0,0,0,0,0,0,0,0,PREC,none,PS 18:2-22:1,10.9434471243016,1.9247619188652,15.6355233095864,37.7410351069397,0,10.9434471243016,1.9247619188652,15.6355233095864,37.7410351069397,1,1,1,1,0.154359737949752,0.0128230465926002,0.119345450953719,0.147559549868797,0.15438058190882,0.0128251149461909,0.119368593820342,0.147587393882294,349.325138666616,348.265626946251,25.7536709359444,64.3915570399669,4.92730821023459,2.32019675636863,0.19657694921407,0.251757513943261
PS 42:9,0.9,856.5142,PS 22:5-20:4,NEG,42,9,0,716795.1,622199.6,0,0,0,0,479925.9,468982.1,224068.2,156547.1,3144.9,0,0,0,0,0,0,353946,354029.1,0,0,0,1591343.2,1588587.9,1446527.5,1025833.4,0,87.0358,584537.3,575253.3,0,0,0,0,0,0,0,0,PREC,none,PS 22:5-20:4|PS 22:6-20:3|PS 22:4-20:5,2.89031068935369,2.91115949166219,0,0,0,2.89031068935369,2.91115949166219,0,0,1,1,0,0,0.0407684704402931,0.0193945720944456,0,0,0.0407739756085476,0.0193977004331397,0,0,349.325138666616,348.265626946251,25.7536709359444,64.3915570399669,4.92730821023459,2.32019675636863,0.19657694921407,0.251757513943261
