NAME,ERROR,MASS,SPECIE,MODE,LENGTH,DB,OH,PREC_01,PREC_02,PREC_03,PREC_04,PREC_05,MASSFRAG1,FRAG1_01,FRAG1_02,FRAG1_03,FRAG1_04,FRAG1_05,MASSFRAG2,FRAG2_01,FRAG2_02,FRAG2_03,FRAG2_04,FRAG2_05,FA1INTENS_01,FA1INTENS_02,FA1INTENS_03,FA1INTENS_04,FA1INTENS_05,FA2INTENS_01,FA2INTENS_02,FA2INTENS_03,FA2INTENS_04,FA2INTENS_05,MASSNLS,NLS_01,NLS_02,NLS_03,NLS_04,NLS_05,FAOINTENS_01,FAOINTENS_02,FAOINTENS_03,FAOINTENS_04,FAOINTENS_05,QUAN_SCAN,SPECIE.GLOBAL,SPECIE.ALL
PA 38:4,1.2,723.4979,PA 20:3-18:1,NEG,38,4,0,118942.4,134492.7,13987.9,23893,0,152.995,98827.3,102137.3,23094.1,19726.6,0,0,0,0,0,0,0,16319,11701.9,9324.5,4612.9,0,39959.4,34136.9,46701.8,24428.5,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PA 20:3-18:1|PA 16:0-22:4|PA 20:1-18:3|PA 18:0-20:4
PA 38:3,3.6,725.5153,PA 14:3-24:0,NEG,38,3,0,4842.5,-1.6,38513.9,21213.8,0,152.9949,51764.5,48342.5,13299.6,4549,2004.6,0,0,0,0,0,0,13465,0,2914.5,0,0,536.1,-1.5,0,0,4534.1,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PA 14:3-24:0|PA 20:3-18:0|PA 20:0-18:3|PA 20:2-18:1
PA 38:2,2.6,727.5302,PA 20:1-18:1,NEG,38,2,0,-1.6,0,0,0,0,152.9949,38878.8,38866.6,25680.4,21179.6,3639.8,0,0,0,0,0,0,4288,3548.9,0,0,0,-1.6,-1.6,71394.8,38468.3,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PA 20:1-18:1|PA 18:0-20:2|PA 20:0-18:2
PA 40:8,-0.3,743.4655,PA 20:4-20:4,NEG,40,8,0,52272.2,13123.1,0,0,1096.9,152.995,84864.5,63427.5,7898.5,4169.3,3251.8,0,0,0,0,0,0,45530.9,32911.3,2629.4,0,0,45530.9,32911.3,2629.4,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PA 20:4-20:4
PA 40:7,1.7,745.4826,PA 22:6-18:1,NEG,40,7,0,5401.3,467,3285.6,0,0,152.995,41476.5,45132.9,11502.1,11771.6,0,0,0,0,0,0,0,2808.8,5942.3,8009.3,4886.4,0,-1.6,-1.6,-1.6,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PA 22:6-18:1|PA 22:4-18:3
PA 40:6,1.5,747.4982,PA 18:2-22:4,NEG,40,6,0,7630.2,4883.9,8876.5,6570.8,0,152.9949,20648.1,38407.4,8544.6,10622.8,0,0,0,0,0,0,0,10611.2,6241.3,35494.7,2420.9,0,3935.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PA 18:2-22:4|PA 20:3-20:3|PA 18:0-22:6|PA 22:5-18:1
PA 40:5,1.5,749.5138,PA 22:5-18:0,NEG,40,5,0,690.2,0,58775.3,30888.5,0,152.9949,48871.4,38278.2,12982,12743.5,0,0,0,0,0,0,0,-1.7,-1.7,0,-1.7,0,74321.6,42787.2,91430,45539.2,13570.5,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PA 22:5-18:0|PA 18:1-22:4
PA 40:4,-0.6,751.5279,PA 18:0-22:4,NEG,40,4,0,0,0,0,-1.7,0,152.9949,49884.4,47372.8,24426.3,23924.7,0,0,0,0,0,0,0,46697,33576.5,66055.6,30154.6,12575.9,-1.6,-1.6,-1.6,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PA 18:0-22:4|PA 20:2-20:2
PA 44:10,5.8,795.5017,PA 22:6-22:4,NEG,44,10,0,20723.1,-1.7,0,0,0,152.9951,-1.7,-1.7,-1.7,-1.7,3956.8,0,0,0,0,0,0,-1.7,-1.7,0,0,0,-1.7,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PA 22:6-22:4|PA 22:5-22:5
PEO- 34:3,1.8,698.5143,PEO- 16:1-18:2,NEG,34,3,0,295426.5,206595.1,1302.3,3347,0,196.0375,7985.5,10917.4,0,2990.5,0,0,0,0,0,0,0,70352,58416.1,-1.6,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,10238,8005,0,0,0,PREC,none,PEO- 16:1-18:2
PEO- 34:2,1.2,700.5295,PEO- 18:2-16:0,NEG,34,2,0,3422967.8,2281449.6,0,9780.8,0,196.0374,48257.9,42662.4,0,0,0,0,0,0,0,0,0,595725.4,454251.9,-1.6,1282,-1.6,0,0,0,0,0,0,0,0,0,0,0,30712.2,23283.7,0,0,0,PREC,none,PEO- 18:2-16:0|PEO- 16:1-18:1
PEO- 34:1,3.2,702.5466,PEO- 18:1-16:0,NEG,34,1,0,25467.5,31575.8,0,0,0,196.0372,-1.6,-1.6,0,0,0,0,0,0,0,0,0,494266.7,397596.3,-1.6,89.5,-1.6,0,0,0,0,0,0,0,0,0,0,0,8574.9,6338,0,0,0,PREC,none,PEO- 18:1-16:0|PEO- 16:1-18:0
PEO- 36:6,1.5,720.4985,PEO- 16:1-20:5,NEG,36,6,0,38432.6,12165.3,0,0,0,196.0373,5901,5070.5,0,0,0,0,0,0,0,0,0,26919.6,21914.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5053.3,5418.3,0,0,0,PREC,none,PEO- 16:1-20:5
PEO- 36:5,4.3,722.5161,PEO- 16:1-20:4,NEG,36,5,0,10477260.7,7427756.5,13507.5,-1.6,-1.6,196.0372,166462.6,148538.1,0,4387.1,0,0,0,0,0,0,0,4132817.7,3473687.8,43951.3,91666.2,0,0,0,0,0,0,0,0,0,0,0,0,613440.6,538167.6,10179.5,16318.6,0,PREC,none,PEO- 16:1-20:4
PEO- 36:4,1.9,724.53,PEO- 16:1-20:3,NEG,36,4,0,819448.5,551876.7,-1.6,-1.6,0,196.0373,11460.5,12922.1,0,0,0,0,0,0,0,0,0,222530.9,186073.5,-1.6,2714.2,0,0,0,0,0,0,0,0,0,0,0,0,15186.4,10360.3,0,0,0,PREC,none,PEO- 16:1-20:3|PEO- 16:0-20:4|PEO- 18:2-18:2|PEO- 18:3-18:1
PEO- 36:3,2.1,726.5458,PEO- 18:1-18:2,NEG,36,3,0,1249214.9,852489.1,13306.5,29041.2,0,196.0375,17680.6,15673.8,0,0,0,0,0,0,0,0,0,252484.5,207600.1,38486.9,54991.9,0,0,0,0,0,0,0,0,0,0,0,0,10277.8,9419.2,0,0,0,PREC,none,PEO- 18:1-18:2|PEO- 16:0-20:3|PEO- 18:2-18:1
PEO- 36:2,2.3,728.5617,PEO- 18:0-18:2,NEG,36,2,0,1034719.4,683197.1,41958.2,35309.1,0,196.0376,14566.2,12352.7,0,0,0,0,0,0,0,0,0,273313.5,217556.6,57933.4,63836.4,0,0,0,0,0,0,0,0,0,0,0,0,13264.9,13286,0,0,0,PREC,none,PEO- 18:0-18:2|PEO- 16:1-20:1|PEO- 18:1-18:1
PEO- 36:1,2.2,730.5772,PEO- 18:0-18:1,NEG,36,1,0,31903.6,8060.4,0,0,0,196.0373,2572.3,3025.7,0,0,0,0,0,0,0,0,0,141899.5,113555.8,22399,22509.9,0,0,0,0,0,0,0,0,0,0,0,0,5174.5,2974.1,0,0,0,PREC,none,PEO- 18:0-18:1
PEO- 38:8,-0.5,744.497,PEO- 16:2-22:6,NEG,38,8,0,2484,0,0,0,0,196.0377,29444.6,20763.3,2077.4,0,0,0,0,0,0,0,0,13245.2,5449.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4397.5,0,0,0,0,PREC,none,PEO- 16:2-22:6
PEO- 38:7,2.2,746.5147,PEO- 18:3-20:4,NEG,38,7,0,9081267.1,6615571.3,401927.3,550705.4,0,196.0373,143553.2,121580.6,4141.7,4475.1,0,0,0,0,0,0,0,281943.2,225930.9,12189.3,9654.8,0,0,0,0,0,0,0,0,0,0,0,0,38836,32546.6,0,0,0,PREC,none,PEO- 18:3-20:4|PEO- 16:1-22:6
PEO- 38:6,2.4,748.5304,PEO- 18:2-20:4,NEG,38,6,0,7975090.1,5616946.3,148229.2,228100.1,0,196.0374,79048.5,62262.5,0,2766.1,0,0,0,0,0,0,0,1788472.4,1440363.1,37356.1,42161.5,0,0,0,0,0,0,0,0,0,0,0,0,263259.5,213396.7,4718.1,5236.5,0,PREC,none,PEO- 18:2-20:4|PEO- 16:0-22:6|PEO- 16:1-22:5|PEO- 18:1-20:5
PEO- 38:5,2.4,750.5461,PEO- 18:1-20:4,NEG,38,5,0,15686417,10625910.4,306578.6,419291.4,0,196.0373,232865.1,182772.5,6772.5,4907.4,0,0,0,0,0,0,0,2640711.1,2369875.6,125550,139484.2,0,0,0,0,0,0,0,0,0,0,0,0,416612.7,366842.7,13325.5,17788.4,0,PREC,none,PEO- 18:1-20:4|PEO- 18:2-20:3|PEO- 16:0-22:5|PEO- 16:1-22:4
PEO- 38:4,3.1,752.5623,PEO- 18:0-20:4,NEG,38,4,0,1957922.8,1579963.6,200221.4,184684.2,0,196.0374,616.5,-1.7,0,0,0,0,0,0,0,0,0,606695.8,414774.9,101157.2,82427.7,0,0,0,0,0,0,0,0,0,0,0,0,96908.5,79675.2,14965.7,13179.8,0,PREC,none,PEO- 18:0-20:4|PEO- 18:1-20:3|PEO- 16:0-22:4
PEO- 38:3,1.9,754.577,PEO- 18:0-20:3,NEG,38,3,0,24867.7,9953.5,1498.7,5072,0,196.0368,16625,12702.2,3347.2,0,0,0,0,0,0,0,0,6391.1,6509.7,5824.5,2606.4,0,0,0,0,0,0,0,0,0,0,0,0,-1.7,-1.7,0,0,0,PREC,none,PEO- 18:0-20:3|PEO- 18:1-20:2|PEO- 16:1-22:2
PEO- 38:1,2.3,758.6087,PEO- 18:0-20:1,NEG,38,1,0,-1.7,-1.7,-1.7,0,0,196.0372,9675.3,4473.5,0,3683.4,0,0,0,0,0,0,0,14186.5,15080.8,5282.2,3829.6,0,0,0,0,0,0,0,0,0,0,0,0,0,4636.6,0,0,0,PREC,none,PEO- 18:0-20:1
PEO- 40:8,2.3,772.5305,PEO- 18:2-22:6,NEG,40,8,0,2423980.8,1987971,21610.5,58861.9,0,196.0375,51432.2,45599.1,0,0,0,0,0,0,0,0,0,518280.5,440814.3,20269.2,25710.5,0,0,0,0,0,0,0,0,0,0,0,0,172847.6,141038.1,4316.9,5095.1,0,PREC,none,PEO- 18:2-22:6|PEO- 18:3-22:5
PEO- 40:7,2.5,774.5462,PEO- 18:2-22:5,NEG,40,7,0,6116051.5,4525696.2,435508.5,602218.7,0,196.0374,108807.3,87380.9,9981.3,9341.6,17745,0,0,0,0,0,0,312080.3,234487.2,6051.2,0,0,0,0,0,0,0,0,0,0,0,0,0,37753.5,29263,0,0,0,PREC,none,PEO- 18:2-22:5|PEO- 18:1-22:6|PEO- 18:3-22:4
PEO- 40:6,3,776.5623,PEO- 18:0-22:6,NEG,40,6,0,5397329.7,3866029.3,580996.7,565610.4,0,196.0381,49422.3,34351.4,1917.2,586.4,0,0,0,0,0,0,0,243618.4,184613.4,71664.4,55443.8,0,0,0,0,0,0,0,0,0,0,0,0,130200,101690.9,24805.7,25254.3,0,PREC,none,PEO- 18:0-22:6|PEO- 20:2-20:4|PEO- 16:1-24:5|PEO- 18:2-22:4|PEO- 18:1-22:5
PEO- 40:5,5.4,778.5798,PEO- 16:1-24:4,NEG,40,5,0,3329084.4,2232781.8,-1.7,61296.8,0,196.0375,69836.5,60134.1,2996,2814.9,0,0,0,0,0,0,0,119722.5,87489.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6437.9,7284.5,0,0,0,PREC,none,PEO- 16:1-24:4|PEO- 18:0-22:5|PEO- 20:1-20:4|PEO- 18:2-22:3|PEO- 18:1-22:4
PEO- 40:4,2.7,780.5934,PEO- 18:0-22:4,NEG,40,4,0,1010236.9,714433.1,259004.6,305171.4,0,196.0375,13442.7,6649.6,0,0,0,0,0,0,0,0,0,169937.1,131210.4,45864.2,41049.6,0,0,0,0,0,0,0,0,0,0,0,0,42526.4,36805.1,4049,4409,0,PREC,none,PEO- 18:0-22:4|PEO- 20:0-20:4|PEO- 20:1-20:3|PEO- 16:1-24:3|PEO- 18:2-22:2
PEO- 42:8,4.2,800.5633,PEO- 20:4-22:4,NEG,42,8,0,32922.2,125943.3,11850,910.9,0,196.0377,22755.2,14276.7,0,0,0,0,0,0,0,0,0,4578,2818.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4564.3,0,0,0,0,PREC,none,PEO- 20:4-22:4|PEO- 20:2-22:6
PEO- 42:7,3.3,802.5782,PEO- 20:1-22:6,NEG,42,7,0,402128.1,328420.3,42193.2,94401,0,196.0376,27004,19031,4517.9,0,0,0,0,0,0,0,0,80258.6,67402.6,27057.3,40203.9,0,0,0,0,0,0,0,0,0,0,0,0,15774,16934.2,5455.3,8506.8,0,PREC,none,PEO- 20:1-22:6|PEO- 18:1-24:6|PEO- 18:2-24:5
PEO- 42:6,3.4,804.594,PEO- 18:2-24:4,NEG,42,6,0,630220.6,550928.6,231081.8,234445.7,0,196.0378,11057.3,11810,0,0,0,0,0,0,0,0,0,29953.2,22638.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3332.4,5780.2,0,0,0,PREC,none,PEO- 18:2-24:4|PEO- 20:1-22:5|PEO- 20:0-22:6|PEO- 18:1-24:5
PE 32:1,1.5,688.4933,PE 16:1-16:0,NEG,32,1,0,139699.7,71991.1,0,0,0,196.0373,4442.2,10893.8,3740.1,0,4345.2,0,0,0,0,0,0,119601.5,90921.9,3097.4,2284.3,0,182266.8,138270.2,35488.2,33491.1,663.9,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 16:1-16:0|PE 14:0-18:1
PE 32:0,1.6,690.509,PE 16:0-16:0,NEG,32,0,0,2187497.3,1453861.1,0,0,0,196.0373,34209.7,22373.7,1773.6,0,0,0,0,0,0,0,0,2033656.5,1447354.9,56850.2,28316.2,7935,2033656.5,1447354.9,56850.2,28316.2,7935,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 16:0-16:0|PE 14:0-18:0
PE 34:3,1.5,712.4933,PE 16:2-18:1,NEG,34,3,0,243836,154403.6,0,0,0,196.0372,13569.9,7707.8,0,0,0,0,0,0,0,0,0,0,3530.9,0,0,0,78951.8,57804.4,30348.6,27087.6,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 16:2-18:1|PE 16:1-18:2|PE 16:0-18:3
PE 34:2,2,714.5093,PE 16:1-18:1,NEG,34,2,0,4758198.4,3188926,128621.9,345363.8,0,196.0376,77911.2,52476,4879.9,3762.8,0,0,0,0,0,0,0,142763.3,90617.9,2300.6,2651.2,0,416513,254556.8,-1.6,14369.7,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 16:1-18:1|PE 18:2-16:0
PE 34:1,1.2,716.5244,PE 16:1-18:0,NEG,34,1,0,11438963.3,6712408.4,-1.6,-1.6,0,196.0376,181845.1,117113.6,0,0,2762,0,0,0,0,0,0,40247,27969.4,2829.9,1940.1,0,58090.9,46482.6,15957.9,14940.4,-1.6,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 16:1-18:0|PE 16:0-18:1
PE 34:0,3.6,718.5418,PE 16:0-18:0,NEG,34,0,0,851720.9,55017.2,0,0,0,196.0375,-1.6,-1.6,0,0,0,0,0,0,0,0,0,651692.7,223955.5,35676.7,27044.8,758.4,245143.4,179260.4,17469.7,13157.1,2406.4,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 16:0-18:0
PE 36:5,2,736.4937,PE 16:1-20:4,NEG,36,5,0,2100380.3,1464993.7,2128.7,0,0,196.0374,47272.3,42625.8,5852.2,3493,7086,0,0,0,0,0,0,444302.6,349289.5,16130.8,10161.1,0,841100.1,695463.2,25241.8,27639.1,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 16:1-20:4|PE 20:5-16:0|PE 18:2-18:3
PE 36:4,2.2,738.5096,PE 20:3-16:1,NEG,36,4,0,20972220.5,14352989.6,763090.4,1020707.7,0,196.0376,313725.4,284267.8,11125.5,13510.3,461.5,0,0,0,0,0,0,47815.5,37393,0,0,0,-1.6,-1.6,2952.4,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 20:3-16:1|PE 18:2-18:2|PE 16:0-20:4|PE 18:1-18:3
PE 36:3,2.9,740.5257,PE 16:1-20:2,NEG,36,3,0,5904617.2,3517341.2,-1.6,44197.9,0,196.0374,73767.1,42525.2,501.4,606,0,0,0,0,0,0,0,5073.7,4837.9,4895,0,0,8559.2,7759.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 16:1-20:2|PE 18:2-18:1|PE 20:3-16:0|PE 18:0-18:3
PE 36:2,2.4,742.541,PE 16:1-20:1,NEG,36,2,0,8391117.3,4762119.6,407093.4,896753.1,0,196.0372,136167.4,97769.2,4056.7,5676.4,0,0,0,0,0,0,0,5782.7,4148.7,-1.7,1841.6,0,6433.8,4369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 16:1-20:1|PE 18:2-18:0|PE 16:0-20:2|PE 18:1-18:1
PE 36:1,1.5,744.556,PE 16:1-20:0,NEG,36,1,0,3275412,1728523.4,6202.9,63719,0,196.0377,29444.6,20763.3,2077.4,0,0,0,0,0,0,0,0,1640.4,1421.8,-1.6,0,0,3672.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 16:1-20:0|PE 16:0-20:1|PE 18:1-18:0
PE 36:0,1.7,746.5718,PE 18:0-18:0,NEG,36,0,0,17281.5,2751,0,0,0,196.0373,143553.2,121580.6,4141.7,4475.1,0,0,0,0,0,0,0,0,0,-1.6,-1.6,-1.6,0,0,-1.6,-1.6,-1.6,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 18:0-18:0
PE 38:6,2.1,762.5095,PE 16:1-22:5,NEG,38,6,0,20268555,14900357.9,1281702.7,1404660.3,0,196.0374,325985.6,269908,20404.3,14811.3,0,0,0,0,0,0,0,19330.2,10080.5,3415.7,0,0,79185,55932.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 16:1-22:5|PE 20:5-18:1|PE 18:2-20:4|PE 22:6-16:0
PE 38:5,2.7,764.5256,PE 20:3-18:2,NEG,38,5,0,53172349.5,34890178.3,634544,857315,0,196.0373,874108.3,641888.4,7535,8912.7,0,0,0,0,0,0,0,230238.8,191392.1,0,0,0,-1.6,-1.6,3629.5,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 20:3-18:2|PE 20:5-18:0|PE 16:0-22:5|PE 18:1-20:4|PE 16:1-22:4
PE 38:4,2.9,766.5415,PE 20:3-18:1,NEG,38,4,0,13419367.2,9297992.6,1833539,2270182.6,0,196.0375,77670.9,69629.9,25767.9,23220.4,0,0,0,0,0,0,0,1072879.8,745742.4,14979.9,20521.6,0,-1.7,-1.7,14987.2,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 20:3-18:1|PE 20:2-18:2|PE 16:0-22:4|PE 18:0-20:4
PE 38:3,1.4,768.556,PE 18:2-20:1,NEG,38,3,0,3573.5,0,0,29925,0,196.0374,36508.1,27268.2,-1.6,0,0,0,0,0,0,0,0,160432,100650.2,21187.8,33057.7,0,62133.5,46315.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 18:2-20:1|PE 20:3-18:0|PE 18:1-20:2
PE 38:2,1.5,770.5717,PE 20:2-18:0,NEG,38,2,0,755207.4,296369.1,13433.6,92820.2,0,196.0374,15560.8,14323.9,0,0,0,0,0,0,0,0,0,23970.9,19825.7,4624.1,4928.8,0,7570.6,19859.5,-1.6,20706.4,8112.3,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 20:2-18:0|PE 16:0-22:2|PE 22:1-16:1|PE 20:1-18:1|PE 18:2-20:0
PE 38:1,0.5,772.5866,PE 16:0-22:1,NEG,38,1,0,-1.7,-1.7,0,-1.7,0,196.0375,51432.2,45599.1,0,0,0,0,0,0,0,0,0,-1.7,-1.7,31873.5,19566,2983.8,7456.3,4085.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 16:0-22:1|PE 20:1-18:0|PE 20:0-18:1
PE 40:8,4.2,786.5112,PE 20:3-20:5,NEG,40,8,0,15509378.7,12412899.4,0,1321.1,0,196.0373,258684.9,242570.2,0,3515.4,4063.5,0,0,0,0,0,0,4499.3,2593.2,5476.1,4840.9,0,3918.6,9306.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 20:3-20:5|PE 22:6-18:2|PE 20:4-20:4
PE 40:7,3.7,788.5265,PE 20:3-20:4,NEG,40,7,0,17010832.4,11497748.4,325447.4,459585,1012.3,196.0372,242585,169715.3,8774,3876.3,0,0,0,0,0,0,0,525621.6,456064.2,0,0,0,-1.7,-1.7,7911.4,4796.2,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 20:3-20:4|PE 22:4-18:3|PE 18:2-22:5|PE 22:6-18:1
PE 40:6,2.9,790.5415,PE 16:1-24:5,NEG,40,6,0,10642845.8,7044970.9,582542.5,338847.2,0,196.0376,128324.2,103976.3,2992.4,4876.8,0,0,0,0,0,0,0,145326.7,41306.9,53743.1,89222.9,0,5788.4,5340.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 16:1-24:5|PE 20:5-20:1|PE 20:3-20:3|PE 22:4-18:2|PE 20:4-20:2|PE 18:0-22:6|PE 22:5-18:1
PE 40:5,0,792.5549,PE 20:3-20:2,NEG,40,5,0,10462450.1,6786803.5,-1.7,0,23747.2,196.0373,171376.2,121030,2816.3,1934.9,0,0,0,0,0,0,0,16287.5,9406.3,0,0,0,-1.7,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 20:3-20:2|PE 16:0-24:5|PE 20:1-20:4|PE 22:4-18:1|PE 18:0-22:5
PE 40:4,0.8,794.5712,PE 20:3-20:1,NEG,40,4,0,-1.7,-1.7,35741.4,31281,0,196.0373,-1.7,-1.7,0,0,0,0,0,0,0,0,0,37077.3,33812.5,0,4403.8,0,-1.7,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 20:3-20:1|PE 20:2-20:2|PE 16:0-24:4|PE 20:4-20:0|PE 18:0-22:4
PE 40:3,-5.4,796.5819,PE 20:2-20:1,NEG,40,3,0,17767.8,19086.9,-1.7,-1.7,0,196.0375,19938.8,13226.9,0,0,0,0,0,0,0,0,0,5906.3,5158.5,0,0,0,3827.1,4559.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 20:2-20:1|PE 18:1-22:2|PE 22:1-18:2
